,idx,year,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label,doi,labels_gs
999,466,2041,20414945,Journal of B.U.ON. : official journal of the Balkan Union of Oncology,Satisfaction survey of Greek inpatients with brain cancer.,"To investigate brain cancer patients' satisfaction hospitalised in a tertiary care university public hospital in Alexandroupolis, Greece, in order to improve medical, nursing, and organizational-administrative services.	This cross-sectional study involved 163 patients having been hospitalised for at least 24 hours. The patients were asked to fill in a satisfaction questionnaire previously approved by the Greek Ministry of Health. Four aspects of satisfaction were investigated (medical, hotel accommodation/ organisational facilities, nursing, global). Using Principal Component Analysis, summated scales were formed and tested for internal consistency using Cronbach's alpha coefficient. The non parametric Spearman's rank correlation coefficient was also used and the threshold p-value for statistical significance (2-sided) was set at 0.05.	The results revealed a high degree of global satisfaction (73.31%), yet satisfaction was higher for the medical (88.88%) and nursing (84.26%) services. Moreover, satisfaction derived from the accommodation facilities and the general organisation was found to be more limited (74.17%). Statistically significant differences (based on various demographic variables) in the participants' global satisfaction were not observed. On the contrary, self-assessment of health status at admission was negatively correlated with medical (r(s)=-0.157, p=0.045) and nursing (r(s)=-0.168, p=0.032) satisfaction. Greek citizenship contributed to bigger satisfaction scores in the accommodation/organisational facilities dimension (r(s)=0.158, p=0.044). Finally, age was positively linked to nursing satisfaction (r(s)=0.181, p=0.02).	The present study confirmed in part the results of previously published Greek surveys assessing general patient populations. However, more studies are urgently needed to confirm these findings in a much bigger brain cancer population.",Remaining,0,0,doi_dummy,human
1001,468,2288,22880116,PloS one,The cortical signature of amyotrophic lateral sclerosis.,"The aim of this study was to explore the pattern of regional cortical thickness in patients with non-familial amyotrophic lateral sclerosis (ALS) and to investigate whether cortical thinning is associated with disease progression rate. Cortical thickness analysis was performed in 44 ALS patients and 26 healthy controls. Group differences in cortical thickness and the age-by-group effects were assessed using vertex-by-vertex and multivariate linear models. The discriminatory ability of MRI variables in distinguishing patients from controls was estimated using the Concordance Statistics (C-statistic) within logistic regression analyses. Correlations between cortical thickness measures and disease progression rate were tested using the Pearson coefficient. Relative to controls, ALS patients showed a bilateral cortical thinning of the primary motor, prefrontal and ventral frontal cortices, cingulate gyrus, insula, superior and inferior temporal and parietal regions, and medial and lateral occipital areas. There was a significant age-by-group effect in the sensorimotor cortices bilaterally, suggesting a stronger association between age and cortical thinning in ALS patients compared to controls. The mean cortical thickness of the sensorimotor cortices distinguished patients with ALS from controls (C-statistic ≥ 0.74). Cortical thinning of the left sensorimotor cortices was related to a faster clinical progression (r = -0.33, p = 0.03). Cortical thickness measurements allowed the detection and quantification of motor and extramotor involvement in patients with ALS. Cortical thinning of the precentral gyrus might offer a marker of upper motor neuron involvement and disease progression.",Remaining,0,0,doi_dummy,human
1004,471,2793,27935389,"Journal of mental health (Abingdon, England)",The effect of Interaction Anxiousness Scale and Brief Social Phobia Scale for screening social anxiety disorder in college students: a study on discriminative validity.,"Social anxiety disorder (SAD) is one of the most prevalent mental health problems, but there is little research concerning the effective screening instruments in practice.	This study was designed to examine the discriminative validity of Interaction Anxiousness Scale (IAS) and Brief Social Phobia Scale (BSPS) for the screening of SAD through the compared and combined analysis. Firstly, 421 Chinese undergraduates were screened by the IAS and BSPS. Secondly, in the follow-up stage, 248 students were interviewed by the Structured Clinical Interview for DSM-IV. Receiver operating characteristic (ROC) analysis was used, and the related psychometric characters were checked.	The results indicated that the ROC in these two scales demonstrated discrimination is in satisfactory level (range: 0.7-0.8). However, the highest agreement (92.17%) was identified when a cut-off point of 50 measured by the IAS and a cut-off point of 34 by the BSPS were combined, also with higher PPV, SENS, SPEC and OA than that reached when BSPS was used individually, as well as PPV, SPEC and OA in IAS.	The findings indicate that the combination of these two scales is valid as the general screening instrument for SAD in maximizing the discriminative validity.",Remaining,0,0,doi_dummy,human
1006,473,7892,7892356,Psychological medicine,A longitudinal study of the neuropsychiatric consequences of HIV-1 infection in gay men. I. Neuropsychological performance and neurological status at baseline and at 12-month follow-up.,"The aim of this study was to determine whether HIV infection is associated with neurological or neuropsychological impairment in the asymptomatic and early symptomatic stages of disease. Subjects included 61 gay men (41 HIV-, 20 HIV+) who were assessed at the time of requesting their first HIV test and again 12 months later. The assessments at baseline were conducted double-blind to HIV serostatus. Measures included a neuropsychological battery, neurological examination and full psychiatric assessment. There were no differences between the asymptomatic HIV+ and HIV- groups at baseline or at follow-up in terms of mean scores on neuropsychological tests. Mean scores were within the normal range for all neuropsychological tests for both groups. Multiple regression analysis was used to predict each individual's performance at follow-up on the basis of their baseline performance, psychiatric state, neurological history and drug use for each of the neuropsychological tests. HIV+ subjects were more likely than control subjects to perform at a significantly lower level at follow-up on one or more tests than predicted on the basis of their baseline performance.",Remaining,0,0,doi_dummy,human
1008,475,3699,3699998,The International journal of neuroscience,Another look at VIQ-PIQ scores and unilateral brain damage.,"The relationship of WAIS, VIQ, PIQ and Aphasia Screening scores to unilateral brain damage was investigated using 18 subjects with left hemisphere damage (LHD) and 19 subjects with right hemisphere damage (RHD). Expected VIQ-PIQ difference scores were demonstrated only for the RHD subjects. Aphasia was significantly associated with PIQ in the LHD group. ANCOVAR using Aphasia Screening as a covariate produced significant LHD versus RHD differences on PIQ. These data question the utility of VIQ-PIQ difference scores in the diagnosis of unilateral brain damage. Second, the data suggest that LHD 'non-verbal' deficits are the result of underlying language disturbance and not the consequence of impaired visuoperceptive or visuospatial processes.",Remaining,0,0,doi_dummy,human
1016,483,1660,16603460,Substance use & misuse,Reliability testing and validation of the drug attitude scale.,"This study was designed to provide reliability testing and validity information of the Drug Attitude Scale (DAS). One hundred twenty-eight subjects were drawn from a residential substance abuse(1) treatment program within a community mental health center. Seventy-five percent of the subjects were males and 25% were females. Age ranged from 18 to 58 years. For the entire sample, coefficient alpha was found to be 0.87. Reliability estimates for the two subscales were also found to be quite similar. Clinical construct validity utilizing factor analysis strongly support the two-dimensional nature of the DAS and the accuracy of the instrument's scoring key. Initial testing of the DAS suggests that the scale represent a useful addition to the area of substance user assessment and rehabilitation.",Remaining,0,0,doi_dummy,human
1021,488,3115,31155341,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,Environmental risk factors and amyotrophic lateral sclerosis (ALS): A case-control study of ALS in China.,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease mainly involving central and peripheral motor neurons. The etiology of ALS is not clear. In China, there is a preliminary exploration of genetic factors, but the study on environmental factors is relatively inadequate, which needs to be further clarified. To investigate the protective or harmful effects of different environmental factors on ALS, and explore the possible etiology of ALS of the Chinese for further study. Case-control study were used in 123 patients and 239 healthy controls from 2013 to 2016. Statistical analysis and description were performed with SPSS24.0. The risk factors of ALS include head trauma (OR = 3.397, 95% [1.298, 8.893], P = 0.013), drinking (OR = 1.760, 95% CI [1.110,2.790], p = 0.016), smoking (OR = 3.196, 95% [1.375, 7.427], P = 0.351), low BMI (OR = 1.231, 95% CI [1.115, 1.319], P = 0.000), workers or famers (OR = 2.539, 95% [1.441,4.475], P = 0.001, 30-34 yrs); factors that reduce incidence of ALS including hypertension (OR = 0.526, 95% [0.313, 0.883], P = 0.015), severe physical activities (OR = 0.808, 95% [0.711, 0.918], P = 0.001), longer duration of education (OR = 0.183, 95% [0.078, 0.428], P = 0.000, >12 yrs), reading (OR = 0.225, 95% [0.126, 0.516], P = 0.000, 13-30 yrs), retirement or unemployment (OR = 0.040, 95% [0.005, 0.291], P = 0.000, 30-34 yrs); family history of neurologic disorder, general trauma, years and numbers of smoking, artistic activities, and other occupational factors did not show correlation with ALS. Head trauma, alcohol consumption, smoking, low BMI, workers or farmers are risk factors for ALS; high blood pressure, severe physical activity, longer duration of education, reading, retirement or unemployment are protective factors for ALS; whether there is a connection between ALS and family history, general trauma, years or numbers of smoking, artistic activities, and other occupational factors need to be confirmed by further study.",Remaining,0,0,doi_dummy,human
1024,491,2272,22729092,Current opinion in obstetrics & gynecology,Does minimally invasive surgery for endometriosis improve pelvic symptoms and quality of life?,"Endometriosis is a common gynaecological disorder estimated to affect over 70 million women worldwide. In this review we aim to give an overview of postoperative symptoms and look at factors influencing therapeutic choices and surgical techniques.	A wide range of physical and psychological factors contribute to the symptoms of disease. Patients suffer from impaired quality of life, depression, anxiety and chronic and acute pain. Validated questionnaires have been used to assess patient response. Surgical excision of endometriosis improves dyspareunia and the quality of sex life of patients. It is superior in outcomes to medical therapy in achieving increased pregnancy rates. Catastrophizing and biopsychosocial variables are implicated in the severity of pain experienced in patients with endometriosis. Patients with endometriosis score lower on quality of life assessments and the addition of psychosomatic therapy to medical treatments has shown to improve the emotional status of patients with improved treatment outcomes.	Despite its prevalence, there is no optimal treatment for endometriosis; recurrence of disease is a common problem. Laparoscopic surgery compared with medical therapies shows improved patient satisfaction outcomes in general health, quality of life and emotional wellbeing. Management of this varied aetiology improves in the context of a multidisciplinary team.",Remaining,0,0,doi_dummy,human
1025,492,9676,9676841,Clinical cancer research : an official journal of the American Association for Cancer Research,11q13 allelic loss in pituitary tumors in patients with multiple endocrine neoplasia syndrome type 1.,"Pituitary adenomas may develop sporadically or as part of the multiple endocrine neoplasia type 1 (MEN 1) syndrome. The gene responsible for MEN 1 syndrome was recently identified and cloned. Low rates of MEN 1 gene mutations and deletions have been reported in sporadic pituitary adenomas. To elucidate the role of the MEN 1 gene in the pathogenesis of MEN 1-associated pituitary tumors, we examined pituitary adenomas from 11 MEN 1 patients for the presence of 11q13 allelic loss. Ten of the 11 pituitary tumors were informative by PCR-based loss of heterozygosity analysis. Using a combination of family pedigree analysis and restriction analysis directed at the mutated allele in 8 of the 10 informative cases, it was demonstrated in all 8 cases that it is the wild-type allele that undergoes deletion. All 11 tumors, 4 of which were growth hormone secreting, were additionally analyzed for mutation in the Gs alpha subunit (gsp) gene. None of the tumors (0 of 11 tumors) revealed a gsp gene mutation. Therefore, genetic alterations of the MEN 1 gene seem to play a dominant role in MEN 1-associated pituitary tumorigenesis, whereas gsp gene mutations do not seem to be a frequent event in either growth hormone-secreting or other types of MEN 1-associated pituitary tumors. These results suggest that MEN 1-associated pituitary tumors develop via genetic pathways that differ from those of most sporadic pituitary tumors.",Remaining,0,0,doi_dummy,human
1030,497,2048,20488196,Neuropsychologia,Susceptibility to false memories in patients with ACoA aneurysm.,"We examined ACoA patients regarding their susceptibility to a range of false memory phenomena. We targeted provoked confabulation, false recall and false recognition in the Deese-Roediger-McDermott-paradigm (DRM-paradigm) as well as false recognition in a mirror reading task. ACoA patients produced more provoked confabulations and more false recognition in mirror reading than comparison subjects. Conversely, false recall/false recognition in the DRM-paradigm were similar in patients and controls. Whereas the former two indices of false memories were correlated, no relationship was revealed with the DRM-paradigm. Our results suggest that rupture of ACoA aneurysm leads to an increased susceptibility to a subset of false memories types.",Remaining,0,0,doi_dummy,human
1039,506,3828,3828153,No to shinkei = Brain and nerve,[The value of neuron specific enolase (NSE) in patients with brain tumors].,"gamma gamma-Enolase is considered a specific protein of neuron, which is called neuron specific enolase (NSE). Recent reports clarified that NSE exists not only in neurons but also in neuroendocrine cells, thrombocytes and lymphocytes. Besides normal neuronal tissues, high serum levels of NSE were noticed in the patients with neuroblastomas, small cell carcinomas of the lung, and malignant gliomas, etc. In order to clarify the usefulness of NSE as a marker for intracranial neoplasms or an indicator for prognosis of the patients with intra-cranial tumors, we studied serum, CSF and intratumoral fluid levels of NSE in 62 patients with intra-cranial tumors by radioimmunoassay. Serum level of NSE in healthy adults ranged from 4.1 to 8.9 ng/ml (5.6 +/- 1.38 ng/ml, n = 15) and that of CSF ranged from 4.9 to 7.3 ng/ml (means 6.1 ng/ml, n = 3). Serum samples from patients with malignant gliomas and primitive neuroectodermal tumors contained abnormally high level of NSE, of which mean value were 22.3 ng/ml and 16.1 ng/ml, respectively. However, serum samples from patients with low grade gliomas and other intracranial tumors arising from non-neuroectodermal tissues were within normal range. In 9 patients, not only serum levels but CSF levels and/or intratumoral cyst levels of NSE were examined at the same time. Except one meningioma case, CSF levels of NSE were higher (4.9-55.3 ng/ml, mean: 19.3 ng/ml) than that of serum levels (2.3-17.3 ng/ml, mean: 12.7 ng/ml). Mean NSE concentrations of intratumoral fluids in both malignant and benign tumors were 181.7 ng/ml, respectively.(ABSTRACT TRUNCATED AT 250 WORDS)",Remaining,0,0,doi_dummy,human
1042,509,2536,25364240,Clinical interventions in aging,The relationship between cholesterol and cognitive function is homocysteine-dependent.,"Previous studies have identified hyperlipidemia as a potential risk factor for dementia and Alzheimer's disease. However, studies on cholesterol measured in late-life and cognitive function have been inconsistent. Few studies have explored nonlinear relationships or considered interactions with other biomarker measures.	A cross-sectional sample of 1,889 participants from four rural counties in the People's Republic of China was included in this analysis. Serum total cholesterol, high-density lipoprotein, triglycerides, and homocysteine levels were measured in fasting blood samples. A composite cognitive score was derived based on nine standardized cognitive test scores. Analysis of covariance models were used to investigate the association between biomarker measures and the composite cognitive scores.	There was a significant interaction between the homocysteine quartile group and the cholesterol quartile group on cognitive scores (P=0.0478). In participants with normal homocysteine levels, an inverse U-shaped relationship between total cholesterol level and cognitive score was found, indicating that both low and high cholesterol levels were associated with lower cognitive scores. In participants with high homocysteine levels, no significant association between cholesterol and cognition was found.	The relationship between cholesterol levels and cognitive function depends upon homocysteine levels, suggesting an interactive role between cholesterol and homocysteine on cognitive function in the elderly population. Additional research is required to confirm our findings in other populations, and to explore potential mechanisms underlying the lipid-homocysteine interaction.",Remaining,0,0,doi_dummy,human
1049,516,1664,16641864,Pediatric endocrinology reviews : PER,Predictors of bone loss in young women with restrictive eating disorders.,"To evaluate the influence of Body Mass Index, body composition and hormonal factors on bone mass in young women with amenorrhea related to restrictive eating disorders.	Descriptive study of 55 patients with secondary amenorrhea due to restrictive eating disorders and 14 healthy girls used for comparison. Assessment of Bone Mineral Density, Fat Mass and Lean Mass by DEXA and of the serum hormonal profile.	Patients had lower BMI, lower Fat Mass and lower Bone Mass compared to controls; their serum levels of LH, FT(3), DHEAS, Insulin and Leptin were significantly reduced. Low Bone Density, especially in the lumbar region, correlated with concentrations of FT(3), Cortisol, Insulin and Leptin, hormones expressive of metabolic adjustment to malnutrition. Lean Mass was a strong predictor of osteopenia and osteoporosis.	Hormonal nutritional markers, together with soft tissue composition measurements, are viable options for ongoing monitoring of subjects with eating disorders.",Remaining,0,0,doi_dummy,human
1054,521,1919,19194374,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,A polymorphism of the MAOA gene is associated with emotional brain markers and personality traits on an antisocial index.,"Association studies suggest that the low activity variant of the monoamine oxidase A (MAOA)-uVNTR polymorphism confers risk for emotional disturbances associated with antisocial traits, particularly in males. Here, we assessed the low (MAOA-L) activity variant in relation to both brain function and a behavioral index of antisocial traits. From an initial sample of 290 healthy participants, 210 had low (MAOA-L) or high (MAOA-H) activity variants. Participants underwent a brief assessment of personality traits and event-related potential (ERP) recording during an emotion-processing task. Genotype differences in ERPs were localized using LORETA. The MAOA-L genotype was distinguished by elevated scores on the index of antisocial traits. These traits were related to altered ERPs elicited 120-280ms post-stimulus, particularly for negative emotion. Altered neural processing of anger in MAOA-L genotypes was localized to medial frontal, parietal, and superior temporo-occipital regions in males, but only to the superior occipital cortex in females. The MAOA low activity variant may increase susceptibility to antisocial traits through alterations to the neural systems for processing threat-related emotion, especially for males. Monoamines such as noradrenalin and serotonin may modulate these relationships, given that their metabolism varies according to MAOA variants, and that they modulate both emotional brain systems and antisocial aggression.",Remaining,0,0,doi_dummy,human
1055,522,3227,32279420,Journal of cellular and molecular medicine,HOTAIR/miR-125 axis-mediated Hexokinase 2 expression promotes chemoresistance in human glioblastoma.,"Drug resistance is one of the major obstacles in glioblastoma (GBM) treatments using temozolomide (TMZ) based conventional chemotherapy. Recent studies revealed that Hexokinase 2 (HK2)-mediated glycolysis is one of the sources, as the association of chemoresistance and the expression of HK2 was confirmed in multiple cancers. However, there has been little knowledge of the functional contribution of HK2 to TMZ resistance in GBM. In our study, we found that HK2 expression is crucial for GBM proliferation and chemoresistance. In contrast to the healthy brain, HK2 expression is much higher in human GBM, especially in those patients with GBM recurrence. High HK2 expression is negatively related to the overall survival in GBM patients. HK2 depletion in GBM cells suppressed the GBM cell proliferation and increased sensitivity to TMZ-induced apoptosis. Both HK2-mediated glycolysis and mitochondria permeability transition pore opening (MPTP) were associated with its function in chemoresistance. Furthermore, we also revealed that the abnormal expression of HK2 was modulated by the expression of HOTAIR, a long non-coding RNA (lncRNA). The absence of HOTAIR in GBM cells suppressed the HK2 expression in protein and mRNA level and, therefore, inhibited the cell proliferation and enhanced the cytotoxicity of TMZ both in vivo and in vitro. HOTAIR promoted the expression of HK2 by targeting mir-125, which suppressed the GBM cell proliferation and increased the TMZ-induced apoptosis. These findings shed light on a new therapeutic strategy in modulating HOTAIR/miR-125, which may interfere with the expression of HK2, and enhance the therapeutic sensitivity of GBM to TMZ.",Remaining,0,0,doi_dummy,human
1058,525,2046,20461011,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society,Large motor unit territories by scanning electromyography in patients with juvenile myoclonic epilepsy.,"Juvenile myoclonic epilepsy is a genetically inherited disorder characterized by myoclonic jerks and generalized seizures. It has been proposed that patients with juvenile myoclonic epilepsy have larger motor units (MUs) than normals by MU number estimation and macro electromyography techniques. In this study, an experimental setup for scanning electromyography was built to investigate electrophysiologic cross-sections of the MU territories in 9 patients with juvenile myoclonic epilepsy, 3 patients with spinal muscular atrophy, and 10 healthy volunteers. Scanning electromyography was performed on the biceps brachii muscle. For each MU, three-dimensional maps of the MU territories were plotted. The length of MU cross-section and the maximum amplitude of each MU were measured from these maps and compared among the three groups of subjects. Like spinal muscular atrophy patients, patients with juvenile myoclonic epilepsy had significantly larger MU territories than normal controls.",Remaining,0,0,doi_dummy,human
1060,527,2149,21497911,Journal of affective disorders,Screening for depression in adolescent paediatric patients: validity of the new Depression Screener for Teenagers (DesTeen).,"Depression in adolescents is often hard to detect. In many cases paediatricians are the first point of contact. In order to increase recognition rates, screening instruments may be a helpful support for health care professionals. However, there is a lack of valid and economical screening instruments for primary care patients. Thus, the aim of the study was the development of the new Depression Screener for Teenagers (DesTeen) and its validation in a paediatric sample.	326 patients between 13 and 16 years old completed the DesTeen and a diagnostic interview, serving as gold standard. Prevalence rate for any depressive disorder (minor depression, major depression and dysthymia) was 12.6%. Psychometric properties were calculated. For validity measures, the area under the receiver operating characteristic curves (AUC) for any depressive disorder and the diagnostic subgroups was computed.	DesTeen showed a high reliability (Cronbach's α=.87) and a high validity (AUC=.91). For the diagnostic subgroups AUC values did not significantly differ from overall accuracy of any depressive disorder (major depression: AUC=.95, p=.179; dysthymia: AUC=.88, p=.605; minor depression: AUC=.87, p=.327). The optimal cut-off point for any depressive disorder according to the Youden-Index yielded a sensitivity of .90 and a specificity of .80. An abbreviated 5-item version of DesTeen showed no loss in validity (AUC=.90, p=.695).	Overall, DesTeen can be regarded as a valid screening instrument for adolescent paediatric patients. For practical use, the 5-item version is even more promising. A replication of these results is essential.",Remaining,0,0,doi_dummy,human
1061,528,1669,16690997,Journal of geriatric psychiatry and neurology,IL-15 is elevated in cerebrospinal fluid of patients with Alzheimer's disease and frontotemporal dementia.,"Interleukin-15 is a novel proinflammatory cytokine. It is produced by activated blood monocytes, macrophages, and glial cells. The objective of our study was to assess the role of interleukin-15 as a marker of increased proinflammatory activity in patients with Alzheimer's disease and frontotemporal dementia. We measured cerebrospinal fluid interleukin-15 levels in 17 patients with Alzheimer's disease and 7 patients with frontotemporal dementia in comparison with 17 patients with amyotrophic lateral sclerosis and 15 patients with Parkinson's disease. Patients with Alzheimer's disease and frontotemporal dementia had significantly higher cerebrospinal fluid interleukin-15 levels compared with patients with noninflammatory neurological diseases (P < .05 and P < .01, respectively). In Alzheimer's disease, a significant positive correlation was noted between interleukin-15 levels and age of onset (R = .48, P = .05). Our findings suggest that interleukin-15 may be implicated in the pathophysiology of Alzheimer's disease and frontotemporal dementia.",Remaining,0,0,doi_dummy,human
1065,532,2638,2638041,Sbornik vedeckych praci Lekarske fakulty Karlovy univerzity v Hradci Kralove. Supplementum,[Correlation of Doppler echocardiography and EEG findings in stenotic processes in the carotid arteries].,"Results obtained from EEG examination and Doppler sonography in a group of 155 patients were studied and special attention was paid to ischemic cerebral lesions in stenotic processes in carotid arteries. Pair correlations of individual factors were statistically analyzed using a computer, i. e., results obtained from EEG, Doppler sonography, patients' age and final diagnosis. High statistical mutual dependence of both the methods was found which may be explained by the functional approach pursued in both the procedures. The contribution of both the methods to rapid and considerate diagnosis of vascular cerebral lesions is emphasized here.",Remaining,0,0,doi_dummy,human
1066,533,1111,11115331,Archives of general psychiatry,Increased neocortical neurofibrillary tangle density in subjects with Alzheimer disease and psychosis.,"Psychosis is common in patients with Alzheimer disease. While the relationship between psychosis and clinical variables has been examined frequently, few studies have examined the relationship between psychosis and the 2 major neuropathological hallmarks of Alzheimer disease: neurofibrillary tangles and senile plaques. We characterized the occurrence of psychosis in relation to dementia severity and determined if subjects with Alzheimer disease and psychosis had a greater neurofibrillary tangle or senile plaque burden than subjects with Alzheimer disease and no psychosis.	One hundred nine subjects with Alzheimer disease were followed longitudinally with semistructured assessments in order to assign a Clinical Dementia Rating and determine whether psychosis was present. After the subjects died, their brains were obtained for histological examination. Analysis of variance was used to compare the densities of neurofibrillary tangles, total senile plaques, and cored senile plaques in subjects with psychosis vs subjects without psychosis, in several neocortical regions, the hippocampus, and the entorhinal cortex.	Psychosis occurred commonly in Alzheimer disease, affecting 63% of subjects. The frequency of psychosis increased with increasing dementia severity. More importantly, we found that subjects with psychosis had a 2.3-fold (95% confidence interval, 1.2-3.9) greater density of neocortical neurofibrillary tangles than did subjects without psychosis. The increase was independent of dementia severity. No similar relationship with psychosis was seen for total senile plaques or cored senile plaques.	The increase in psychosis frequency that occurs with the progression of dementia severity and the independent association between psychosis and neurofibrillary tangle density suggest the possibility that some common underlying process or processes specific to Alzheimer disease may regulate both phenomena. Arch Gen Psychiatry. 2000;57:1165-1173.",Remaining,0,0,doi_dummy,human
1067,534,7862,7862761,Psychiatria polska,[Risk factors for dementia of the Alzheimer's type].,"A case-control study was conducted on 16 cases of probable Alzheimer's disease and 32 controls matched for age. The first control group was younger while the second was at the same age as patients with dementia of the Alzheimer's type. The patients were diagnosed according to DSM IIIR criteria. Information was obtained on birth and childhood, medical and surgical history, exposure to various social, psychological and biological factors as well as a family history of dementia. A structured questionnaire based on the AMDP--system was completed. Some of the variables studied reached statistical significance. First of all the sum of unfavourable environmental factors taking place during the person's childhood and elderly was predictive. Also head trauma was more frequent in patients with dementia. The findings suggest a possible etiologic role for some environmental factors in dementia of the Alzheimer's type.",Remaining,0,0,doi_dummy,human
1070,537,8637,8637946,Psychological medicine,Remission and relapse in major depression: a two-year prospective follow-up study.,"This paper reports the course with respect to remission and relapse of a cohort of predominantly in-patient RDC major depressive subjects, who were followed at 3-monthly intervals to remission and for up to 15 months thereafter. Remission was comparatively rapid with 70% of subjects remitting within 6 months. Only 6% failed to do so by 15 months. However, 40% relapsed over the subsequent 15 months, with all the relapses occurring in the first 10 months. Greater severity of the depression and longer duration of the illness predicted a longer time to remission. Greater initial severity of depression also predicted relapse. Subjects with a worse outcome had not received less adequate treatment than the remainder. Our results confirm the comparatively poor outcome subsequent to remission that has been reported in recent literature, in spite of the availability of modern methods of treatment. The clustering of relapses in the first 10 months gives some support to the distinction between relapse and later recurrence.",Remaining,0,0,doi_dummy,human
1074,541,2417,2417812,Electroencephalography and clinical neurophysiology,The diagnostic value of eye movement recordings in patients with Huntington's disease and their offspring.,"Eye movements were studied with EOG in a large number of Huntington's disease (HD) patients (N = 48) and their offspring (subjects at risk, N = 97). The following oculomotor paradigms were investigated: horizontal and vertical saccades of different sizes (10-80 degrees), smooth pursuit eye movements, optokinetic and vestibular nystagmus. It was found that 75% of the HD patients had pathologically slow saccades. This number rose to 87% if other oculomotor deficits were included. Thus a small, but definite number of HD patients had normal eye movements. This included patients with disease durations of more than 14 years. A comparison with the results of clinical and evoked potential studies on these patients showed that they were clinically only mildly affected but did not form a different group of HD patients. Subjects at risk had statistically (P less than 0.01) slower horizontal saccades (average 427 deg/sec) than the controls (455 deg/sec). For 11% of the subjects at risk horizontal saccade velocity was pathological and altogether 22% had some oculomotor deficits. Subjects with pathological slow horizontal saccades also had a high incidence (64%) of pathological evoked potentials. Thus, subjects with pathological slow horizontal saccades can be considered to have a high risk of developing the clinical symptoms of HD.",Remaining,0,0,doi_dummy,human
1078,545,2056,20565924,BMC medical genetics,Search for copy number variants in chromosomes 15q11-q13 and 22q11.2 in obsessive compulsive disorder.,"Obsessive-compulsive disorder (OCD) is a clinically and etiologically heterogeneous syndrome. The high frequency of obsessive-compulsive symptoms reported in subjects with the 22q11.2 deletion syndrome (DiGeorge/velocardiofacial syndrome) or Prader-Willi syndrome (15q11-13 deletion of the paternally derived chromosome), suggests that gene dosage effects in these chromosomal regions could increase risk for OCD. Therefore, the aim of this study was to search for microrearrangements in these two regions in OCD patients.	We screened the 15q11-13 and 22q11.2 chromosomal regions for genomic imbalances in 236 patients with OCD using multiplex ligation-dependent probe amplification (MLPA).	No deletions or duplications involving 15q11-13 or 22q11.2 were identified in our patients.	Our results suggest that deletions/duplications of chromosomes 15q11-13 and 22q11.2 are rare in OCD. Despite the negative findings in these two regions, the search for copy number variants in OCD using genome-wide array-based methods is a highly promising approach to identify genes of etiologic importance in the development of OCD.",Remaining,0,0,doi_dummy,human
1083,550,3373,33730906,The International journal of social psychiatry,'Modelling social exclusion in a diagnostically-mixed sample of people with severe mental illness'.,"Social inclusion is an important indicator of recovery in individuals with severe mental illness. The Social Inclusion Questionnaire User Experience (SInQUE) is a new measure of social inclusion for mental health service users which assesses five domains (consumption, production, access to services, social integration and civil engagement). It has good psychometric properties and is acceptable to service users and mental health professionals. It is not clear whether individuals with different diagnostic conditions experience a similar reduction in social inclusion.	(1) Investigate whether current social inclusion differs between diagnostic groups (people with schizophrenia/other psychotic disorders, common mental disorder or personality disorder); (2) Identify factors associated with lower social inclusion; (3) Examine associations between social inclusion and stigma, quality of life and loneliness.	Mental health service users with psychotic disorder, personality disorder or common mental disorder, living in the community, completed the SInQUE, alongside other validated outcome measures. Multiple regression investigated associations.	About 192 service users (55% with psychotic disorder; 26% with common mental disorder; 19% with personality disorder). Current social inclusion did not vary according to diagnosis, except for the sub-domain of productivity, where individuals with personality disorder were more socially included than the other two groups. Lower social inclusion was associated with older age (p = .008), lack of higher education (p < .001), more previous admissions (p = .005), severity of current symptoms and greater experienced stigma (p = .006) and anticipated stigma (p = .035). Greater social inclusion was associated with better quality of life (p < .001) and less loneliness (p < .001).	Barriers to social inclusion in individuals with severe mental health problems include factors related to the illness, such as symptom severity and external factors, such as stigma and discrimination. Social inclusion is a recovery goal and should be routinely assessed. Increasing people's social inclusion benefits service users in terms of improved mental health, better quality of life and reduced loneliness.",Remaining,0,0,doi_dummy,human
