text,NUM_LABEL_BINARY,NUM_LABEL_MULTI
canadian journal of anaesthesia  journal canadien danesthesie recombinant activated factor vii decreases bleeding without increasing arterial thrombosis in rabbits to compare the effects of recombinant activated factor vii rfviia and plateletrich plasma prp in an experimental model of bleeding and arterial thrombosis	the folts model was used in 60 rabbits after anesthesia the carotid artery was exposed and a 75 stenosis was induced a compression injury of the artery triggered a series of cyclic flow reductions cfrs after counting baseline cfrs animals were assigned randomly to one of four groups n  15 in each control prp rfviia and placebo control animals received 10 mlkg1 of saline while 10 mlkg1 of a hydroxyethyl starch solution 200000605 were infused in the three other groups cfrs were measured again followed by treatment with prp rfviia or placebo and by a final measurement of cfrs at the end of each observation period an ear immersion bleeding time bt was measured and a blood sample was drawn for the evaluation of hematological variables microvascular bleeding was evaluated at the end of the experiment in grams of blood shed from liver and spleen sections results are presented as median range	rfviia shortened the bt and decreased microvascular bleeding as compared with placebo 60 35100 sec vs 110 50140 sec p  00019 and 9 424 g vs 17 528 g p  0002 respectively rfviia did not increase cfrs 309 vs 05 p  011	rfviia led to a decrease in bt and microvascular bleeding but did not significantly affect arterial thrombosis in rabbits,1,6
molecular psychiatry sleep duration brain structure and psychiatric and cognitive problems in children low sleep duration in adults is correlated with psychiatric and cognitive problems we performed for the first time a largescale analysis of sleep duration in children and how this relates to psychiatric problems including depression to cognition and to brain structure structural mri was analyzed in relation to sleep duration and psychiatric and cognitive measures in 11067 911yearold children from the adolescent brain cognitive development abcd study using a linear mixed model mediation analysis and structural equation methods in a longitudinal analysis dimensional psychopathology including depression anxiety impulsive behavior in the children was negatively correlated with sleep duration dimensional psychopathology in the parents was also correlated with short sleep duration in their children the brain areas in which higher volume was correlated with longer sleep duration included the orbitofrontal cortex prefrontal and temporal cortex precuneus and supramarginal gyrus longitudinal data analysis showed that the psychiatric problems especially the depressive problems were significantly associated with short sleep duration 1 year later further mediation analysis showed that depressive problems significantly mediate the effect of these brain regions on sleep higher cognitive scores were associated with higher volume of the prefrontal cortex temporal cortex and medial orbitofrontal cortex public health implications are that psychopathology in the parents should be considered in relation to sleep problems in children moreover we show that brain structure is associated with sleep problems in children and that this is related to whether or not the child has depressive problems,0,0
brain topography quantitative eeg in elderly depressives thirtyone elderly depressive patients were evaluated with topographic quantitative eeg using relative measures absolute measures and computations of interhemispheric asymmetry and interhemispheric coherence in four frequency bands delta theta alpha and beta patients were found to have lower than normal delta higher than normal theta higher than normal alpha and lower than normal beta values eeg values were greater over the left than the right hemisphere in theta alpha and beta bands lower than normal anterior interhemispheric coherence was found in all four frequency bands,0,0
bju international increased urinary nitrite excretion in primary enuresis effects of indomethacin treatment on urinary and serum osmolality and electrolytes urinary volumes and nitrite excretion to assess urinary nitrite excretion a stable end product of nitric oxide no in patients with enuresis and in normal controls and to evaluate the effects of indomethacin a potent prostaglandin synthesis inhibitor on urinary nitrite excretion other urinary variables and bladder capacity	the study comprised 10 patients with primary enuresis and 10 normal comparable controls age range 614 years nitrite was assayed in spot morning urine samples in both the enuretics and normal controls enuretics were then given 50 mg indomethacin suppositories each night urine volume urinary osmolality and electrolytes serum osmolality and electrolytes and urinary nitrite were assayed before indomethacin treatment and after 15 days of treatment	the mean sd urinary nitrite excretion was 244 196 micromoll in normal children and 2759 1112 micromoll in enuretics p005 with indomethacin the urinary nitrite concentration was significantly decreased to 141 451 micromoll p005 and associated with a significant reduction in bedwetting episodes and voiding frequency the functional bladder capacity was 70 of the predicted value for age in six of the patients they had significant improvements on indomethacin to values similar to those in patients with a nearly normal functional bladder capacity indomethacin decreased the 24h urinary volume by 41 the night volume by 40 clearance of free water by 46 and increased the day  night urinary volume ratio by 55 the absolute amounts of urinary calcium magnesium phosphorus urea creatinine and glucose were lower on indomethacin although not statistically significantly so indomethacin decreased the 24h urinary and spot morning osmolality and osmotic clearance there were no significant changes in serum osmolality and electrolyte concentrations indomethacin also decreased the absolute amount of urinary sodium chloride and potassium fractional sodium and potassium excretion and filtered sodium creatinine clearance was decreased by 20 p005 and normal 24h urinary protein was significantly lower by 47 after indomethacin treatment p005	urinary nitrite excretion increased significantly in patients with primary nocturnal enuresis indomethacin markedly reduced bedwetting episodes and decreased the frequency of voiding in enuretics with small or normal functional bladder capacity which was associated with a significant decrease in urinary nitrite excretion indomethacin reduced bedwetting by decreasing the urine volume clearance of free water and urinary electrolytes and through possible effects on bladder and urethral contraction by inhibiting no and prostaglandin synthesis no and prostaglandins might be important in the pathogenesis of primary enuresis,0,3
european journal of vascular surgery extracranial carotid artery aneurysms aneurysms of the extracranial carotid arteries are uncommon vascular lesions during the period 1976 to 1986 we encountered 18 extracranial carotid aneurysms in 14 patients the aneurysms were atherosclerotic 12 in 9 patients congenital 3 in 2 patients mycotic 1 and secondary false aneurysms after previous carotid surgery 2 in 2 patients the patients presented with neurological symptoms 11 or a pulsating mass in the neck 2 in one patient the aneurysm was detected accidentally during angiography from this study it became clear that carotid aneurysm is not a well defined entity the normal configuration of the carotid bulb with its usually larger diameter is in part a cause of the problem of definition a recently described technique for predicting normal vessel diameters in stenosing lesions of the carotid arteries was retrospectively applied to all our patients with aneurysms with these measurements made on standard preoperative angiograms it was possible to quantify the degree of dilatation and confirm the diagnosis of aneurysm eleven of the 14 patients were operated on without mortality no neurological deficits were seen as a result of the operation and minimal morbidity occurred in six patients from this study we conclude that surgical correction of accessible carotid artery aneurysms is a relatively safe procedure and these lesions should be operated on irrespective of symptoms this is the first report that gives clear guidelines for measuring dilatation of the extracranial carotid arteries and based on these guidelines we suggest criteria for the discrimination between physiological dilatation and pathological aneurysm formation the latter condition being an indication for operation,0,0
bmj clinical evidence bulimia nervosa up to 1 of young women may have bulimia nervosa characterised by an intense preoccupation with body weight uncontrolled bingeeating episodes and use of extreme measures to counteract the feared effects of overeating people with bulimia nervosa may be of normal weight making it difficult to diagnose after ten years about half of people with bulimia nervosa will have recovered fully a third will have made a partial recovery and 1020 will still have symptoms	we conducted a systematic review and aimed to answer the following clinical questions what are the effects of treatments for bulimia nervosa in adults what are the effects of discontinuing treatment in people with bulimia nervosa in remission we searched medline embase the cochrane library and other important databases up to june 2007 clinical evidence reviews are updated periodically please check our website for the most uptodate version of this review we included harms alerts from relevant organisations such as the us food and drug administration fda and the uk medicines and healthcare products regulatory agency mhra	we found 26 systematic reviews rcts or observational studies that met our inclusion criteria we performed a grade evaluation of the quality of evidence for interventions	in this systematic review we present information relating to the effectiveness and safety of the following interventions cognitive behavioural therapy alone or plus exposure response prevention enhancement cognitive orientation therapy dialectical behavioural therapy discontinuing fluoxetine in people with remission guided selfhelp cognitive behavioural therapy hypnobehavioural therapy interpersonal psychotherapy mirtazapine monoamine oxidase inhibitors maois motivational enhancement therapy pharmacotherapy plus psychotherapy pure or unguided selfhelp cognitive behavioural therapy cbt reboxetine selective serotonin reuptake inhibitors ssris topiramate tricyclic antidepressants tcas and venlafaxine,0,7
acta neuropathologica smn regulates gemin5 expression and acts as a modifier of gemin5mediated neurodegeneration gemin5 is essential for core assembly of small nuclear ribonucleoproteins snrnps the building blocks of spliceosome formation lossoffunction mutations in gemin5 lead to a neurodevelopmental syndrome among patients presenting with developmental delay motor dysfunction and cerebellar atrophy by perturbing smn complex protein expression and assembly currently molecular determinants of gemin5mediated disease have yet to be explored here we identified smn as a genetic suppressor of gemin5mediated neurodegeneration in vivo we discovered that an increase in smn expression by either smn gene therapy replacement or the antisense oligonucleotide aso nusinersen significantly upregulated the endogenous levels of gemin5 in mammalian cells and mutant gemin5derived ipsc neurons further we identified a strong functional association between the expression patterns of smn and gemin5 in patient spinal muscular atrophy smaderived motor neurons harboring lossoffunction mutations in the smn gene interestingly smn binds to the cterminus of gemin5 and requires the tudor domain for gemin5 binding and expression regulation finally we show that smn upregulation ameliorates defective snrnp biogenesis and alternative splicing defects caused by loss of gemin5 in ipsc neurons and in vivo collectively these studies indicate that smn acts as a regulator of gemin5 expression and neuropathologies,0,0
tijdschrift voor psychiatrie filicide psychiatric disorders in parents who murder their childrena literature review in the netherlands between 1992 and 2001 there were 70 reported cases of child murder by parents the total number of victims being 86 the crime of filicide is rare but has enormous impact on society it is not known whether there is a relation between filicide and psychiatric disorders	to gain insight into the proportion and type of psychiatric disorders in perpetrators of filicide method literature search by means of pubmed embase psychiatry and psychinfo on the basis of the search terms filicide neonaticide infanticide gender psychiatric disorder results perpetrators of filicide were found to have many types of psychiatric disorders the most frequent types of diagnostic categories were affective disorders with or without psychotic features the second most frequent type was schizophrenia there was a considerable overlap between these disorders personality disorders and symptoms of drugdependence often perpetrators were also found to have lowerthanaverage intelligence	a psychiatric disorder in one or both parents constitutes a major risk factor for child murder by parents the identification of other risk factors and their possible interrelatedness is important for our understanding of these criminal acts for the detection of warning signs and for the development of preventive strategies,0,1
alzheimer disease and associated disorders assessing impulsivity changes in alzheimer disease impulsive behaviors are common in braindamaged patients including those with neurodegenerative diseases such as alzheimer disease ad the objective of this study was to develop and validate a short version of the upps impulsive behavior scale assessing changes on 4 different dimensions of impulsivity namely urgency lack of premeditation lack of perseverance and sensation seeking arising in the course of a neurodegenerative disease to this end caregivers of 83 probable ad patients completed a short questionnaire adapted from the upps impulsive behavior scale exploratory and confirmatory factor analyses of the data were performed and revealed that a model with 4 distinct but related latent variables corresponding to 4 different dimensions of impulsivity fit the data best furthermore the results showed that lack of perseverance followed by lack of premeditation and urgency increased after the onset of the disease whereas sensation seeking decreased overall the multifaceted nature of impulsivity was confirmed in a sample of ad patients whose caregivers reported significant changes regarding each facet of impulsivity consequently the short version of the upps impulsive behavior scale opens up interesting prospects for a better comprehension of behavioral symptoms of dementia,0,0
acta medica portuguesa portuguese adaptation and input for the validation of the views on inpatient care voice outcome measure to assess service usersperceptions of inpatient psychiatric care patient satisfaction is an important measure of health care quality patients views have seldom been considered in the construction of measures addressing satisfaction with inpatient facilities in psychiatry the views on inpatient care  voice  is a first serviceuser generated outcome measure relying solely on their perceptions of acute care representing a valuable indicator of service users perceived quality of care the present study aimed to contribute to the validation of the portuguese version of voice	the questionnaire was translated into portuguese and applied to a sample of eightyfive female inpatients of a psychiatric institution data analysis focused on assessing reliability and exploring the impact of demographic and clinical variables on participants satisfaction	internal consistency of the questionnaire was high   087 participants age and marital status were associated with differences in scores with older patients and patients who were married or involved in a close relationship presenting higher satisfaction levels	the questionnaire demonstrated good internal consistency and acceptability as well as construct validity further studies should expand the analysis of the psychometric properties of this measure eg testretest reliability	the portuguese version of voice is a promising tool to assess service users perceptions of inpatient psychiatric care in portugal	introduo a satisfao com os servios de sade  uma medida importante da qualidade dos cuidados formais prestados os doentes raramente tm sido envolvidos na construo de instrumentos para avaliar a satisfao com estruturas de internamento psiquitrico a medida views on inpatient care voice recorre pela primeira vez s percees dos prprios doentes sobre um internamento em cuidados agudos apresentandose como um indicador valioso da qualidade dos cuidados tal como percebida pelos utentes o presente estudo visou contribuir para a validao da verso portuguesa desta medida material e mtodos o questionrio foi traduzido e adaptado para portugus e aplicado a uma amostra de 85 mulheres admitidas num servio de internamento psiquitrico a anlise focouse na consistncia interna da medida e no impacto das variveis demogrficas e clnicas nos nveis de satisfao resultados a consistncia interna foi elevada   087 encontrmos associaes entre a idade e o estado civil e as pontuaes obtidas doentes mais velhos e doentes casados ou vivendo maritalmente apresentaram nveis mais elevados de satisfao discusso o questionrio apresentou boa consistncia interna e aceitabilidade entre os participantes bem como validade de constructo as propriedades psicomtricas da escala devero ser exploradas em vertentes adicionais como a fiabilidade testereteste concluso a verso portuguesa da medida voice  um instrumento promissor para avaliar a perspectiva dos doentes sobre o internamento psiquitrico em portugal,0,0
archives of pathology  laboratory medicine gliosarcoma with liposarcomatous differentiation the new member of the lipidcontaining brain tumors family gliosarcoma is a rare malignant biphasic brain tumor composed of glioblastoma multiforme and sarcomatous components various types of sarcomatous differentiation are described in this tumor fibrosarcomatous malignant fibrous histiocytomalike chondrosarcomatous and osteosarcomatous types we report an extremely unusual variant of liposarcomatous differentiation in gliosarcoma in 72yearold woman fat cells were presented by atypical multivacuolar and monovacuolar lipoblasts stained positive for s100 p53 that was positive in both glial and mesenchymal cells of the tumor were negative in the lipoblasts to the best of our knowledge this is the first report in the literature of liposarcomatous differentiation in gliosarcoma,0,4
journal of neuroengineering and rehabilitation oromotor variability in children with mild spastic cerebral palsy a kinematic study of speech motor control treating motor speech dysfunction in children with cp requires an understanding of the mechanism underlying speech motor control however there is a lack of literature in quantitative measures of motor control which may potentially characterize the nature of the speech impairments in these children this study investigated speech motor control in children with cerebral palsy cp using kinematic analysis	we collected 10 children with mild spastic cp aged 48 to 75 years and 10 agematched children with typical development td from rehabilitation department at a tertiary hospital all children underwent analysis of percentage of consonants correct pcc and kinematic analysis of speech tasks polysyllable ps and monosyllable ms tasks using the vicon motion 370 system integrated with a digital camcorder kinematic parameters included spatiotemporal indexes stis and average values and coefficients of variation cvs of utterance duration peak oral opening displacement and velocity an anova was conducted to determine whether pcc and kinematic data significantly differed between groups	cp group had relatively lower pccs 800990 than td group p  0039 cp group had higher stis in ps speech tasks but not in ms tasks than td group did p  0001 the cvs of utterance duration for ms and ps tasks of children with cp were at least three times as large as those of td children p  001 however average values of utterance duration peak oral opening displacement and velocity and cvs of other kinematic data for both tasks did not significantly differ between two groups	high sti values and high variability on utterance durations in children with cp reflect deficits in relative spatial andor especially temporal control for speech in the cp participants compared to the td participants children with mild spastic cp may have more difficulty in processing increased articulatory demands and resulted in greater oromotor variability than normal children the kinematic data such as stis can be used as indices for detection of speech motor control impairments in children with mild cp and assessment of the effectiveness in the treatment,0,0
journal of obstetric gynecologic and neonatal nursing  jognn symptom experience in women after hysterectomy to review the literature addressing the symptom experience of women after hysterectomy	computerized searches in medline and cinahl as well as texts and references cited in articles key concepts in the searches included hysterectomy sleep disturbance and pain hysterectomy and fatigue hysterectomy depression and depressed mood	articles and comprehensive works relevant to key concepts and published after 1970 with an emphasis on new findings from 1990 to 2000 sixtyfour citations were identified as useful to this review	data were organized under the following headings women and hysterectomy biopsychosocial perspectives common symptoms after hysterectomy pain disturbed sleep fatigue depressed mood anxiety and significance of review implications	literature suggests that after a hysterectomy women experience complications during the postoperative recovery period that may vary with the type of surgical procedure during this period the quantity and quality of sleep as well as other symptoms pain fatigue anxiety and depression are influenced by various physiologic psychologic and social factors despite limited evidence that sleep problems may occur frequently during the recovery period only a few researchers have systematically examined sleep patterns in women after hysterectomy none of these studies however used objective sleep measures or examined multiple dimensions of these womens lives	this review conceptualized the womens symptom experience as the experience of specific symptoms pain sleep disturbance fatigue depressed mood and anxiety that were influenced by biopsychosocial factors,0,1
ajnr american journal of neuroradiology carotid artery wall imaging perspective and guidelines from the asnr vessel wall imaging study group and expert consensus recommendations of the american society of neuroradiology identification of carotid artery atherosclerosis is conventionally based on measurements of luminal stenosis and surface irregularities using in vivo imaging techniques including sonography ct and mr angiography and digital subtraction angiography however histopathologic studies demonstrate considerable differences between plaques with identical degrees of stenosis and indicate that certain plaque features are associated with increased risk for ischemic events the ability to look beyond the lumen using highly developed vessel wall imaging methods to identify plaque vulnerable to disruption has prompted an active debate as to whether a paradigm shift is needed to move away from relying on measurements of luminal stenosis for gauging the risk of ischemic injury further evaluation in randomized clinical trials will help to better define the exact role of plaque imaging in clinical decisionmaking however current carotid vessel wall imaging techniques can be informative the goal of this article is to present the perspective of the asnr vessel wall imaging study group as it relates to the current status of arterial wall imaging in carotid artery disease,0,1
journal of clinical child and adolescent psychology  the official journal for the society of clinical child and adolescent psychology american psychological association division 53 separation anxiety disorder in young children a longitudinal and family analysis we conducted a longitudinal study of young children with clinical subclinical or nonclinical levels of separation anxiety to evaluate the diagnostic stability and concomitant parent and family variables of separation anxiety disorder sad youngsters were assessed at age 3 years n  60 and 35 years later n  44 data were collected from children parents teachers and clinicians results revealed that most diagnoses of sad were not stable during this developmental period as many children drifted toward subclinical or nonclinical status in addition children with clinical sad compared to those with subclinical sad or no symptoms of sad had a disproportionately higher number of comorbid diagnoses and experienced significantly greater somatic concerns anxiety and general internalizing behavior in addition their parents experienced greater depression obsessivecompulsive behavior phobic anxiety and general distress the results preliminarily support prior findings that most children experience a dissipation of sad symptoms in young childhood but that some children continue to experience stable significant distress the results are consistent with prior research on older children that sad remits for many but not all youth and suggest that parent and family variables may have much to do with cases of poor remission in this population,0,0
journal of neurosurgery csf leukotriene c4 following subarachnoid hemorrhage leukotrienes derive from arachidonic acid metabolism via the lipoxygenase pathway and modulate several cellular events in the central nervous system leukotrienes are mainly synthesized in the gray matter and in vascular tissues their production is enhanced in ischemic conditions and in experimental subarachnoid hemorrhage sah previous studies have indicated the ability of the leukotrienes c4 and d4 to constrict arterial vessels in vivo and in vitro and have suggested their involvement in the pathogenesis of cerebral arterial spasm in the present study the authors measured lumbar and cisternal cerebrospinal fluid csf levels of leukotriene c4 in 48 patients who had suffered aneurysmal sah in 12 of the cases symptomatic and radiological spasm was evident the mean lumbar csf level of immunoreactivelike activity of leukotriene c4 iltc4 was significantly higher p less than 0005 than in control cases while the cisternal csf level was higher than the lumbar mean concentration p less than 0005 patients presenting with vasospasm had significantly higher levels of iltc4 compared to patients without symptomatic vasospasm this is the first report concerning monitoring of iltc4 levels in the csf after sah the results of this study suggest that 1 metabolism of arachidonic acid via the lipoxygenase pathway is enhanced after sah 2 the higher cisternal csf levels of iltc4 may be part of the biological response in the perianeurysmal subarachnoid cisterns after the hemorrhage and 3 the higher csf levels of iltc4 in patients presenting with vasospasm suggest that a relationship exists between this compound and arterial spasm andor reflect the development of cerebral ischemic damage,0,0
neurological research differential effects of endothelin receptor a and b antagonism on behavioral outcome following traumatic brain injury previously we have reported that endothelin receptor a and b antagonists elicit differential effects on cerebral blood flow and cellular damage in summary endothelin receptor a antagonists restore microcirculation and diminish cellular damage after injury while endothelin receptor b antagonists had no effect on either parameter however what is not known is the effect of either antagonist on behavioral outcome therefore this work was designed to test the effects of endothelin receptor a and b antagonism on behavioral outcome following traumatic brain injury tbi	a total of 48 male spraguedawley rats 400450 g were used in this study four groups n  12 per group were generated as follows sham operation traumavehicle 09 saline trauma40 nmol bq123 a selective endothelin receptor a antagonist and trauma 20 nmol bq788 a selective endothelin receptor b antagonist all treatments were delivered via intracerebroventricular injection trauma was induced using a weight acceleration impact device twentyfour hours postinjection animals were tested for 21 days on a radial arm maze task to determine cognitive outcome	our data indicated that endothelin receptor a antagonism significantly reduced the extent of behavioral deficits following tbi while endothelin receptor b and vehicle injection had no effect	the results suggest that endothelin receptor a but not endothelin receptor b antagonism improves behavioral outcome following tbi furthermore these data provide a functional correlate to previously published findings in our laboratory showing that endothelin receptor a antagonism improves both blood flow and cellular outcome following tbi in a broader sense this work demonstrates that hypoperfusion following tbi likely contributes to poor outcome following head injury,1,6
the journal of pharmacy and pharmacology the effects of ethanol dependence on drug responsiveness of mouse isolated vas deferens the effects of ethanol dependence on the responsiveness of the mouse vas deferens to noradrenaline na carbachol barium and calcium were studied ethanol dependence increases the maximum responses to na and carbachol whereas responsiveness to barium remains unaltered the concentrationeffect curve to calcium was shifted to the left 30fold at the ec50 level it is concluded that in vas deferens isolated from ethanoldependent mice the increased responsiveness to na carbachol and calcium is a consequence of an enhanced calcium entry through voltageindependent calcium channels as it has been reported for brain tissue,1,6
the journal of infection reduced valve replacement surgery and complication rate in staphylococcus aureus endocarditis patients receiving acetylsalicylic acid to assess the influence of acetylsalicylic acid asa on clinical outcomes in staphylococcus aureus infective endocarditis saie	the international collaboration on endocarditis  prospective cohort study database was used in this observational study multivariable analysis of the saie cohort compared outcomes in patients with and without asa use adjusting for other predictive variables including age diabetes hemodialysis cancer pacemaker intracardiac defibrillator and methicillin resistance	data were analysed from 670 patients 132 of whom were taking asa at the time of saie diagnosis on multivariable analysis asa usage was associated with a significantly decreased overall rate of acute valve replacement surgery or 058 95 ci 035097 p004 particularly where valvular regurgitation congestive heart failure or periannular abscess was the indication for such surgery or 046 025086 p002 there was no reduction in the overall rates of clinically apparent embolism with prior asa usage and no increase in hemorrhagic strokes in asatreated patients	in this multinational prospective observational cohort recent asa usage was associated with a reduced occurrence of acute valve replacement surgery in saie patients future investigations should focus on asas prophylactic and therapeutic use in highrisk and newly diagnosed patients with sa bacteremia and saie respectively,0,3
eye london england efficacy of amblyopia therapy initiated after 9 years of age to evaluate the efficacy of occlusion therapy initiated after 9 years of age	a total of 16 amblyopes of 9 years or older range 90145 years mean 105 years with a difference in visual acuity of over two lines between the eyes alter 4 weeks of first fulltime spectacle wear were included none of the children had undergone a previous ocular examination had ever worn spectacles received occlusion therapy or had strabismus surgery initial worst visual acuity after 4 weeks of fulltime spectacle wear was 20100 in three patients between 2080 and 2040 in 11 patients and 2030 in two patients fulltime occlusion was performed in 14 patients and parttime occlusion in two patients	the final visual acuity of 15 out of 16 patients 94 improved at least two lines the final visual acuities ranged from 2030 to 2020 in 14 patients 2040 in one patient and 2050 in one remaining patient who began amblyopia therapy at 145 years of age with the poorest compliance among the patients	occlusion therapy for anisometropic and strabismic amblyopia can be successful even if initiated after the age of 9 years,0,2
the japanese journal of human genetics malpuech facial clefting syndrome in a japanese boy with cardiac defects we reported on a japanese boy similar to the patients previously reported by malpuech et al 1983 with mental and growth retardation hypertelorism bilateral cleft lips cleft palate and urogenital anomalies he also had undescribed cardiac defects this is probably the second case report of malpuech facial clefting syndrome,0,4
the british journal of radiology cranial stereotactic multiple arc radiotherapy treatment planning using angiographic images stereotactic multiple arc radiotherapy smart is an irradiation technique developed to treat small intracranial lesions calculation of absorbeddose patterns for this treatment has traditionally involved complex computer programs incorporating algorithms designed to reconstruct the shape of the patients head from computerized tomography ct images a large proportion of the patients treated with smart however have arteriovenous malformations for which angiography provides a better idea of lesion size and position than ct this paper describes a computer program developed at st bartholomews hospital which enables calculation of absorbed dose for a smart treatment directly from angiographic radiographs avoiding the need for ct the program is compared with the existing ctbased treatment planning program,0,0
american journal of perinatology predictive capabilities of neurobehavioral diagnostics in early childhood modern world experiences annual increase in the number of children born with neurological problems which in the future may stipulate the development of their neurobehavioral and neuropsychological aberrations specific functional features of a childs brain development depend on many factors but there is a strong need for early clinical and psychological identification of a childs development with a view to elaborate preventive measures which are often more effective than the treatment or correction of dysfunction already complicated by compensatory bonds one should note that despite a high interest in the possibility of predicting the future development of the child in the early ontogenesis few studies have so far been devoted to the search for indicators that could be meaningful for neuropsychology neurology and educational special and clinical psychology,0,0
medical hypotheses buspirone in the treatment of tardive dyskinesia buspirone is a novel anxiolytic chemically unrelated to the benzodiazepines in clinical trials it has been shown to be as effective as diazepam with fewer side effects buspirone is primarily active in dopaminergic pathways it has the properties of both a dopamine agonist and antagonist in this paper a model for treatment of tardive dyskinesia with buspirone is developed based on dopamine autoreceptor blockade a clinical trial of buspirone in the treatment of movement disorders is warranted,0,3
international psychogeriatrics the effectiveness of control strategies for dementiadriven wandering preventing escape attempts a case report one of the most complicated aspects of caring for patients with dementia is dementiadriven wandering due to its adverse ramifications we report a case of an 80yearold man who had been previously diagnosed with dementia with a score of 6 on the reisberg global deterioration scale  gds the patient went to an adult day care center on a daily basis where he demonstrated wandering behavior with a high rate of escape attempts the number of times the centers glass exit door was approached the objective of this study is to present effective nonpharmacological intervention strategies for dementiadriven wandering assessed strategies included environmental subjective barriers cognitivebehavioral cognitive training with differential reinforcement and combined subjective barriers  cognitivebehavioral the results showed that all of these three strategies significantly decreased the number of escape attempts,0,4
journal of affective disorders clinical variables and hypothalamicpituitaryadrenal function in depression the importance of mood reactivity forty outpatients with major depressive disorder were studied with the 1 mg dst and the afternoon cortisol test no relationship was found between hypothalamicpituitaryadrenal hpa axis function and research diagnostic criteria subtypes of depression with the exception of higher log postdexamethasone cortisol levels in endogenous depressives patients with mood reactivity had lower cortisol values on all assessments the data suggest that the presence of mood reactivity may be useful as a predictor of normal hpa function in depression,0,0
headache familial hemiplegic migraine permanent attackrelated neurologic deficits hemiplegic migraine hm is characterized by motor weakness and at least one other aura symptom or sign that is fully reversible within 24 hours while prolonged neurological impairment lasting weeks has been observed persistent attackrelated neurological deficits have not been described this case illustrates the potential for permanent neurological deficits to occur as a sequelae of hm in the absence of infarction and highlights potentially important pathophysiological and treatment implications,0,4
science new york ny a causative link between inner ear defects and longterm striatal dysfunction there is a high prevalence of behavioral disorders that feature hyperactivity in individuals with severe inner ear dysfunction what remains unknown is whether inner ear dysfunction can alter the brain to promote pathological behavior using molecular and behavioral assessments of mice that carry null or tissuespecific mutations of slc12a2 we found that inner ear dysfunction causes motor hyperactivity by increasing in the nucleus accumbens the levels of phosphorylated adenosine 35monophosphate response elementbinding protein pcreb and phosphorylated extracellular signalregulated kinase perk key mediators of neurotransmitter signaling and plasticity hyperactivity was remedied by local administration of the perk inhibitor sl327 these findings reveal that a sensory impairment such as inner ear dysfunction can induce specific molecular changes in the brain that cause maladaptive behaviors such as hyperactivity that have been traditionally considered exclusively of cerebral origin,1,5
current opinion in pulmonary medicine narcolepsy and h1n1 vaccination a link a number of european countries have reported a dramatic increase in the rates of childhood narcolepsy with cataplexy in children immunized with a splitvirion adjuvanted swine flu vaccine here we review the strengths and weaknesses of these epidemiological studies and possible neuroimmunological mechanisms	initial concerns of a 13fold increased relative risk of narcolepsy were raised by the scandinavian health protection agencies in 2010 subsequent retrospective studies support these findings in canada france ireland england and denmark the cases are predominantly young children who present with severe and rapid onset of cataplexy as well as narcolepsy often within a few weeks of vaccination the proposed mechanism for postvaccination narcolepsy is one in which an environmental trigger causes or enhances an antibodymediated autoimmune response in patients with a preexisting genetic susceptibility however there have not yet been any reports of specific autoimmunity either antibody or tcellmediated	there is a strong association between narcolepsy and h1n1 vaccination however whether this reflects a true increase in affected individuals or a hastening of disease onset in individuals who would otherwise have developed narcolepsy later will become clear in the coming years the pathological explanation of this association and narcolepsy is likely to be autoimmune although supportive evidence is lackingvideo abstract available see the video supplementary digital content 1 httplinkslwwcomcopma9,0,1
microbes and infection la crosse virus replication in vertebrate and invertebrate hosts la crosse virus is maintained in a cycle involving mosquitoes and small mammals vertebrate cell infection is generally cytolytic vector cell infection results in persistent infection features of la crosse virus replication that may permit the virus to traffic between vector and vertebrate hosts and condition different infection outcomes are described,0,0
otolaryngologyhead and neck surgery  official journal of american academy of otolaryngologyhead and neck surgery presentation and diagnosis of small acoustic tumors with the recent advent of magnetic resonance imaging and auditory brain stem response it is now possible to diagnose acoustic tumors while they are still quite small as a result it is becoming obvious that the clinical presentation of these smaller lesions can be somewhat variant to what is considered typical for an acoustic neuroma likewise although the sensitivity of auditory brain stem response for larger tumors is believed to be quite good the sensitivity for smaller tumors has recently been questioned particularly when the patient is first seen early in the course of the disease with only mild otologic complications to assess auditory brain stem response results as well as clinical and audiologic presentations we conducted a retrospective study of patients treated for small acoustic tumors less than 1 cm of the 70 patients included in the study auditory brain stem response was abnormal in 65 93 on the basis of wave v latency prolongation and interaural latency differences this would indicate that auditory brain stem response is a valid screening test for acoustic tumors even in early stages of development the clinical presentation of patients with small acoustic tumors was similar to that reported for acoustic tumors in general but with vertigo occurring more frequently in patients with smaller tumors several atypical patterns of hearing loss were also noted,0,0
sbornik vedeckych praci lekarske fakulty karlovy univerzity v hradci kralove supplementum correlation of doppler echocardiography and eeg findings in stenotic processes in the carotid arteries results obtained from eeg examination and doppler sonography in a group of 155 patients were studied and special attention was paid to ischemic cerebral lesions in stenotic processes in carotid arteries pair correlations of individual factors were statistically analyzed using a computer i e results obtained from eeg doppler sonography patients age and final diagnosis high statistical mutual dependence of both the methods was found which may be explained by the functional approach pursued in both the procedures the contribution of both the methods to rapid and considerate diagnosis of vascular cerebral lesions is emphasized here,0,0
