idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
535,9745353,Seishin shinkeigaku zasshi = Psychiatria et neurologia Japonica,[A study of neuroleptic malignant syndrome in the presenium and senium].,"Recently, with the increase in elderly population, we have had more opportunities to administer neuroleptics to elderly patients for hallucinatory delusional state, delirium, psychomotor excitement, wandering etc. However, little is known about the characteristics of the neuroleptic malignant syndrome (NMS) in elderly patients, which is the most serious side effect of neuroleptics. In this paper, we present the clinical course of five NMS patients in the presenium and senium. Case 1 was 72-year-old male who was diagnosed as having dementia of Alzheimer's type (with late onset). He showed nocturnal wandering, insomnia, and irritability. Tiapride 60 mg per day had been administered previously. Just after the addition of oxypertine 10 mg per day, NMS occurred, and he died of pneumonia a week later. Case 2 was 75-year-old male who was diagnosed as having vascular dementia. He showed insomnia, hyperactivity and wandering. He had been given levomepromazine (LPZ) 10 mg per day over a long period of time. At first, he had daily episodic fever, however, serum CPK levels did not increase at that time. A month later, all the symptoms of NMS appeared and then the patient's condition suddenly deteriorated and he died three days later. Case 3 was a 64-year-old male who was diagnosed as having dementia of Alzheimer's type (with early onset). He showed insomnia, irritability and violence. Tiapride 50-125 mg per day was administered along with oxypertine 50-115 mg per day. Almost two months later, NMS occurred. He had daily episodic fever at first, extrapyramidal symptoms and autonomic instabilities gradually increased. Soon after symptoms of NMS were completed. In this case, NMS seemed to be induced by bacterial pneumonia after long term administration of LPZ 5 mg per day. Case 4 was a 75-year-old female who was diagnosed as having dementia of Alzheimer's type (with late onset). She showed hallucinatory delusional state. Although she had autonomic instabilities just after adminstration of haloperidol 1-2 mg per day, NMS itself occurred after discontinuing the neuroleptic. Case 5 was a 61-year-old female who was diagnosed as having schizophrenia at the age of forty. She was given various neuroleptics over a period of time. The neuroimaging in SPECT showed her cerebral cortex was generally hypoactive. She had a tendency to have autonomic instabilities after the administration of relatively high potential neuroleptics. Risperidone 3-6 mg per day was administered, and almost a month later, autonomic instabilities increased and she was diagnosed as having NMS. All the patients would be able to have brain dysfunction, which suggested that such patients may be liable to NMS. In our patients, NMS occurred after the additional administration of oxypertine 10 mg per day or after long time administration of LPZ 5 mg per day. It was suggested that NMS could occur after the administration of low dose and relatively low potential neuroleptics in elderly patients. Our 3 of 5 patients showed the delayed type of NMS, which might be relatively more frequent in senior and presenior patients than in younger patients. In case 3, NMS was induced by the somatic disease (bacterial pneumonia), however in other cases, NMS was not always induced by somatic disease. Our 4 of 5 patients experienced some of the symptoms of NMS--episodic fever, extrapyramidal symptoms and autonomic instabilities--before the onset of NMS. Such symptoms may be 'pre-steps' to NMS. Once NMS occurred, the patient's systemic condition tended to deteriorate acutely. Due to the fact that our 2 of 5 patients died, it was suggested that the prognosis of the NMS patients in presenium and senium tends to be much worse. It is important to find the 'pre-steps' to NMS and treat them as soon as possible for better prognosis.",Remaining,0,0
536,24080672,The Journal of nervous and mental disease,Prevalence of psychotic symptoms in those with melancholic and nonmelancholic depression.,"The best classification of depressive disorders is still to be established. A melancholic subtype has a lengthy history, and recent research demonstrates its relevance. This study compares the prevalence of psychotic symptoms in nonmelancholic and melancholic depression and assesses whether there is a dimensional pattern in the severity of symptoms among the subtypes. Patients with unipolar depression were assessed for melancholic status, psychotic symptoms, and severity of depression. The diagnosis of melancholia was made by both Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR), criteria and CORE measure. The DSM criteria assigned a much higher percentage of patients as melancholics (67.4%) than did the CORE (24.9%). Prevalence of psychosis was distinctly higher in the melancholics. Symptoms severity was higher among the melancholics when compared with the nonmelancholics. The presence of psychotic symptoms was not associated with an increase in the intensity of depressive symptoms. Psychotic symptoms are more frequently associated with the melancholic subtype of depression. This suggests clinical contiguity between the melancholic and psychotic subtypes and the clinical relevance of identifying melancholia.",Remaining,0,0
537,8086734,"Acta paediatrica (Oslo, Norway : 1992)",Growth and skeletal maturation in children with phenylketonuria.,"Growth and skeletal maturation was evaluated in 82 children participating in the German Collaborative Study of Children Treated for Phenylketonuria (PKU). Height, weight, head circumference and bone age were recorded at regular intervals for the first 6 years of life. The mean SD score (SDS) for height was not significantly different from zero at study entry, but decreased mainly during the second year of life to a nadir of -0.78 in boys and -0.54 in girls at 2.5 years. During the subsequent years, a significant trend towards a regain of height SDS was noted in both sexes. Weight-for-height SDS was close to zero in both sexes, with a significant continuous increasing trend throughout the observation period. Head circumference SDS decreased in boys during the first year of life from -0.28 to -0.68, whereas girls showed only a minor change. During the further follow-up period, head circumference SDS remained at approximately -0.3 in boys and 0.0 in girls. While the mean verbal and performance IQ of the total study population at 5 and 6 years of age did not differ from a group of 212 healthy non-PKU children, patients with a head circumference SDS less than the population median at 2 years of age exhibited poorer cognitive abilities at school age than those patients with a relative head size greater than the population median. The children with a head circumference less than the median at 2 years had smaller head sizes already at birth; in addition, the change in relative head size during the first 2 years was correlated significantly with cognitive abilities at school age in boys. Mean bone age was identical to chronological age at each time point of observation. The rate of maturation was one year of bone age per year of chronological age. No correlation between phenylalanine intake or phenylalanine concentrations and the rates of body or head growth or skeletal maturation could be established. We conclude that despite adequate weight gain, moderate growth retardation occurred during the first 2 years of life in this group of children treated for PKU. Growth was more compromised in boys than in girls and tended to be compensated during later follow-up. Early infantile head circumference and growth appear to be predictors of cognitive development.",Remaining,0,0
538,23608123,Body image,"Exploring gender differences in body image, eating pathology, and sexual harassment.","This study examines the relationship between body image (weight/shape concerns), eating pathology, and sexual harassment among men and women (N=2446). Hierarchical regressions controlling for depression revealed main effects of gender such that women reported greater weight/shape concerns, eating pathology, dietary restraint, eating concerns, and binge eating compared to men. Main effects for sexual harassment indicated that as harassment increased, participants reported increased weight/shape concerns, eating pathology, dietary restraint, eating concerns, binge eating, and compensatory behaviors. There were small but significant interactions between gender and harassment for eating pathology total score (which included each of the domains listed above), weight/shape concerns, dietary restraint, and eating concerns such that the relationship between increased harassment and increased pathology was stronger for women compared to men. The largest interaction was found for compensatory behaviors, such that while women and men's scores both increased as harassment increased, the relationship was stronger for men.",Remaining,0,0
539,9733408,Seizure,The neurophysiological evaluation of nocturnal frontal lobe epilepsy.,"The most reliable technique for the diagnosis of nocturnal frontal lobe epilepsy (NFLE) is nocturnal video-polysomnography, which is an expensive procedure and unavailable in many Departments of Neurology and Epileptology around the world. The aim of the present study was to evaluate the role of routine video-EEG and video-EEG after sleep deprivation, during the daytime, in the diagnosis of NFLE. We studied 23 patients complaining of repeated nocturnal motor attacks using a 3-level neurophysiological evaluation, including video-EEG when awake (level 1), video-EEG after sleep deprivation, during the daytime (level 2) and nocturnal video-polysomnography (level 3). All the patients had a normal video-EEG when awake. The video-EEG after sleep deprivation (level 2) allowed a diagnosis of NFLE in 52.2% of the patients, while the nocturnal video-polysomnography (level 3) allowed this diagnosis in 87.0% of the same sample. In the patients complaining of repeated nocturnal motor attacks, a video-EEG after sleep deprivation performed during the daytime, could be useful for diagnosis in about one half of cases. This methodology is routinely performed in many Departments of Neurology and Epileptology, and is much less binding and expensive than nocturnal video-polysomnography and so it could be important economically for the health service.",Remaining,0,0
540,30875614,Cortex; a journal devoted to the study of the nervous system and behavior,Early prediction of long-term tactile object recognition performance after sensorimotor stroke.,"Until now tactile agnosia has been reported only in small, but detailed cross-sectional case studies. Here we show that multi-voxel pattern analysis (MVPA) of early diffusion-weighted lesion maps can be used to accurately predict long-term recovery of tactile object recognition (TOR) in 35 subjects with varying hand skill impairment and associated specific daily activity limitation after cortical sensori-motor stroke. Multiple regression analysis revealed the essentially dysfunctional subprocesses for object recognition in the specifically impaired subjects, i.e., grasping as determined by a subtest of Jebsen Taylor hand function test, and perception of macrogeometrical object properties. The Gaussian process regression of MVPA represents a function that relates a selection of lesioned voxels as input variables to TOR performance scores as target variables. On the behavioural level, patients fell into three recovery subgroups, depending on TOR performance over the observation period. Only baseline motor hand skill and shape discrimination were significantly correlated with the TOR trajectories. To define functionally meaningful voxels, we combined information from MVPA of lesion maps and a priori knowledge of regions of interest derived from a data bank for shape recognition. A high significance for the predicted TOR performances over nine months could be verified by permutation tests, leading us to expect that the model generalises to larger patient cohorts with first cortical ischemic stroke. The lesion sites of the persistently impaired subjects exhibited an overlap with critical areas related to the MVPA prediction map in the cytoarchitectonic areas PFt of inferior parietal lobule and OP1 of parietal operculum which are associated with higher order sensory processing. This ultimate check corroborated the significance of the MVPA map for the prediction of tactile object recognition. The clinical implication of our study is that neuroimaging data acquired immediately after first stroke could facilitate individual forecasting of post-stroke recovery.",Remaining,0,0
541,29405145,Indian journal of medical microbiology,Aetiological study of viruses causing acute encephalitis syndrome in North West India.,"Acute encephalitis syndrome (AES) is a serious public health problem, caused mainly by viruses. However, the profile of viruses causing AES in Rajasthan is not well characterised.	The present study was undertaken to identify the viruses causing AES and develop diagnostic algorithm so as to help in improved diagnosis, treatment, prevention and control.	The present study is a hospital-based descriptive, observational study. Samples were processed at Grade-1 DHR/ICMR Viral Research and Diagnostic Laboratory at SMS, Jaipur.	Cerebrospinal fluid (CSF) samples were processed for IgM antibody detection by enzyme-linked immunosorbent assay (ELISA) for mumps virus (MPV), measles virus (MV), Rubella virus (RV), Japanese encephalitis virus (JEV), West Nile virus (WNV) and Dengue virus using commercial kits. Nucleic acid was extracted from CSF using automated extraction system. Real-time polymerase chain reaction was done using specific primers and probes for Herpes simplex virus (HSV), Varicella-zoster virus (VZV), Epstein-Barr virus (EBV), cytomegalovirus (CMV) and enterovirus (EV).	Statistical analysis was done using ANOVA.	Among 3088 patients, 702 (22.7%) patients were positive for one or more viruses. HSV (261;8.45%) was the most common followed by EBV (173;5.6%), VZV (97;3.1%), CMV (68;2.2%), EV (32;1.03%), MPV (27;0.9%), DV (28;0.9%), MV (19;0.6%) and RV (6;0.2%).	AES occurred sporadically in Rajasthan, samples should be tested first for herpes group of viruses followed by EV or/and for arboviruses depending on season or measles, mumps and RVs in children.",Remaining,0,0
542,30677716,Psychiatry research,Post-traumatic stress disorder and depression symptoms of adolescents survived from a seriously-hit area in China: A 3-year follow-up study.,"The objective of this study is to analyze the prevalence of probable PTSD and depression after earthquake and to find the risk factors. Adolescents having experienced an earthquake were recruited (n = 330) and assessed within 1 month of the trauma. Follow-up surveys were conducted 12 months, 24 months and 36 months later, respectively. Symptoms were assessed by the Children's Revised Impact of Event Scale and the Depression Self-Rating Scale for Children. Results indicate that the prevalence of probable PTSD in different stages was 42.2%, 20.1%, 30.3% and 11.2%. The corresponding rate of depression was 32.3%, 20.7%, 31.0% and 30.3%. The sub-symptoms of PTSD, intrusion and arousal, tended to decrease at the 1st year, followed by a rebound at the 2nd year, then dropping again at the 3rd year. The avoidance showed a consistent diminishing. The PTSD symptoms were significantly associated with gender and the degree of earthquake exposure. However, the gender, family relationship and despair played crucial roles in the development of depressive symptoms. Despite of the tendency of timing abatement, the prevalence of probable PTSD and depression might show rebound at the second year, which remind us a vital threshold for psychological intervention.",Remaining,0,0
543,33389151,European child & adolescent psychiatry,The significance of limited prosocial emotions among externalizing disorders in children.,"Limited Prosocial Emotion (LPE) specifier of conduct disorder (CD) includes lack of remorse or guilt, callousness/lack of empathy, unconcern about performance, and shallow/deficient affect. Given the relatively recent inclusion of the LPE specifier in the Diagnostic and Statistical Manual, fundamental information is still unknown about LPE, such as how common the different domains are, how much they overlap with one another, whether they predict unique variance from each other, and the potential for the LPE specifier as a transdiagnostic facet of externalizing problems. Caregivers (n = 1,50) of children (Mage = 8.42, SD = 2.31) completed a questionnaire assessing individual LPE domains and measures of externalizing symptoms. Results showed that LPE specifier domains were highly related but separable. All LPEs were uniquely associated with oppositional defiant disorder (ODD), CD, and overall impairment after controlling for other LPE items, child sex, and ADHD symptoms. Being unconcerned about performance, emotionally manipulative, and having shallow/deficient affect were uniquely associated with ADHD while controlling for ODD and CD symptomatology. Our findings fit with the historical conceptualization of LPE as a unidimensional construct and contributes to the growing evidence of the potential utility of assessing LPE across externalizing disorders in children. Future research should look to replicate and extend our findings in clinical samples of youth.",Remaining,0,0
544,7892356,Psychological medicine,A longitudinal study of the neuropsychiatric consequences of HIV-1 infection in gay men. I. Neuropsychological performance and neurological status at baseline and at 12-month follow-up.,"The aim of this study was to determine whether HIV infection is associated with neurological or neuropsychological impairment in the asymptomatic and early symptomatic stages of disease. Subjects included 61 gay men (41 HIV-, 20 HIV+) who were assessed at the time of requesting their first HIV test and again 12 months later. The assessments at baseline were conducted double-blind to HIV serostatus. Measures included a neuropsychological battery, neurological examination and full psychiatric assessment. There were no differences between the asymptomatic HIV+ and HIV- groups at baseline or at follow-up in terms of mean scores on neuropsychological tests. Mean scores were within the normal range for all neuropsychological tests for both groups. Multiple regression analysis was used to predict each individual's performance at follow-up on the basis of their baseline performance, psychiatric state, neurological history and drug use for each of the neuropsychological tests. HIV+ subjects were more likely than control subjects to perform at a significantly lower level at follow-up on one or more tests than predicted on the basis of their baseline performance.",Remaining,0,0
545,2742319,Annales de pediatrie,[Early infantile form of Niemann-Pick disease type C. Apropos of 2 siblings].,"We report two cases of Niemann-Pick disease in a sister and brother. Early jaundice was the first manifestation in both cases and was followed by cachexia and a rapidly fatal outcome. Neurologic involvement was obvious in both patients. Biologic phenotype was consistent with a diagnosis of type C sphingomyelinase, although clinical expression was different. These two cases should be classified within the infantile and early forms of Niemann-Pick disease type C. Antenatal diagnosis was performed during a third pregnancy. Enzyme activity assays on a specimen of trophoblast taken at the tenth week of gestation showed the fetus was not affected. This diagnosis was confirmed by a normal clinical evaluation at two months of life, and normal sphingomyelinase activity of cultured skin fibroblasts.",Remaining,0,0
546,8825886,American journal of medical genetics,Sensory gating deficits in parents of schizophrenics.,"Although schizophrenia clusters in families, it is not inherited in Mendelian fashion. This suggests that there may be alternative phenotypic expressions of genes that convey risk for schizophrenia, such as more elementary physiological or biochemical defects. One proposed phenotype is impaired inhibitory gating of the auditory evoked potential to repeated stimuli. Normally, the amplitude of the P50 response to the second stimulus is significantly less than the response to the first, but this gating of response is generally impaired in schizophrenia. Clinically unaffected individuals within a pedigree who have both an ancestral and descendant history of schizophrenia may be useful for studying whether this physiological defect is a possible alternative phenotype. We have studied inhibitory gating of the auditory P50 response to pairs of auditory stimuli in 17 nuclear families. In 11, there was one parent who had another relative with a chronic psychotic illness, in addition to the schizophrenic proband. All of the parents with family histories of schizophrenia had gating of the P50 response similar to their schizophrenia offspring, whereas only 7% of the parents without family history had gating of the P50 response in the abnormal range. These results support loss of gating of the auditory P50 wave as an inherited deficit related to schizophrenia and suggest that studies of parents may help elucidate the neurobiological expression of genes that convey risk for schizophrenia.",Remaining,0,0
547,22185053,Perceptual and motor skills,Development of a device to measure human sound localization.,"Measurements of human sound discrimination and localization are important for basic empirical and clinical applications. After a short survey of other methods such as evoked potentials, the development of a new device to measure human sound localization is described and its use illustrated with some examples. Built from a polyacrylic hemisphere or--in a later version--from an orbicular aluminum frame, the apparatus uses multiple speakers to emit auditory stimuli. The patient sits in the middle of the perimeter and has to press a button when a sound is perceived. In addition, the participant has to identify the correct speaker as the source of the sound. With this method it is possible to map the auditory field.",Remaining,0,0
548,721341,The International journal of the addictions,Alcohol use in the opiate use cycle of the heroin addict.,"Ninety-six methadone maintained patients selected at random from a private clinic were interviewed to explore lifetime patterns of alcohol use in relation to opiate use. The results indicated that most addicts who ever drank excessively (in alcoholic, problem, or heavy patterns) did so primarily during two periods: prior to becoming addicted to narcotics and during periods of voluntary abstinence from narcotics. Further, most of the addicts who were drinking in excessive patterns while maintained on methadone had pretreatment histories of similar alcohol use.",Remaining,0,0
549,32623925,"Hypertension (Dallas, Tex. : 1979)",Genetically Predicted Blood Pressure Across the Lifespan: Differential Effects of Mean and Pulse Pressure on Stroke Risk.,"Hypertension is the leading risk factor for stroke. Yet, it remains unknown whether blood pressure pulsatility (pulse pressure [PP]) causally affects stroke risk independently of the steady pressure component (mean arterial pressure [MAP]). It is further unknown how the effects of MAP and PP on stroke risk vary with age and stroke cause. Using data from UK Biobank (N=408 228; 38-71 years), we selected genetic variants as instruments for MAP and PP at age ≤55 and >55 years and across age deciles. We applied multivariable Mendelian randomization analyses to explore associations with ischemic stroke, intracerebral hemorrhage, and their subtypes. Higher genetically predicted MAP was associated with higher risk of ischemic stroke and intracerebral hemorrhage across the examined age spectrum. Independent of MAP, higher genetically predicted PP only at age >55 years was further associated with higher risk of ischemic stroke (odds ratio per-SD-increment, 1.23 [95% CI, 1.13-1.34]). Among subtypes, the effect of genetically predicted MAP on large artery stroke was attenuated, whereas the effect of genetically predicted PP was augmented with increasing age. Genetically predicted MAP, but not PP, was associated with small vessel stroke and deep intracerebral hemorrhage homogeneously across age deciles. Neither genetically predicted MAP nor PP were associated with lobar intracerebral hemorrhage. Beyond an effect of high MAP at any age on ischemic and hemorrhagic stroke, our results support an independent causal effect of high PP at older ages on large artery stroke. This finding warrants further investigation for the development of stroke preventive strategies targeting pulsatility in later life.",Remaining,0,0
550,9292187,Brain and cognition,The decoding of emotional concepts in patients with focal cerebral lesions.,"The effects of focal brain lesions on the decoding of emotional concepts in facial expressions were investigated. Facial emotions are hierarchically organized patterns comprising (1) structural surface features, (2) discrete (primary) emotional categories and (3) secondary dimensions, such as valence and arousal. Categorical decoding was measured using (1) selection of category labels and selection of the named emotion category; (2) matching one facial expression with two choice expressions. Dimensional decoding was assessed by matching one face with two different expressions with regard to valence or arousal. 70 patients with well documented cerebral lesions and 15 matched hospital controls participated in the study. 27 had left brain damage (LBD; 10 frontal, 10 temporal, 7 parietal); 37 had right brain damage (RBD; 15 frontal, 11 temporal, 11 parietal). Six additional patients had lesions involving both frontal lobes. Right temporal and parietal lesioned patients were markedly impaired in the decoding of primary emotions. The same patients also showed a reduced arousal decoding. In contrast to several patients with frontal and left hemisphere lesions, emotional conceptualization and face discrimination was not independent in these groups. No group differences were observed in valence decoding. However, right frontal lesions appeared to interfere with the discrimination of negative valence. Moreover, a distraction by structural features was noted in RBD when facial identities were varied across stimulus and response pictures in matching tasks with differing conceptual load. Our results suggest that focal brain lesions differentially affect the comprehension of emotional meaning in faces depending on the level of conceptual load and interference of structural surface features.",Remaining,0,0
551,8497646,Radiology,Pituitary microadenomas: early enhancement with dynamic CT--implications of arterial blood supply and potential importance.,"In a search for early contrast medium enhancement, which can indicate the presence of direct arterial supply, a retrospective review of dynamic computed tomographic (CT) scans was performed in 260 patients with a pituitary microadenoma smaller than 10 mm in diameter. Fifty patients underwent examination with dynamic CT for nonendocrinologic disease as a control group to establish the normal pattern of pituitary gland enhancement. One hundred seventy microadenomas (65.4%) displayed the usual dynamic CT pattern (ie, they did not show early enhancement before that of the portal system of the pituitary gland: those pituitary microadenomas appeared less enhanced than the normal pituitary gland during the entire examination). On the other hand, in 90 microadenomas (34.6%), early partial or complete enhancement was seen within the microadenoma before the normal portal enhancement of the gland. Therefore, analysis with dynamic CT yields two groups of pituitary microadenomas separable on the basis of blood supply: those with portal blood supply only and those with partial or predominantly direct arterial blood supply; in theory, the second group avoids hypothalamic control.",Remaining,0,0
552,25364240,Clinical interventions in aging,The relationship between cholesterol and cognitive function is homocysteine-dependent.,"Previous studies have identified hyperlipidemia as a potential risk factor for dementia and Alzheimer's disease. However, studies on cholesterol measured in late-life and cognitive function have been inconsistent. Few studies have explored nonlinear relationships or considered interactions with other biomarker measures.	A cross-sectional sample of 1,889 participants from four rural counties in the People's Republic of China was included in this analysis. Serum total cholesterol, high-density lipoprotein, triglycerides, and homocysteine levels were measured in fasting blood samples. A composite cognitive score was derived based on nine standardized cognitive test scores. Analysis of covariance models were used to investigate the association between biomarker measures and the composite cognitive scores.	There was a significant interaction between the homocysteine quartile group and the cholesterol quartile group on cognitive scores (P=0.0478). In participants with normal homocysteine levels, an inverse U-shaped relationship between total cholesterol level and cognitive score was found, indicating that both low and high cholesterol levels were associated with lower cognitive scores. In participants with high homocysteine levels, no significant association between cholesterol and cognition was found.	The relationship between cholesterol levels and cognitive function depends upon homocysteine levels, suggesting an interactive role between cholesterol and homocysteine on cognitive function in the elderly population. Additional research is required to confirm our findings in other populations, and to explore potential mechanisms underlying the lipid-homocysteine interaction.",Remaining,0,0
553,31570200,Journal of anesthesia history,The New York Herald's Very First Report on Dr. Horace Well's Arrest and Suicide-An Original Article Found in New York City Public Library.,"The accounts of Dr. Wells' personal life, particularly those of his tempestuous final days, have remained somewhat speculative. On January 24, 1848, a troubled Dr. Wells raced outside of his home and practice on Chambers Street and threw sulfuric acid (vitriol) on two alleged 'loose' Broadway girls. We were able to find an original copy of an article published by the New York Herald in the New York City Public Library describing the events of Well's final days.",Remaining,0,0
554,35379038,"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences",Characterizing Fast and Slow Progressors in Anterior Circulation Large Vessel Occlusion Strokes.,"Infarct growth rate (IGR) in acute ischemic stroke is highly variable. We sought to evaluate impact of symptom-reperfusion time on outcomes in patients undergoing mechanical thrombectomy (MT).	A prospectively maintained database from January,2012-August,2020 was reviewed. All patients with isolated MCA-M1 occlusion who achieved complete reperfusion(mTICI2C-3), had a witnessed symptom onset and follow-up MRI were included. IGR was calculated as final infarct volume (FIV)(ml)/symptom onset to reperfusion time(hours) and was dichotomized according to the median value into slow-(SP) versus fast-progressors (FP). The primary analysis aimed to evaluate the impact of symptom-reperfusion time on 90-day mRS in SP and FP. Secondary analysis was performed to identify predictors of IGR.	A total of 137 patients were eligible for analysis. Mean age was 63 ± 15.4 years and median IGR was 5.13ml/hour. SP(n = 69) had higher median ASPECTS, lower median rCBF<30% lesion volume, higher proportion of favorable collaterals and hypoperfusion intensity ratio (HIR)<0.4, higher minimal mean arterial blood pressure before reperfusion, and lower rates of general anesthesia compared to FP(n = 68). Symptom-reperfusion time was comparable between both groups. SP had higher rates of 90-day mRS0-2(71.9%vs.38.9%,aOR;7.226,95%CI[2.431-21.482],p < 0.001) and lower median FIV. Symptom-reperfusion time was associated with 90-day mRS0-2 in FP (aOR;0.541,95%CI[0.309-0.946],p = 0.03) but not in SP (aOR;0.874,95%CI[0.742-1.056],p = 0.16). On multivariable analysis, high ASPECTS and favorable collaterals in the NCCT/CTA model, and low rCBF<30% and HIR<0.4 in the CTP model were independent predictors of SP.	The impact of symptom-reperfusion time on outcomes significantly varies across slow-versus fast-progressors. ASPECTS, collateral score, rCBF<30%, and HIR define stroke progression profile.",Remaining,0,0
555,31155341,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,Environmental risk factors and amyotrophic lateral sclerosis (ALS): A case-control study of ALS in China.,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disease mainly involving central and peripheral motor neurons. The etiology of ALS is not clear. In China, there is a preliminary exploration of genetic factors, but the study on environmental factors is relatively inadequate, which needs to be further clarified. To investigate the protective or harmful effects of different environmental factors on ALS, and explore the possible etiology of ALS of the Chinese for further study. Case-control study were used in 123 patients and 239 healthy controls from 2013 to 2016. Statistical analysis and description were performed with SPSS24.0. The risk factors of ALS include head trauma (OR = 3.397, 95% [1.298, 8.893], P = 0.013), drinking (OR = 1.760, 95% CI [1.110,2.790], p = 0.016), smoking (OR = 3.196, 95% [1.375, 7.427], P = 0.351), low BMI (OR = 1.231, 95% CI [1.115, 1.319], P = 0.000), workers or famers (OR = 2.539, 95% [1.441,4.475], P = 0.001, 30-34 yrs); factors that reduce incidence of ALS including hypertension (OR = 0.526, 95% [0.313, 0.883], P = 0.015), severe physical activities (OR = 0.808, 95% [0.711, 0.918], P = 0.001), longer duration of education (OR = 0.183, 95% [0.078, 0.428], P = 0.000, >12 yrs), reading (OR = 0.225, 95% [0.126, 0.516], P = 0.000, 13-30 yrs), retirement or unemployment (OR = 0.040, 95% [0.005, 0.291], P = 0.000, 30-34 yrs); family history of neurologic disorder, general trauma, years and numbers of smoking, artistic activities, and other occupational factors did not show correlation with ALS. Head trauma, alcohol consumption, smoking, low BMI, workers or farmers are risk factors for ALS; high blood pressure, severe physical activity, longer duration of education, reading, retirement or unemployment are protective factors for ALS; whether there is a connection between ALS and family history, general trauma, years or numbers of smoking, artistic activities, and other occupational factors need to be confirmed by further study.",Remaining,0,0
556,1358438,Cancer research,Evidence for the involvement of a potential second tumor suppressor gene on chromosome 17 distinct from p53 in malignant astrocytomas.,"Molecular analysis of malignant astrocytomas demonstrated three distinct groups of tumors with chromosome 17p abnormalities, which include (a) deletion of the p53 locus (17p13.1) and mutations in the remaining allele, (b) deletion of the p53 locus but no detectable mutations in the remaining allele, and (c) deletions not including the p53 locus but mutations in one of the alleles. Furthermore, deletion mapping analysis demonstrated allelic loss of genes distal to D17S28/D17S5 markers (17p13.3) in group C tumors. The loss of heterozygosity of genes on chromosome 17 without detectable mutation (group B) or deletion (group C) in the p53 gene implies the presence of a second tumor suppressor gene in the telomeric region of 17p, the homozygous functional inactivation of which may play a role, either alone or in conjunction with p53, in the initiation and/or progression of astrocytic neoplasms.",Remaining,0,0
557,20300735,Psychopharmacology,Altered parahippocampal functioning in cannabis users is related to the frequency of use.,"Converging lines of evidence suggest an association between cannabis use and impaired episodic memory as well as related associative learning. These deficits have been associated with the duration, frequency, and age of onset of cannabis use. However, it remains unclear whether these parameters of use differently impact memory-related hippocampal functioning.	Forty-two cannabis users were examined by means of functional magnetic resonance imaging while they encoded and retrieved face-profession associations. Region of interest analysis was subsequently used to compare (para-)hippocampal functioning in users with (1) a longer and shorter duration of use, (2) a higher and lower frequency of use, and (3) an earlier and later onset. To further separate the effects of these parameters of use on performance and (para-)hippocampal activity, linear regression analysis was applied.	Compared to low-frequency users, high-frequency users displayed stronger blood oxygenation level-dependent response during encoding in the left parahippocampal gyrus. No differences were obvious for the groups separated according to duration of use or an earlier and later onset of use. Linear regression analysis confirmed the association between a higher frequency of use and increased activity in the left parahippocampal gyrus.	Our findings suggest that the frequency of use might have a particular critical impact on intact parahippocampal functioning in cannabis users. Increased activity within the encoding-related network might reflect functional compensation to maintain cognitive functioning.",Remaining,0,0
558,22729092,Current opinion in obstetrics & gynecology,Does minimally invasive surgery for endometriosis improve pelvic symptoms and quality of life?,"Endometriosis is a common gynaecological disorder estimated to affect over 70 million women worldwide. In this review we aim to give an overview of postoperative symptoms and look at factors influencing therapeutic choices and surgical techniques.	A wide range of physical and psychological factors contribute to the symptoms of disease. Patients suffer from impaired quality of life, depression, anxiety and chronic and acute pain. Validated questionnaires have been used to assess patient response. Surgical excision of endometriosis improves dyspareunia and the quality of sex life of patients. It is superior in outcomes to medical therapy in achieving increased pregnancy rates. Catastrophizing and biopsychosocial variables are implicated in the severity of pain experienced in patients with endometriosis. Patients with endometriosis score lower on quality of life assessments and the addition of psychosomatic therapy to medical treatments has shown to improve the emotional status of patients with improved treatment outcomes.	Despite its prevalence, there is no optimal treatment for endometriosis; recurrence of disease is a common problem. Laparoscopic surgery compared with medical therapies shows improved patient satisfaction outcomes in general health, quality of life and emotional wellbeing. Management of this varied aetiology improves in the context of a multidisciplinary team.",Remaining,0,0
