,pmid,journal_name,title,abstract,accepted_label
937,8488222,Psychological reports,The Patient Satisfaction Interview for partial hospitalization programs.,"The Patient Satisfaction Interview was developed to assess consumers' satisfaction with four dimensions of partial hospitalization programs: the physical environment, the therapists, the treatment strategies, and the preparation for community autonomy. Content validity of the measure was examined and cross-validated by independent samples of expert raters and patients. The measure was then administered to 30 patients participating in a six-month partial hospitalization program. Analyses showed test dimensions had good internal consistency and test-retest reliability. Six-month stability was good for three of the four scales as well as the over-all test score. Research using the test must examine its utility for description of satisfaction with community-based programs.",Remaining
938,32701419,Journal of dual diagnosis,A Randomized and Controlled Acceptability Trial of an Internet-based Therapy among Inpatients with Co-occurring Substance Use and Other Psychiatric Disorders.,"Technology-assisted treatment (TAT) holds promise for innovative assessment, prevention, and treatment of substance use disorders (SUD). The widespread access to TAT makes it a potentially cost-effective and inventive option available for delivery in multiple settings. This study assessed acceptability of the web-based Therapeutic Education System (TES) in hospitalized dual diagnosis patients with SUDs and other psychiatric disorders. Methods: Eligible participants were nonpsychotic, voluntary patients with self-reported drug or alcohol use in the 30 days prior to admission. They were randomly assigned to treatment as usual (TAU, n = 47) or TAU + TES (n = 48). Acceptability of this Internet-based intervention was assessed by observed utilization and self-report. Results: The TAU + TES group (# analyzed = 41) completed a mean total of 5.5 (SEM = 0.8) modules with about one module per day while hospitalized and rated TES highly on several constructs of acceptability, including novelty, usefulness and ease of understanding. Conclusions: These findings support further exploration of TAT for treatment expansion in a high acuity, dual diagnosis population and indicate the value of future research on efficacy. ClinicalTrials.gov Identifier: NCT02674477.",Human-RCT-non-drug-intervention
939,17064420,"Substance abuse treatment, prevention, and policy",Perceptions of Pakistani medical students about drugs and alcohol: a questionnaire-based survey.,"Drug abuse is hazardous and known to be prevalent among young adults, warranting efforts to increase awareness about harmful effects and to change attitudes. This study was conducted to assess the perceptions of a group of medical students from Pakistan, a predominantly Muslim country, regarding four drugs namely heroin, charas, benzodiazepines and alcohol.	In total, 174 self-reported questionnaires were received (87% response rate). The most commonly cited reasons for why some students take these drugs were peer pressure (96%), academic stress (90%) and curiosity (88%). The most commonly cited justifiable reason was to go to sleep (34%). According to 77%, living in the college male hostel predisposed one to using these drugs. Sixty percent of students said that the drugs did not improve exam performance, while 54% said they alleviated stress. Seventy-eight percent said they did not intend to ever take drugs in the future. Females and day-scholars were more willing to discourage a friend who took drugs. Morality (78%), religion (76%) and harmful effects of drugs (57%) were the most common deterrents against drug intake. Five suggestions to decrease drug abuse included better counseling facilities (78%) and more recreational facilities (60%).	Efforts need to be made to increase student awareness regarding effects and side effects of drugs. Our findings suggest that educating students about the adverse effects as well as the moral and religious implications of drug abuse is more likely to have a positive impact than increased policing. Proper student-counseling facilities and healthier avenues for recreation are also required.",Remaining
940,23242090,BMJ case reports,Freidreich's ataxia with retained reflexes: a phenotype and genotype correlation.,"An 18-year-old lady had presented to us with insidious onset progressive gait ataxia of 5-year duration. Her sister had similar complaints and type 1 diabetes mellitus. Examination revealed, gait ataxia, impaired tandem gait, babinski sign and severe swaying on testing for Romberg's sign. All deep tendon reflexes were exaggerated. On investigations, there was no evidence for diabetes mellitus or nutritional deficiencies. Electrocardiogram and echocardiogram were normal. Magnetic spine resonance showed marked atrophy of cervical cord with normal cerebellum. The genetic testing disclosed expanded GAA repeat length on both alleles of FXN gene. The GAA repeat length on both alleles was much less than mean length observed in Friedreich's ataxia. This case highlights how strongly the genotype influences the neurological and systemic manifestations as well as severity of disease in Friedreich's ataxia.",Human-case-report
941,22185053,Perceptual and motor skills,Development of a device to measure human sound localization.,"Measurements of human sound discrimination and localization are important for basic empirical and clinical applications. After a short survey of other methods such as evoked potentials, the development of a new device to measure human sound localization is described and its use illustrated with some examples. Built from a polyacrylic hemisphere or--in a later version--from an orbicular aluminum frame, the apparatus uses multiple speakers to emit auditory stimuli. The patient sits in the middle of the perimeter and has to press a button when a sound is perceived. In addition, the participant has to identify the correct speaker as the source of the sound. With this method it is possible to map the auditory field.",Remaining
942,30625491,European addiction research,"Intravenous Misuse of Methadone, Buprenorphine and Buprenorphine-Naloxone in Patients Under Opioid Maintenance Treatment: A Cross-Sectional Multicentre Study.","The act of intravenous misuse is common in patients under opioid maintenance treatment (OMT), but information on associated factors is still limited.	To explore factors associated with (a) intravenous OMT misuse, (b) repeated misuse, (c) emergency room (ER) admission, (d) misuse of different OMT types and (e) concurrent benzodiazepine misuse.	We recruited 3,620 patients in 27 addiction units in Italy and collected data on the self-reported rate of intravenous injection of methadone (MET), buprenorphine (BUP), BUP-naloxone (NLX), OMT dosage and type, experience of and reason for misuse, concurrent intravenous benzodiazepine misuse, pattern of -misuse in relation to admission to the addiction unit and ER -admissions because of misuse. According to inclusion/exclusion criteria, 2,585 patients were included.	Intravenous misuse of OMT substances was found in 28% of patients with no difference between OMT types and was associated with gender, age, type of previous opioid abuse and intravenous benzodiazepine misuse. Repeated OMT misuse was reported by 20% (i.e., 71% of misusers) of patients and was associated with positive OMT misuse experience and intravenous benzodiazepine misuse. Admission to the ER because of misuse complications was reported by 34% of patients, this outcome being associated with gender, employment, type of previous opioid abuse and intravenous benzodiazepine misuse. OMT dosage was lower than the recommended maintenance dosage.	We offered new information on factors associated with intravenous OMT misuse, repeated misuse and ER admission in Italian patients under OMT. Our data indicate that BUP-NLX misuse is not different from that of BUP or MET. Choosing the more expensive BUP-NLX over MET will likely not lead to the expected reduction of the risk of injection misuse of the OMT. Instead of prescribing new and expensive OMT formulations, addiction unit physicians and medical personnel should better focus on patient's features that are associated with a higher likelihood of misuse. Care should be paid to concurrent benzodiazepine and OMT misuse.",Human-non-RCT-drug-intervention
943,11043148,European journal of pediatrics,Survey of national guidelines for the treatment of phenylketonuria.,"Phenylketonuria treatment policies vary not only between different countries worldwide, but also within one country. Recommendations and guidelines for phenylketonuria should deal with the following subjects: 1. What is the target age to start dietary phenylalanine restriction under newborn-screening conditions? 2. At which plasma phenylalanine concentration should phenylalanine restriction be initiated? 3. Which are the recommended plasma phenylalanine concentrations at different ages? 4. What is the recommended frequency of monitoring phenylalanine in plasma? Statements from the following countries are presented: Czech Republic, Denmark, France, Germany, Great Britain, Hungary, Ireland, Poland, Slovakia and the United States.	Due to the lack of internationally accepted guidelines, management of phenylketonuria still varies between different countries. Our efforts should focus on the formulation of internationally acceptable and accepted recommendations for the treatment of patients with phenylketonuria at different ages.",Non-systematic-review
944,25553744,The American journal of occupational therapy : official publication of the American Occupational Therapy Association,Effectiveness of interventions for adults with psychological or emotional impairment after stroke: an evidence-based review.,"This evidence-based review was conducted to evaluate the effectiveness of occupational therapy interventions to prevent or mitigate the effects of psychological or emotional impairments after stroke. Thirty-nine journal articles met the inclusion criteria. Six types of interventions were identified that addressed depression, anxiety, or mental health-related quality of life: exercise or movement based, behavioral therapy and stroke education, behavioral therapy only, stroke education only, care support and coordination, and community-based interventions that included occupational therapy. Evidence from well-conducted research supports using problem-solving or motivational interviewing behavioral techniques to address depression. The evidence is inconclusive for using multicomponent exercise programs to combat depression after stroke and for the use of stroke education and care support and coordination interventions to address poststroke anxiety. One study provided support for an intensive multidisciplinary home program in improving depression, anxiety, and health-related quality of life. The implications of the findings for practice, research, and education are discussed.",Non-systematic-review
945,3183784,Journal of occupational medicine. : official publication of the Industrial Medical Association,Health and occupational correlates of perceived occupational stress in symphony orchestra musicians.,"The authors examined the relationship between perceived occupational stress and the prevalence of a number of psychologic and physical ailments in a sample of professional symphony orchestra musicians and related musicians' self-reports of stress to demographic and occupational characteristics. Results of a survey of 2,212 musicians from 47 symphony orchestras revealed a significant relationship between perceived occupational stress and prevalence of a number of psychologic as well as physical medical problems. Age and occupational factors, such as the orchestra in which the musician plays, the instrument played, and status as a soloist, were also found to be significant correlates of perceived stress.",Remaining
946,8969775,Stroke,Ultrasound densitometric analysis of carotid plaque composition. Pathoanatomic correlation.,"The components of a carotid artery plaque might affect the risk of ipsilateral stroke. The accuracy of carotid duplex scan in assessing stroke risk reflects the experience of the scan reader. Thus, methods that can enhance ultrasonic evaluation of plaque morphology might allow a more objective means of determining carotid-mediated stroke risk.	We performed densitometric analysis of B-mode images of carotid plaques in nine patients scheduled for carotid endarterectomy. All patients had preoperative duplex color imaging and cerebral arteriography. The surgical specimen was analyzed histologically to determine the plaque components (soft plaque/organized thrombus, intraplaque hemorrhage/lipid deposition, fibrosis, and calcification). The specimen findings were correlated with the densitometric measurements to determine whether the density analysis would allow a reliable determination of the plaque substratum.	With 1.0 as a reference point for the moving column of blood, the mean acoustic densities (+/-SD) were as follows: organized thrombus, 1.8 +/- 0.5; intraplaque hemorrhage/lipid deposition, 5.15 +/- 0.9; fibrosis, 9.51 +/- 2.9; and calcification, 15.5 +/- 8.6.	We conclude that densitometric evaluation allows differentiation of the various possible components of carotid plaque. The determination of plaque composition, based on density measurement, may provide information about its potential for thromboembolization.",Remaining
947,30661251,Clinical pharmacology and therapeutics,Progress of Pharmacological Approaches in Parkinson's Disease.,"The progressive neurodegenerative process in Parkinson's disease (PD) is not restricted to dopaminergic midbrain neurons but involves the entire nervous system. In this review, we outline established treatment options at different disease stages and address new therapeutic approaches. These include, based on recent advances in the understanding of the pathophysiology of PD, genetic and disease-modifying approaches to reduce abnormal accumulation and aggregation of alpha-synuclein (aSYN), mitochondrial dysfunction, and dysfunction of lysosomal proteins. Moreover, we highlight clinical trials to reduce neuroinflammation and increase neurorestoration.",Non-systematic-review
948,17328255,Journal of neurosurgery,"Complications of invasive subdural electrode monitoring at St. Louis Children's Hospital, 1994-2005.","The purpose of this study was to better define the incidence of complications associated with placement of subdural electrodes for localization of seizure foci and functional mapping in children.	The authors retrospectively reviewed the records of 112 consecutive patients (53 boys, 59 girls; mean age 10.9 years, range 10 months-21.7 years) with medically intractable epilepsy who underwent invasive monitoring at the Pediatric Epilepsy Center at St. Louis Children's Hospital between January 1994 and July 2005. There were 122 implantation procedures (85 grids and strips, 32 strips only, five grids only, four with additional depth electrodes), with a mean monitoring period of 7.1 days (range 2-21 days). Operative complications included the need for repeated surgery for additional electrode placement (5.7%); wound infection (2.4%); cerebrospinal fluid leak (1.6%); and subdural hematoma, symptomatic pneumocephalus, bone flap osteomyelitis, and strip electrode fracture requiring operative retrieval (one patient [0.8%] each). There were four cases of transient neurological deficit (3.3%) and no permanent deficit or death associated with invasive monitoring.	Placement of subdural grid and strip electrodes for invasive video electroencephalographic monitoring is generally well tolerated in the pediatric population. The authors found that aggressive initial electrode coverage was not associated with higher rates of blood transfusion or perioperative complications, and reduced the frequency of repeated operations for placement of supplemental electrodes.",Remaining
949,28700589,PloS one,ANK1 is up-regulated in laser captured microglia in Alzheimer's brain; the importance of addressing cellular heterogeneity.,"Recent epigenetic association studies have identified a new gene, ANK1, in the pathogenesis of Alzheimer's disease (AD). Although strong associations were observed, brain homogenates were used to generate the data, introducing complications because of the range of cell types analyzed. In order to address the issue of cellular heterogeneity in homogenate samples we isolated microglial, astrocytes and neurons by laser capture microdissection from CA1 of hippocampus in the same individuals with a clinical and pathological diagnosis of AD and matched control cases. Using this unique RNAseq data set, we show that in the hippocampus, ANK1 is significantly (p<0.0001) up-regulated 4-fold in AD microglia, but not in neurons or astrocytes from the same individuals. These data provide evidence that microglia are the source of ANK1 differential expression previously identified in homogenate samples in AD.",Remaining
950,3522814,Journal of clinical hypertension,Common carotid blood flow in patients with hypertension and stenosis of the internal carotid artery.,"Common carotid blood flow has been measured using pulsed Doppler techniques in hypertensive patients over 45 years of age, with and without stenosis of the internal carotid artery. In hypertensive patients without stenosis, arterial diameter remained within the normal range, whereas blood flow velocity and blood flow were significantly reduced. Vascular resistance was significantly increased but did not change markedly after administration of the vasodilating drug isosorbid dinitrate. Patients with hypertension and stenosis of the internal carotid artery were compared with two different populations used as controls: In comparison with hypertensive patients without stenosis of the internal carotid artery, both arterial diameter and blood flow velocity were reduced, leading to a more pronounced decrease in blood flow; and in comparison with normotensive patients with stenosis of the internal carotid artery, common carotid blood flow was more reduced at any degree of stenosis. In a subset of patients, blood flow returned toward normal ranges after endarterectomy. The study suggested that in patients with hypertension without stenosis of the internal carotid artery, the decrease in blood flow is due to a decrease in blood flow velocity with normal arterial diameter despite the elevated blood pressure, and in patients with hypertension and stenosis of the internal carotid artery, blood flow was more reduced than in the normotensive patients with stenosis of the internal carotid artery, suggesting that caution must be taken with indications of antihypertensive treatment.",Remaining
951,28939429,Physiology & behavior,Quercetin ameliorates chronic unpredicted stress-induced behavioral dysfunction in male Swiss albino mice by modulating hippocampal insulin signaling pathway.,"Chronic stress is associated with impaired neurogenesis, neurodegeneration and behavioral dysfunction, whereas the mechanism underlying stress-mediated neurological complications is still not clear. In the present study, we aimed to investigate whether chronic unpredicted stress (CUS) mediated neurological alterations are associated with impaired hippocampal insulin signaling or not, and studied the effect of quercetin in this scenario. Male Swiss albino mice were subjected to 21day CUS, during which 30mg/kg quercetin treatment was given orally. After 21days, behavioral functions were evaluated in terms of locomotor activity (Actophotometer), muscle coordination (Rota-rod), depression (Tail Suspension Test (TST), Forced Swim Test (FST)) and memory performance (Passive-avoidance step-down task (PASD)). Further, hippocampal insulin signaling was evaluated in terms of protein expression of insulin, insulin receptor (IR) and glucose transporter 4 (GLUT-4) and neurogenesis was evaluated in terms of doublecortin (DCX) expression. 21day CUS significantly impaired locomotion and had no effect on muscle coordination. Stressed animals were depressed and showed markedly impaired memory functions. Quercetin treatment significantly improvement stress-mediated behavior dysfunction as indicated by improved locomotion, lesser immobility time and greater frequency of upward turning in TST and FST and increased transfer latency on the day 2 (short-term memory) and day 5 (long-term memory) in PASD test. We observed significantly higher IR expression and significantly lower GLUT-4 expression in the hippocampus of stressed animals, despite of nonsignificant difference in insulin levels. Further, chronic stress impaired hippocampal neurogenesis, as indicated by the significantly reduced levels of hippocampal DCX expression. Quercetin treatment significantly lowered insulin and IR expression and significantly enhanced GLUT-4 and DCX expression in the hippocampus, when compared to CUS. In conclusion, quercetin treatment efficiently alleviated stress mediated behavioral dysfunction by modulating hippocampal insulin signaling and neurogenesis.",Animal-drug-intervention
952,18392746,Journal of inherited metabolic disease,"AGAT, GAMT and SLC6A8 distribution in the central nervous system, in relation to creatine deficiency syndromes: a review.","Creatine deficiency syndromes, either due to AGAT, GAMT or SLC6A8 deficiencies, lead to a complete absence, or a very strong decrease, of creatine within the brain, as measured by magnetic resonance spectroscopy. While the mammalian central nervous system (CNS) expresses AGAT, GAMT and SLC6A8, the lack of SLC6A8 in astrocytes around the blood-brain barrier limits the brain capacity to import creatine from the periphery, and suggests that the CNS has to rely mainly on endogenous creatine synthesis through AGAT and GAMT expression. This seems contradictory with SLC6A8 deficiency, which, despite AGAT and GAMT expression, also leads to creatine deficiency in the CNS. We present novel data showing that in cortical grey matter, AGAT and GAMT are expressed in a dissociated way: e.g. only a few cells co-express both genes. This suggests that to allow synthesis of creatine within the CNS, at least for a significant part of it, guanidinoacetate must be transported from AGAT- to GAMT-expressing cells, possibly through SLC6A8. This would explain the creatine deficiency observed in SLC6A8-deficient patients. By bringing together creatine deficiency syndromes, AGAT, GAMT and SLC6A8 distribution in CNS, as well as a synthetic view on creatine and guanidinoacetate levels in the brain, this review presents a comprehensive framework, including new hypotheses, on brain creatine metabolism and transport, both in normal conditions and in case of creatine deficiency.",Non-systematic-review
953,27929658,Applied neuropsychology. Adult,Executive Function Index (EFI) performance in nonclinical individuals with high levels of autistic traits.,"This study examined the ability of the Executive Function Index (EFI) to detect differences in executive functioning amongst participants with varying levels of subclinical autistic symptoms as quantified by the Autism Spectrum Quotient (ASQ). Participants were a nonclinical college subject sample classified as displaying either Low (0-15 ASQ score, n = 182) ASQ traits or High (16 or higher ASQ score, n = 91) ASQ traits. Participants were given the ASQ (Baron-Cohen et al., 2001) and the EFI (Spinella, 2005). High ASQ subjects were significantly impaired (p's < .04) on the Motivation/Drive (EFI-1) and Organization (EFI-4) subscales of the EFI, as compared to the Low ASQ subjects. However, no High/Low ASQ group differences were observed for EFI-2 (Impulse Control), EFI-3 (Empathy), EFI-5 (Planning) subscales or the EFI-Total Score (p's > .12), although these differences were in the predicted direction (High ASQ < Low ASQ). Use of the EFI as a measure of executive function performance in nonclinical ASQ trait individuals requires further study and may not be sensitive enough of an instrument to assess EF in nonclinical populations with autistic traits.",Remaining
954,22163278,PloS one,A blood-based screening tool for Alzheimer's disease that spans serum and plasma: findings from TARC and ADNI.,"There is no rapid and cost effective tool that can be implemented as a front-line screening tool for Alzheimer's disease (AD) at the population level.	To generate and cross-validate a blood-based screener for AD that yields acceptable accuracy across both serum and plasma.	Analysis of serum biomarker proteins were conducted on 197 Alzheimer's disease (AD) participants and 199 control participants from the Texas Alzheimer's Research Consortium (TARC) with further analysis conducted on plasma proteins from 112 AD and 52 control participants from the Alzheimer's Disease Neuroimaging Initiative (ADNI). The full algorithm was derived from a biomarker risk score, clinical lab (glucose, triglycerides, total cholesterol, homocysteine), and demographic (age, gender, education, APOE*E4 status) data.	Alzheimer's disease.	11 proteins met our criteria and were utilized for the biomarker risk score. The random forest (RF) biomarker risk score from the TARC serum samples (training set) yielded adequate accuracy in the ADNI plasma sample (training set) (AUC = 0.70, sensitivity (SN) = 0.54 and specificity (SP) = 0.78), which was below that obtained from ADNI cerebral spinal fluid (CSF) analyses (t-tau/Aβ ratio AUC = 0.92). However, the full algorithm yielded excellent accuracy (AUC = 0.88, SN = 0.75, and SP = 0.91). The likelihood ratio of having AD based on a positive test finding (LR+) = 7.03 (SE = 1.17; 95% CI = 4.49-14.47), the likelihood ratio of not having AD based on the algorithm (LR-) = 3.55 (SE = 1.15; 2.22-5.71), and the odds ratio of AD were calculated in the ADNI cohort (OR) = 28.70 (1.55; 95% CI = 11.86-69.47).	It is possible to create a blood-based screening algorithm that works across both serum and plasma that provides a comparable screening accuracy to that obtained from CSF analyses.",Remaining
955,1327351,Bulletin de la Societe de pathologie exotique (1990),[Involvement of cellular immunity in pathology. Neuromalaria].,"Murin Cerebral Malaria (MCM) with Plasmodium berghei ANKA and the CBA/Ca mice is the result of an immunopathological process. An overproduction of TNF is implicated in its pathogenesis. Recent datas concerning TNF production during the course of Plasmodium vinckei vinckei infection, and analysis of relationships between MCM and Experimental Allergic Encephalomyelitis (EAE) raise the hypothesis of the involvement of an auto-immune process in the murin disease. The role of cellular immunity in human cerebral malaria remains obscure. Cytokines could majore adherence of parasitized red blood cells to cerebral endothelial cells.",Animal-other
956,28764897,Atencion primaria,[Clinical characteristics of patients with atrial fibrillation treated with direct oral anticoagulants attended in primary care setting. The SILVER-AP study].,"To analyse the clinical characteristics and management of patients with non-valvular atrial fibrillation (NVAF) treated with direct oral anticoagulants (DOAC).	Observational, cross-sectional and multicentre study.	Autonomous Communities in which the general practitioner can prescribe DOAC (n=9).	The study included a total of 790 patients on chronic treatment with anticoagulants, and on whom therapy was changed, as well as being currently on treatment with DOAC for at least for 3 months.	A record was made of the sociodemographic and clinical management date.	Mean age was 78.6±8.4 years, and 50.5% of patients were men. Mean CHADS2 score was 2.6±1.2, mean CHA2DS2-VASc score was 4.3±1.6, and the mean HAS-BLED score was 2.3±1.0. Mean duration of treatment with DOAC was 15.8±12.5 months. Rivaroxaban was the DOAC most frequently prescribed (57.8%), followed by dabigatran (23.7%), and apixaban (18.5%). Of the patients receiving rivaroxaban, 70.2% were taking the dose of 20mg/daily. Of the patients receiving dabigatran, 41.7% were taking the dose of 150mg twice daily, and in the case of apixaban, 56.2% were taking the dose of 5mg twice daily. Satisfaction (ACTS Burdens scale 52.0±7.2 and ACTS Benefits scale 12.1±2.2), and therapeutic adherence (97.8% of patients took their medication regularly) with DOAC were high.	Patients treated with DOAC in Spain have a high thromboembolic risk. A significant proportion of patients receive a lower dose of DOAC than that recommended according to their clinical profile. Satisfaction and medication adherence are high.	Describir las características clínicas y el manejo de pacientes con fibrilación auricular no valvular (FANV) tratados con anticoagulantes orales de acción directa (ACOD).	Estudio observacional, transversal y multicéntrico.	Comunidades autónomas en las que el médico de atención primaria puede prescribir ACOD (n = 9).	Un total de 790 pacientes con riesgo de ictus o embolia sistémica que estuviesen en tratamiento crónico con anticoagulantes, que hubiesen modificado su pauta terapéutica, y que actualmente estuviesen en tratamiento con un ACOD durante al menos 3 meses.	Recogida de datos sociodemográficos y de manejo clínico.	La edad media de los sujetos fue de 78,6 ± 8,4 años; un 50,5% eran varones; CHADS2: 2,6 ± 1,2; CHA2DS2-VASc: 4,3 ± 1,6; HAS-BLED: 2,3 ± 1,0. La duración media del tratamiento con ACOD fue de 15,8 ± 12,5 meses. El ACOD más frecuentemente prescrito fue rivaroxabán (57,8%), seguido de dabigatrán (23,7%) y apixabán (18,5%). De los pacientes que tomaban rivaroxabán, el 70,2% recibieron la dosis de 20 mg/día. En el caso de dabigatrán, el 41,7% tomaban la dosis de 150 mg/12 h, y con respecto a apixabán, el 56,2% tomaban la dosis de 5 mg/12 h. La satisfacción con el tratamiento con ACOD (cuestionario ACTS: 52,0 ± 7,2 puntos en la escala Carga y 12,1 ± 2,2 puntos en la escala Beneficio) y el cumplimiento (97,8% de los pacientes fueron cumplidores) fueron elevados.	Los pacientes en tratamiento con ACOD en España tienen un elevado riesgo tromboembólico. Una proporción significativa de sujetos reciben una dosis menor de ACOD de la que les correspondería por sus características clínicas. La satisfacción y la adherencia son elevadas.",Human-non-RCT-drug-intervention
957,11394191,Journal of psychiatry & neuroscience : JPN,Effect of the herbal extract combination Panax quinquefolium and Ginkgo biloba on attention-deficit hyperactivity disorder: a pilot study.,"A combination herbal product containing American ginseng extract, Panax quinquefolium, (200 mg) and Ginkgo biloba extract (50 mg) (AD-FX; CV Technologies, Edmonton, Alta.) was tested for its ability to improve the symptoms of attention-deficit hyperactivity disorder (ADHD).	Open study.	36 children ranging in age from 3 to 17 years who fit the diagnostic criteria for ADHD.	AD-FX capsules were taken twice a day on an empty stomach for 4 weeks. Patients were instructed not to change any other medications during the study.	At the beginning of the study, after 2 weeks, and then at the end of the 4-week trial, parents completed the Conners' Parent Rating Scale--revised, long version, a questionnaire that assesses a broad range of problem behaviours (and was used as an indication of ADHD symptom severity).	After 2 weeks of treatment, the proportion of the subjects exhibiting improvement (i.e., decrease in T-score of at least 5 points) ranged from 31% for the anxious-shy attribute to 67% for the psychosomatic attribute. After 4 weeks of treatment, the proportion of subjects exhibiting improvement ranged from 44% for the social problems attribute to 74% for the Conners' ADHD index and the DSM-IV hyperactive-impulsive attribute. Five (14%) of 36 subjects reported adverse events, only 2 of which were considered related to the study medication.	These preliminary results suggest AD-FX treatment may improve symptoms of ADHD and should encourage further research on the use of ginseng and Ginkgo biloba extracts to treat ADHD symptoms.",Human-non-RCT-drug-intervention
958,29658993,Health services research,Does the Primary Care Behavioral Health Model Reduce Emergency Department Visits?,"To examine the impact of integrating behavioral health services using the primary care behavioral health (PCBH) model on emergency department (ED) utilization.	Utilization data from three Dane County, Wisconsin hospitals and four primary care clinics from 2003 to 2011.	We used a retrospective, quasi-experimental, controlled, pre-post study design. Starting in 2007, two clinics began integrating behavioral health into their primary care practices with a third starting in 2010. A fourth, nonimplementing, community clinic served as control. Change in emergency department and primary care utilization (number of visits) for patients diagnosed with mood and anxiety disorders was the outcomes of interest.	Retrospective data were obtained from electronic patient records from the three main area hospitals along with primary care data from participating clinics.	Following the introduction of the PCBH model, one clinic experienced a statistically significant (p < .01, 95 percent CI 6.3-16.3 percent), 11.3 percent decrease in the ratio of ED visits to primary care encounters, relative to a control site, but two other intervention clinics did not.	The PCBH model may be associated with a reduction in ED utilization, but better-controlled studies are needed to confirm this result.",Remaining
959,32611470,Irish journal of psychological medicine,Youth mental health in the time of COVID-19.,"Youth mental health is a rapidly developing field with a focus on prevention, early identification, treatment innovation and service development. In this perspective piece, we discuss the effects of COVID-19 on young people's mental health. The psychosocial effects of COVID-19 disproportionately affect young people. Both immediate and longer-term factors through which young people are affected include social isolation, changes to the delivery of therapeutic services and almost complete loss of all structured occupations (school, work and training) within this population group. Longer-term mechanisms include the effects of the predicted recession on young people's mental health. Opportunities within this crisis exist for service providers to scale up telehealth and digital services that may benefit service provision for young people's mental health in the future.",Non-systematic-review
960,22369669,Experimental and clinical psychopharmacology,Sex differences in the cognitive effects of tobacco abstinence: a pilot study.,"Despite significant research demonstrating the deleterious effects of tobacco abstinence on memory, and research showing substantial sex differences in nicotine withdrawal and memory processes, there has been scant work on how males and females might differ in the effects of tobacco abstinence on memory and cognition. Using a standard recognition memory task, we conducted a pilot study to examine how 24 hours of tobacco abstinence in moderate to heavy smokers would affect memory in males and females. Twenty-five moderate to heavy smokers were tested following a period of smoking normally and following 24 hours of tobacco abstinence. At each session, participants completed a recognition memory task in which items were studied under full- and divided-attention conditions (a standard manipulation of memory encoding) as well as tests of passive short-term and working memory (forward and backward digit span). Tobacco abstinence significantly reduced memory performance under full attention conditions for males but not for females. A significant main effect of smoking status in which abstinence significantly reduced performance, as well as a main effect of encoding condition (divided attention < full attention), were found. Our results demonstrate that there may be substantial sex differences in the cognitive effects of tobacco abstinence. While preliminary, the data suggest the need for further, more extensive study of how males and females differ during tobacco abstinence. Such information will inform the best strategies for tobacco cessation efforts.",Remaining
961,2909676,Journal of neurosurgery,Thermosensitive determination of patency in lumboperitoneal shunts. Technical note.,Surface cooling and thermistor recording over shunt tubing was used in 23 studies of cerebrospinal fluid shunt patency in 19 patients with lumboperitoneal shunts and normal-pressure hydrocephalus. Shunt patency was shown by downward reflection of the recording trace similar to that obtained for ventriculoperitoneal shunts. Obstruction was demonstrated by a flat-line recording or an upward deflection.,Human-non-RCT-non-drug-intervention
962,7914045,Acta psychiatrica Scandinavica. Supplementum,Schizophrenia--a national emergency: preliminary observations on SANELINE.,"In May 1992 the British mental health charity SANE inaugurated a telephone helpline for people suffering from or copying with severe mental illness. From its first days the line has been inundated by people needing information and help about their illness. The line is open from 1400 to midnight every day of the year, and is manned by almost 100 trained volunteers supervised by professional staff. In total more than 100,000 people have called the SANELINE number since it opened. For every call taken, a detailed log is written up immediately. The service is, of course, confidential. We recognized even before the line was opened that these logs would provide unique information on which a wide range of research could be based. One of the most frequent problems about which callers told us was dissatisfaction with the medication they were given. Many callers complained about the negative symptoms of schizophrenia. We have been working on a pilot study to determine the problems sufferers find with their medication, which may throw light on the concept of the neuroleptic-induced deficit syndrome.",Human-non-RCT-non-drug-intervention
963,20831935,Dental clinics of North America,"Needle phobia: etiology, adverse consequences, and patient management.","Needle phobia has profound health, dental, societal, and legal implications, and severe psychological, social, and physiologic consequences. There is genetic evidence for the physiologic response to needle puncture, and a significant familial psychological component, showing evidence of inheritance. Needle phobia is also a learned behavior. The dental practitioner must recognize patients with needle phobia before the administration of local anesthetics to identify patients who are potentially reactive and to prevent untoward sequelae. Needle phobia is highly associated with avoidance behavior, and the dentist must exhibit compassion and respect. To avoid bradycardia, hypotension, unconsciousness, convulsions, and possibly asystole, oral premedication with benzodiazepines or other antianxiety agents must be considered for patients who are needle phobic. Management of needle phobiaeinduced syncope includes perioperative monitoring, oxygen administration, positioning, atropine, and vasopressors.",Remaining
