idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
967,19200949,Biological psychiatry,Decreased neurokinin-1 (substance P) receptor binding in patients with panic disorder: positron emission tomographic study with [18F]SPA-RQ.,"Positron emission tomography (PET) can localize and quantify neurokinin-1 (NK(1)) receptors in brain using the nonpeptide antagonist radioligand, [(18)F]SPA-RQ. We sought to determine if patients with panic disorder have altered density of NK(1) receptors in brain because of their history of recurrent panic attacks. We also sought to determine if a drug-induced panic attack releases substance P in brain, as measured by decreased binding of [(18)F]SPA-RQ.	Positron emission tomography scans with [(18)F]SPA-RQ were performed in 14 patients with panic disorder and 14 healthy subjects. Of these two groups, 7 patients and 10 healthy subjects were scanned twice, once at baseline and once after injection of doxapram, a drug that induces panic attacks.	NK(1) receptor binding in patients (n = 14) compared with that in healthy subjects (n = 14) was significantly decreased by 12% to 21% in all brain regions. Doxapram effectively produced panic attacks in 6 of 7 patients with panic disorder but only 2 of 10 healthy subjects. Doxapram caused no significant change of [(18)F]SPA-RQ binding in either patients or healthy subjects.	Although induction of a panic attack has no significant effect on [(18)F]SPA-RQ binding to NK(1) receptors, patients with panic disorder have widespread reduction of NK(1) receptor binding in brain.",Remaining,0,0
968,18579121,Brain research,Mobility decline of unknown origin in mild cognitive impairment: an MRI-based clinical study of the pathogenesis.,"Mobility dysfunction of unknown origin predicts dementia in the elderly and is associated with periventricular leukoaraiosis (LA), another predictor of dementia of still controversial pathogenesis, in the elderly with mild cognitive impairment (MCI). Thus, this study examined which gait and balance parameters best correlate with periventricular LA to better understand the pathogenesis of mobility decline in MCI. High resolution MRI and detailed mobility assessment were performed in 61 subjects (72 years+/-5) with MCI. Cognitive assessment included Free and Cued Selective Reminding Test (FCSRT) and the Trail Making test part B (TMB). Mobility assessment included reports of falls in the previous 6-month period, the walking while talking test, the timed 'up and go test' (TUG), measurement of fast gait speed, the standing test and the one-leg standing test. There was an association between marked periventricular LA and slow postural changes, slow gait (TUG and gait speed), altered balance (standing test and one-leg standing test), altered walking while talking test. But after adjusting for age and ventriculomegaly on a logistic multiple regression model, performance on the TUG test was the only clinical predictor of periventricular LA (>10 s, P=0.002). Poorer TUG performances were more frequent with vascular than Alzheimer's disease-like profiles on the FCSRT and TMB tests (P=0.01). In conclusion, the clinical profile of patients demonstrating a main MR brain correlate of mobility dysfunction supports a main pathomechanism of subtle vascular extrapyramidal dysfunction in MCI.",Remaining,0,0
969,16318827,Current psychiatry reports,Clinical and legal characteristics of inmates with bipolar disorder.,"Individuals with bipolar disorder are at an increased risk of criminal arrest compared with those in the population at large. The combination of manic symptoms and substance abuse seem to be the primary illness factors for this increased risk, and the public mental health system has faced challenges in treating these patients successfully in community settings. To decrease the risk for arrest in bipolar patients, clinicians can screen and refer patients for substance use disorders, stabilize mania in hospital settings, and take measures to improve outpatient adherence in the postmanic hospitalization period. Psychiatric advance directives, new developments in civil commitment law, and mental health courts are legal mechanisms that may be critical in preventing the criminalization of those with bipolar disorder.",Remaining,0,0
970,31752082,International journal of environmental research and public health,Electrophysiological Correlates of an Alcohol-Cued Go/NoGo Task: A Dual-Process Approach to Binge Drinking in University Students.,"Binge drinking is a common pattern of alcohol consumption in adolescence and youth. Neurocognitive dual-process models attribute substance use disorders and risk behaviours during adolescence to an imbalance between an overactivated affective-automatic system (involved in motivational and affective processing) and a reflective system (involved in cognitive inhibitory control). The aim of the present study was to investigate at the electrophysiological level the degree to which the motivational value of alcohol-related stimuli modulates the inhibition of a prepotent response in binge drinkers. First-year university students (n = 151, 54 % females) classified as binge drinkers (n = 71, ≥6 binge drinking episodes, defined as 5/7 standard drinks per occasion in the last 180 days) and controls (n = 80, <6 binge drinking episodes in the last 180 days) performed a beverage Go/NoGo task (pictures of alcoholic and nonalcoholic drinks were presented according to the condition as Go or NoGo stimuli; Go probability = 0.75) during event-related potential recording. In binge drinkers but not controls, the amplitude of the anterior N2-NoGo was larger in response to nonalcohol than in response to alcohol pictures. No behavioural difference in task performance was observed. In terms of dual-process models, binge drinkers may require increased activation to monitor conflict in order to compensate for overactivation of the affective-automatic system caused by alcohol-related bias.",Remaining,0,0
971,33935083,Journal of Alzheimer's disease : JAD,Relationship Between Quality of Life of People with Dementia and Their Caregivers in Indonesia.,"Caregivers, as one of the most important roles in caring for a person with dementia, have a challenging task. Therefore, maintaining the quality of life (QoL) of caregivers is an integral part of dementia care.	To explore the relationship between the QoL of people with dementia and their caregivers in Indonesia.	This is a cross-sectional study using binary correlations to analyze the relationship between people with dementia and caregivers' QoL. Conducted in Cipto Mangunkusumo Hospital in Jakarta, the subjects were 42 people diagnosed with dementia according to the PPDGJ-III (adapted from the ICD 10) and 42 primary caregivers with at least 6 hours duration of caregiving per day. The QoL of people with dementia was measured by EuroQol-5D and VAS EQ-5D, while severity of dementia was measured by MMSE. Caregivers underwent an interview using WHO Quality of Life Instrument (WHOQOL-BREF) and NPI.	Most caregivers were women, aged 40-70 years old. The study found caregivers' QoL environmental domain strongly correlated with people with dementia's QoL (r = 0.839). Severity of dementia had a strong correlation with caregivers' QoL physical domain (r = 0.946). Age, duration of caregiving per day, period of care provided by caregivers, and caregiver's distress had a strong correlation with caregiver QoL for specific domains.	There was a strong correlation between people with dementia's QoL and caregiver QoL, so in managing dementia, clinicians should consider caregivers' wellbeing as an essential part significantly affecting the quality of elderly care improvement.",Remaining,0,0
972,36033765,Frontiers in public health,"The direct and indirect effects of length of hospital stay on the costs of inpatients with stroke in Ningxia, China, between 2015 and 2020: A retrospective study using quantile regression and structural equation models.","Length of hospital stay (LOHS) is the main cost-determining factor of hospitalization for stroke patients. However, previous analyses involving LOHS did not consider confounding or indirect factors, or the effects of other factors on LOHS and inpatient costs.	To investigate the direct and indirect effects of LOHS on the hospitalization costs of inpatients with ischemic and hemorrhagic stroke.	This was a population-based, retrospective, and observational study that analyzed data acquired from the Nationwide Inpatient Sample between 2015 and 2020 relating to ischemic and hemorrhagic stroke in Ningxia, China.	Hospitalizations were identified by the International Classification of Diseases 10th Revision (ICD-10). Inpatient costs were described by the median M (P25, P75). We used a quantile regression model to estimate the linear relationships between a group of independent variables X and the quantile of the explained variable hospitalization cost (Y). A structural equation model (SEM) was then used to investigate the direct and indirect effects of LOHS on inpatient costs.	The study included 129,444 patients with ischemic stroke and 15,525 patients with hemorrhagic stroke. The median LOHS was 10 (8-13) days for ischemic stroke and 15 (10-22) days for hemorrhagic stroke. The median M (P25, P75) of inpatient costs was $1020 (742-1545) for ischemic stroke and 2813 (1576-6191) for hemorrhagic stroke. The total effect of LOHS on inpatient costs was 0.795 in patients with ischemic stroke. The effect of yearof discharge (X4) and CCI (X8) on inpatient costs was dominated by an indirect effect through the LOHS. The indirect effect was -0.071 (84.52% of the total effect value) and 0.034 (69.39% of the total effect value), respectively. The total effect of LOHS on inpatient costs in patients with hemorrhagic stroke was 0.754. The influence of CCI on inpatient costs was dominated by an indirect effect through LOHS; the indirect effect value was -0.028 (77.78% of the total effect value). The payment type, surgery, method of discharge, and hospital level also exerted an impact on inpatient costs by direct and indirect effects through the LOHS.	Length of hospital stay (LOHS) was identified as the main factor influencing hospitalization costs. However, other social factors were shown to indirectly influence hospitalization costs through the LOHS. Taking effective measures to further reduce hospitalization costs remains an effective way to control hospitalization costs for stroke patients.",Remaining,0,0
973,2500373,Developmental medicine and child neurology,Effects of puberty on seizure frequency.,"Seizure frequency was documented before, during and in some cases after puberty for 12 patients with continuing generalised tonic-clonic seizures (GTCS) and for 14 with complex partial seizures (CPS) who were receiving anti-epileptic drugs. For the patients with GTCS there was a significant increase in seizure frequency during the pubertal growth-spurt, with a subsequent decrease after growth ceased. There appeared to be no relationship between puberty and the frequency of CPS. Both groups were more likely to have suboptimal plasma drug-levels during puberty, suggesting that medication was not the cause of the increased GTCS frequency. Further examination of hormonal levels in relation to frequency of GTCS during puberty could provide a better understanding of the influence of hormones.",Remaining,0,0
974,3413450,Scandinavian journal of rehabilitation medicine,An evaluation of the hemiplegic subject based on the Bobath approach. Part III. A validation study.,"Sixty-two hemiplegic subjects were treated with the Bobath approach for a period of three months. During this time they were evaluated on three occasions. The testing battery consisted of a Bobath evaluation, the Brunnstrom scale, the Fugl-Meyer test, the Upper Extremity Functional Test (UEFT) and the Present Pain Intensity (PPI) of the McGill pain questionnaire. A Friedman analysis of variance showed that, except for pain, all the protocols used disclosed significant progress (p less than 0.001) over time in terms of motor recovery. Except for pain, the results of the Bobath evaluation were significantly correlated (Spearman's Rho, p less than 0.001) with the results of the other testing procedures. It is concluded that the new Bobath evaluation proposed in a previous paper is as sensitive in depicting progress in motor recovery over time as are the other testing procedures used. Furthermore, this new evaluation seems to be measuring similar properties to the other tests. However, pain (PPI) appears not to be an important dependent variable.",Remaining,0,0
975,24589148,Quality in primary care,Intervention fidelity in primary care complex intervention trials: qualitative study using telephone interviews of patients and practitioners.,"Treatment fidelity has previously been defined as the degree to which a treatment or intervention is delivered to participants as intended. Underreporting of fidelity in primary care randomised controlled trials (RCTs) of complex interventions reduces our confidence that findings are due to the treatment or intervention being investigated, rather than unknown confounders.	We aimed to investigate treatment fidelity (for the purpose of this paper, hereafter referred to as intervention fidelity), of an educational intervention delivered to general practice teams and designed to improve the primary care management of insomnia.	We conducted telephone interviews with patients and practitioners participating in the intervention arm of the trial to explore trial fidelity. Qualitative analysis was undertaken using constant comparison and a priori themes (categories): 'adherence to the delivery of the intervention', 'patients received and understood intervention' and 'patient enactment'.	If the intervention protocol was not adhered to by the practitioner then patient receipt, understanding and enactment levels were reduced. Recruitment difficulties in terms of the gap between initially being recruited into the study and attending an intervention consultation also reduced the effectiveness of the intervention. Patient attributes such as motivation to learn and engage contributed to the success of the uptake of the intervention.	Qualitative methods using brief telephone interviews are an effective way of collecting the depth of data required to assess intervention fidelity. Intervention fidelity monitoring should be an important element of definitive trial design.	ClinicalTrials. gov id isrctn 55001433 - www.controlled-trials.com/isrctn55001433.",Remaining,0,0
976,23176747,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Dysregulated 5-HT(2A) receptor binding in postmortem frontal cortex of schizophrenic subjects.,"Previous postmortem and neuroimaging studies have repeatedly suggested alterations in serotonin 5-HT(2A) receptor (5-HT(2A)R) binding associated with the pathophysiology of schizophrenia. These studies were performed with ligands, such as ketanserin, altanserin and LSD, that may bind with high-affinity to different structural or functional conformations of the 5-HT(2A)R. Interpretation of results may also be confounded by chronic antipsychotic treatment and suicidal behavior in the schizophrenia group. We quantified 5-HT(2A)R density by radioligand binding assays in postmortem prefrontal cortex of antipsychotic-free (n=29) and antipsychotic-treated (n=16) schizophrenics, suicide victims with other psychiatric diagnoses (n=13), and individually matched controls. [[3]H]Ketanserin binding, and its displacement by altanserin or the LSD-like agonist DOI, was assayed. Results indicate that the number of [[3]H]ketanserin binding sites to the 5-HT(2A)R was increased in antipsychotic-free (128 ± 11%), but not in antipsychotic-treated (92 ± 12%), schizophrenic subjects. In suicide victims, [[3]H]ketanserin binding did not differ as compared to controls. Aging correlated negatively with [[3]H]ketanserin binding in schizophrenia, suicide victims and controls. The fraction of high-affinity sites of DOI displacing [[3]H]ketanserin binding to the 5-HT(2A)R was increased in antipsychotic-free schizophrenic subjects. Functional uncoupling of heterotrimeric G proteins led to increased fraction of high-affinity sites of altanserin displacing [[3]H]ketanserin binding to the 5-HT(2A)R in schizophrenic subjects, but not in controls. Together, these results suggest that the active conformation of the 5-HT(2A)R is up-regulated in prefrontal cortex of antipsychotic-free schizophrenic subjects, and may provide a pharmacological explanation for discordant findings previously obtained.",Remaining,0,0
977,27326858,PloS one,OpenVigil FDA - Inspection of U.S. American Adverse Drug Events Pharmacovigilance Data and Novel Clinical Applications.,"Pharmacovigilance contributes to health care. However, direct access to the underlying data for academic institutions and individual physicians or pharmacists is intricate, and easily employable analysis modes for everyday clinical situations are missing. This underlines the need for a tool to bring pharmacovigilance to the clinics. To address these issues, we have developed OpenVigil FDA, a novel web-based pharmacovigilance analysis tool which uses the openFDA online interface of the Food and Drug Administration (FDA) to access U.S. American and international pharmacovigilance data from the Adverse Event Reporting System (AERS). OpenVigil FDA provides disproportionality analyses to (i) identify the drug most likely evoking a new adverse event, (ii) compare two drugs concerning their safety profile, (iii) check arbitrary combinations of two drugs for unknown drug-drug interactions and (iv) enhance the relevance of results by identifying confounding factors and eliminating them using background correction. We present examples for these applications and discuss the promises and limits of pharmacovigilance, openFDA and OpenVigil FDA. OpenVigil FDA is the first public available tool to apply pharmacovigilance findings directly to real-life clinical problems. OpenVigil FDA does not require special licenses or statistical programs.",Remaining,0,0
978,25330102,PloS one,Modeling the dynamics of disease states in depression.,"Major depressive disorder (MDD) is a common and costly disorder associated with considerable morbidity, disability, and risk for suicide. The disorder is clinically and etiologically heterogeneous. Despite intense research efforts, the response rates of antidepressant treatments are relatively low and the etiology and progression of MDD remain poorly understood. Here we use computational modeling to advance our understanding of MDD. First, we propose a systematic and comprehensive definition of disease states, which is based on a type of mathematical model called a finite-state machine. Second, we propose a dynamical systems model for the progression, or dynamics, of MDD. The model is abstract and combines several major factors (mechanisms) that influence the dynamics of MDD. We study under what conditions the model can account for the occurrence and recurrence of depressive episodes and how we can model the effects of antidepressant treatments and cognitive behavioral therapy within the same dynamical systems model through changing a small subset of parameters. Our computational modeling suggests several predictions about MDD. Patients who suffer from depression can be divided into two sub-populations: a high-risk sub-population that has a high risk of developing chronic depression and a low-risk sub-population, in which patients develop depression stochastically with low probability. The success of antidepressant treatment is stochastic, leading to widely different times-to-remission in otherwise identical patients. While the specific details of our model might be subjected to criticism and revisions, our approach shows the potential power of computationally modeling depression and the need for different type of quantitative data for understanding depression.",Remaining,0,0
979,20714809,Wiener medizinische Wochenschrift (1946),Villa Metabolica - a center of excellence for the diagnosis and treatment of lysosomal storage disorders.,"Lysosomal storage disorders are very rare diseases that are characterized by a great variability in their clinical presentation. In order to gain experience in this complex field, a center of excellence must be established that covers all aspects of these conditions such as diagnosis, treatment and research. The Villa Metabolica at the Children's Hospital of the University of Mainz is dedicated to provide diagnosis and multidisciplinary management for all patients affected by any of the about 50 known lysosomal storage disorders. This short communication will give an introduction of the activities of this institution.",Remaining,0,0
980,12666465,Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43),"Parental acceptance, postpartum depression, and maternal sensitivity: mediating and moderating processes.","Mothers (n = 92), fathers (n = 84), and their infants (60% male) participated in a longitudinal study of postpartum depression and maternal sensitivity. Mothers completed questionnaire measures of remembered parental acceptance, depressive symptoms, and infant distress to novelty and limits. Mothers and partners reported on marital aggression and avoidance. Maternal sensitivity was observed in the laboratory at 6 months. Characteristics of mothers, partners, and infants combined to predict postpartum depression and maternal sensitivity. Remembered parental rejection predicted postpartum depressive symptoms with prenatal depression controlled; self-esteem mediated this effect. Paternal acceptance buffered against postpartum depression when infants were highly reactive and when partners were aggressive. Paternal acceptance reduced the impact of postpartum depression on maternal sensitivity; having an aggressive marital partner exacerbated the effect.",Remaining,0,0
981,623507,Archives of general psychiatry,Female criminality and the prediction of recidivism. A prospective six-year follow-up.,"A prospective, six-year follow-up investigation of 66 convicted female felons indicated that psychiatric, social, and familial factors defined and measured at the time of the index study affected the rate of criminal recidivism. Wide individual variation in the course of female criminality was observed. Prolonged supervision on parole or probation appeared to have therapeutic benefit. The most powerful predictors of recidivism were the diagnoses of drug dependence and antisocial personality, and a history of homosexuality. Familial criminality and maternal hysteria were also associated with an increased risk of serious and persistent recidivism. Educational, marital, and employment status contributed to a lesser extent, while race and type of index offense were only significant (P less than .05) when minor offenses were considered.",Remaining,0,0
982,20377428,AIDS research and human retroviruses,Evidence for adaptive evolution at the divergence between lymphoid and brain HIV-1 nef genes.,"Human immunodeficiency virus type 1 (HIV) infection of the central nervous system frequently causes HIV-associated neurocognitive disorders (HAND). The role of HIV Nef and other accessory proteins in HAND pathogenesis is unclear. To determine whether HIV nef undergoes adaptive selection in brain, we cloned 100 nef sequences (n = 30 brain and n = 70 lymphoid) from four patients with AIDS and HIV-associated dementia (HAD). Normalized nonsynonymous substitutions were more frequent at the divergence of lymphoid and brain sequences, indicating stronger adaptive selection in brain compared to lymphoid tissue. Brain-specific nonsynonymous substitutions were found within an NH(3)-terminal CTL epitope, the PACS1 binding motif, or positions predicted to be important for activation of the myeloid-restricted Src family tyrosine kinase Hck. These results suggest that adaptive selection of HIV nef in brain may reflect altered requirements for efficient replication in macrophages and brain-specific immune selection pressures.",Remaining,0,0
983,30094777,International journal of computer assisted radiology and surgery,"Development and internal validation of an aneurysm rupture probability model based on patient characteristics and aneurysm location, morphology, and hemodynamics.","Unruptured cerebral aneurysms pose a dilemma for physicians who need to weigh the risk of a devastating subarachnoid hemorrhage against the risk of surgery or endovascular treatment and their complications when deciding on a treatment strategy. A prediction model could potentially support such treatment decisions. The aim of this study was to develop and internally validate a model for aneurysm rupture based on hemodynamic and geometric parameters, aneurysm location, and patient gender and age.	Cross-sectional data from 1061 patients were used for image-based computational fluid dynamics and shape characterization of 1631 aneurysms for training an aneurysm rupture probability model using logistic group Lasso regression. The model's discrimination and calibration were internally validated based on the area under the curve (AUC) of the receiver operating characteristic and calibration plots.	The final model retained 11 hemodynamic and 12 morphological variables, aneurysm location, as well as patient age and gender. An adverse hemodynamic environment characterized by a higher maximum oscillatory shear index, higher kinetic energy and smaller low shear area as well as a more complex aneurysm shape, male gender and younger age were associated with an increased rupture risk. The corresponding AUC of the model was 0.86 (95% CI [0.85, 0.86], after correction for optimism 0.84).	The model combining variables from various domains was able to discriminate between ruptured and unruptured aneurysms with an AUC of 86%. Internal validation indicated potential for the application of this model in clinical practice after evaluation with longitudinal data.",Remaining,0,0
984,17940342,Neuroepidemiology,High prevalence of dementia in a Caribbean population.,"People in Caribbean countries are thought to be at particularly high risk for dementia. Basic descriptive epidemiology of dementia is required for populations in the region to determine the validity of this hypothesis. The main objectives of the study were to assess the prevalence, types and severity of dementia among elderly people (>or=55 years old) in an urban area on the Caribbean coast of Venezuela, and to determine the gender and age distribution of affected people.	The population-based Maracaibo Aging Study included 3,657 subjects, all of whom underwent a standardized, in-person interview. 2,438 of these subjects underwent neuropsychological, neuropsychiatric, cardiovascular and nutritional assessment.	The overall prevalence rate of dementia in elderly subjects was 8.04% and was not significantly different for women and men. Alzheimer's disease was the most frequent type of dementia (50%), followed by vascular dementia (27%). Of all cases of dementia, 41.84% were ranked as mild, 30.10% as moderate and 28.06% as severe.	The prevalence of dementia in elderly people from the Caribbean coast of Venezuela is much higher than frequencies previously reported for developing countries.",Remaining,0,0
985,16123542,"Cerebrovascular diseases (Basel, Switzerland)","Hypertension and stroke in centenarians, Okinawa, Japan.","To investigate the relationship between a history of hypertension, cigarette smoking and alcohol intake and the lifetime prevalence of stroke in the oldest-old population.	A cross-sectional study.	All of the Japanese centenarians in the Okinawa Prefecture (266 men and 1,378 women).	Okinawa Prefectural Government conducted health surveys among all of the centenarians in Okinawa. The variables used for analysis were sex, history of stroke, age at the first diagnosis of stroke, history of hypertension, cigarette smoking and alcohol intake. We used multiple logistic regression analysis taking the history of stroke as the dependent variable.	The lifetime prevalence value for stroke was 11.0% in Japanese centenarians. Hypertension was independently associated with an increased lifetime prevalence of stroke (adjusted odds ratio = 2.97 and 95% confidence interval: 2.16-4.08). There was no material relationship between sex, cigarette smoking, oralcohol intake and the prevalence of stroke. When the lifetime prevalence of stroke was divided according to whether stroke had been diagnosed for the first time at the age of 90 years or less or over the age of 90, a significant positive association between hypertension and stroke was more pronounced in centenarians with a diagnosis of stroke at the age of 90 years or less than in those over the age of 90.	The findings suggest that hypertension may increase the likelihood of stroke in Japanese centenarians in Okinawa although the association between hypertension and stroke was more pronounced in those having stroke at 90 years or younger.",Remaining,0,0
986,1401120,Journal of developmental and behavioral pediatrics : JDBP,Can learning disabilities in children who were extremely low birth weight be identified at school entry?,"This prospective study was designed to test the hypothesis that a significant proportion of extremely low birth weight (ELBW) children identified as 'at risk' for school problems at age 5 years by the Florida Kindergarten Screening Battery (FKSB) will present with specific learning disability (LD) when retested at age 8 years. A regional cohort of 81 of 84 ELBW survivors born between 1980 and 1982 were reassessed at age 8 years by Wechsler Intelligence Scale for Children-Revised (WISC-R), Wide Range Achievement Test-Revised (WRAT-R), and tests of motor function. The association of FKSB risk status and WRAT-R reading subtest for predicting general reading disability in the overall sample at age 8 years resulted in a sensitivity of 0.68, specificity of 0.48, and a likelihood ratio of 1.3. Of the 43 'normal' children at age 5 years with no neurosensory impairments and IQ > or = 84 (McCarthy GCI), 49% were considered to be at 'mild' to 'high' risk for future LD. The prevalence of specific LD (reading disorder) at age 8 years in children with normal IQ (WISC-R > or = 85) was 28%. The positive predictive value of the 5-year FKSB for identifying children with specific LD at age 8 years was 0.20 (sensitivity 0.33, specificity 0.48). We conclude the FKSB is not an efficient tool for predicting either general or specific LD in ELBW children.",Remaining,0,0
987,17254426,Twin research and human genetics : the official journal of the International Society for Twin Studies,"The Taipei Adolescent Twin/sibling Family Study I: behavioral problems, personality features, and neuropsychological performance.","The present study aimed to investigate genetic and environmental influences on behavioral problems, personality features, and neuropsychological performance among adolescents in Taipei, Taiwan. Between 1996 and 1998, with the assistance of the Twin Association and junior high schools in Taipei City, we solicited a list of twins from 51 junior high schools in Taipei. Names, addresses, and telephone numbers of the twins enrolled in these schools were obtained. The vast majority of the recruited twins were between 12 and 16 years old. The recruited twins received assessments for behavioral problems, general and schizotypal personality, and cognitive functions. Their parents rated their children on behavioral/ emotional problems and were assessed on their own general and specific personality. Same-sex sibling pairs (ages vary within 2 years) and their parents from three schools were also recruited to increase sample size for the group with a kinship coefficient of .50. Twins' zygosity was determined by a combination of DNA typing and physical similarity. The Mx program was used to estimate parameters for the full model and its reduced models. The recruitment, measurements, data managements, and published results are described in this article.",Remaining,0,0
988,15907750,Epilepsy & behavior : E&B,Differentiating anxiety and depression symptoms in patients with partial epilepsy.,"Anxiety and depression are separate psychiatric conditions that are often interrelated. This study examines whether they exist independently in this population of patients with partial epilepsy and if they affect all quality-of-life domains. Adult epilepsy patients taking two or more antiepileptic drugs completed a health status survey including demographic items, the Hospital Anxiety and Depression Scale, and the Quality of Life in Epilepsy-10 (QOLIE-10). The questionnaire was completed by 201 epilepsy patients. Symptom prevalences of anxiety (52% none, 25% mild, 16% moderate, 7% severe) and depression (62% none, 20% mild, 14% moderate, 4% severe) were high. All health-related quality-of-life (HRQOL) domains worsened significantly with increasing levels of anxiety and depression: Total QOLIE-10 scores decreased from 72+/-18 in patients with no anxiety to 54+/-13 in those with mild, 48+/-18 in those with moderate, and 40+/-23 in those with severe anxiety (P<0.0001). Total QOLIE-10 scores decreased from 70+/-16 in patients with no depression to 50+/-16 in those with mild, 45+/-16 in those with moderate, and 24+/-21 in those with severe depression (P<0.0001). No significant difference in anxiety scores was observed controlling for seizure frequency or epilepsy duration. Regression analyses showed that anxiety and depression account for different proportions of variance as predictors of HRQOL (R2=0.337 (anxiety) and 0.511 (depression)). The data suggest that patients may benefit from increased attention to the role of anxiety separately from depression.",Remaining,0,0
989,17996378,Neuroscience,Working memory load-related electroencephalographic parameters can differentiate progressive from stable mild cognitive impairment.,"Recent studies described several changes of endogenous event-related potentials (ERP) and brain rhythm synchronization during memory activation in patients with Alzheimer's disease (AD). To examine whether memory-related EEG parameters may predict cognitive decline in mild cognitive impairment (MCI), we assessed P200 and N200 latencies as well as beta event-related synchronization (ERS) in 16 elderly controls (EC), 29 MCI cases and 10 patients with AD during the successful performance of a pure attentional detection task as compared with a highly working memory demanding two-back task. At 1 year follow-up, 16 MCI patients showed progressive cognitive decline (PMCI) and 13 remained stable (SMCI). Both P200 and N200 latencies in the two-back task were longer in PMCI and AD cases compared with EC and SMCI cases. During the interval 1000 ms to 1700 ms after stimulus, beta ERS at parietal electrodes was of lower amplitude in PMCI and AD compared with EC and SMCI cases. Univariate models showed that P200, N200 and log% beta values were significantly related to the SMCI/PMCI distinction with areas under the receiver operating characteristic curve of 0.93, 0.78 and 0.72, respectively. The combination of all three EEG hallmarks was the stronger predictor of MCI deterioration with 90% of correctly classified MCI cases. Our data reveal that PMCI and clinically overt AD share the same pattern of working memory-related EEG activation characterized by increased P200-N200 latencies and decreased beta ERS. They also show that P200 latency during the two-back task may be a simple and promising EEG marker of rapid cognitive decline in MCI.",Remaining,0,0
990,11242936,Harefuah,[Long-term sequelae of malignant tumors in childhood: consequences of late side-effects].,"110 children with malignant diseases (leukemia excepted) who survived 5-20 years (median 9) post-therapy were followed (1996-1998). Median age during follow-up was 15 years (range 5-23). The most common malignancies were brain tumors, lymphoma, retinoblastoma and Wilm's tumor. The 174 late side-effects included endocrine disorders (19%), cognitive impairment (14%), orthopedic dysfunction (12%), alopecia (12%), dental damage (11%), psychological (8%) and neurological (8%) disturbances, and azoospermia or amenorrhea (5%). There was no cardiac or renal damage and no second malignancy. 29% of side-effects were severe. There was significant reduction in quality of life in 54 (49%), in 27 of whom it was severe enough to require psychological intervention. Treatment of brain tumor caused 98 late side-effects in 28 patients (sequelae-to-patient ratio [SPR] 3.3). Most cognitive, endocrine and neurological disorders, and most cases of alopecia, dental and psychological difficulties were in these patients. There were frequent late complications in those treated for retinoblastoma (SPR 1.8), and bone or soft tissue sarcomas (SPR 0.8). Those treated for Wilm's tumor had few side-effects (SPR 0.4). Late side effects were most frequent after radiation, reaching as high as SPR 2.4. It averaged only 0.5 in those treated with chemotherapy alone or in combination with surgery. Reduction of late side-effects in these patients requires using less toxic modalities, as long as cure rate is not compromised. When considering secondary strategies, screening for early detection of late complications would enable immediate solutions, such as hormonal replacement or providing compensating skills for post-treatment disability.",Remaining,0,0
991,30079883,Journal of studies on alcohol and drugs,The Rutgers Alcohol Problem Index for Adolescent Alcohol and Drug Problems: A Comprehensive Modern Psychometric Study.,"The Rutgers Alcohol Problem Index (RAPI) has been used extensively as a measure of alcohol-related problems experienced by adolescents and young adults. The present study aimed to comprehensively examine the psychometric profile and criterion-related validity of an 18-item RAPI adapted to measure negative consequences resulting from alcohol and other drug use in an at-risk adolescent population.	Categorical confirmatory factor analysis and the graded response model were used for evaluations of the latent factor structure, item properties, test information, and item invariance across gender, age groups (middle vs. late adolescence), and drug use profiles (readily available drugs vs. other illicit drugs), as well as computation of the item response theory scale scores for each of 617 alternative high school students (44% female).	A reduced set of 16 RAPI items provided plausible evidence of unidimensionality and good measurement precision at a relatively wide range of the latent trait continuum. All but two items were invariant across the drug use profiles. The other illicit drug group had higher levels of the latent substance-related problems than the readily available drug group. Criterion-related validity was supported using a measure of past-year polysubstance use.	The RAPI can be effectively modified to measure negative consequences resulting from alcohol and other drug use and reflects a sufficiently wide range of the latent continuum of problem use.",Remaining,0,0
