idx,pmid,journal_name,title,abstract,keywords,accepted_label,multi_label,binary_label
931,31243575,European journal of pediatrics,Benefits of medical clowning in the treatment of young children with autism spectrum disorder,"We investigated the contribution of group therapy delivered by a medical clown to young children diagnosed with autism spectrum disorder (ASD). So far, scientific publications regarding medical clowning focus on general health advantages. The current study is the first controlled research examining the use of medical clowning in the therapy for children with ASD. Twenty-four children aged 2-6 years old with ASD enrolled in our special education intensive program were examined before and after group sessions with clown intervention (CI) and other intervention (OI). We tested stereotypic behaviors, verbal expression, play reciprocity, and social smiles. Data was collected during 12 weeks of intervention, and the trajectory of change was evaluated in addition to the pre-/post-intervention.Conclusion: improvement over time in all measures: Significant increase in word production, play reciprocity, and amount of social smiles during CI as compared with OI. We also found a reduction in frequency of stereotypic behaviors during and following CI as compared with before CI. These preliminary results indicate that medical clowning may be beneficial for young children with ASD, since it promotes communication and social reciprocity in a fun and lively interventional setting. What is Known: • Many therapies are used and proven as efficacious interventions for children with ASD. • So far, medical clowning was not tested as an intervention or therapy for ASD. What is New: • Medical clowning sessions with children with ASD elicited enhanced communication during the interventions as compared with other interventions. • Medical clowning sessions contributed to a decrease in frequency of stereotypic movements over time, in children with ASD.",Autism spectrum disorder| Complementary and alternative therapies for ASD| Medical clowning| Treatment,Human-non-RCT-non-drug-intervention,2,0
932,10725856,International journal of cancer,Comparison of three treatment options for single brain metastasis from lung cancer.,"Whole brain radiotherapy (WBRT), stereotactic radiosurgery (SRS), and the combination of both treatment methods were used for the management of single brain metastasis from lung cancer. The purpose of this study is to compare these three different treatment options in terms of local response, survival, and quality of life. From June 1995 to July 1998, 70 lung cancer patients with new diagnosed single brain metastasis were treated with either WBRT alone (n = 29), or SRS alone (n = 23), or the combination of both methods (n = 18). Multiple endpoints, including survival, freedom from local progression (FFLP), freedom from new brain metastasis (FFNBM), local control, Karnofsky performance status (KPS), and causes of death, were measured from the date of treatment completion and compared using univariate and multivariate analyses. For patients treated with WBRT-alone, SRS-alone, and SRS+WBRT, the median survivals were 5.7, 9.3, and 10.6 months, the median FFLP were 4.0, 6.9, and 8.6 months, the median FFNBM were 4.1, 6.7, and 8.6 months, and the local response rates were 55.6, 87.0, and 88.9%, respectively. Four of the 29 patients treated with WBRT-alone continued with progression of disease. The post treatment KPS showed improvement in 41.4, 82.6, and 88.9% of patients treated with WBRT-alone, SRS-alone, and SRS+WBRT, respectively. The progression of new and/or recurred metastatic brain tumor as the cause of death accounted for 51.7%, 50. 0%, and 28.3% of the patients treated with WBRT-alone, SRS-alone, and SRS+WBRT, respectively. Univariate analyses showed that the significant differences among the three treatment arms were observed based on all of the above mentioned endpoints. However, the comparison between SRS-alone and SRS+WBRT groups indicated that adding WBRT only improves FFNBM (P = 0.0392). Cox regression analyses revealed no significant difference in both of the KPS (P = 0.1082) and causes of death (P = 0.081) among the three arms. Both SRS alone and SRS+WBRT seem better in prolonging life and improving quality of life than WBRT alone for patients with single brain metastasis from lung cancer. But the combined therapy did not show significant advantage over SRS alone in improving survival, enhancing local control, and quality of life except for a more favorable FFNBM. Further investigation via a randomized trial is needed to access the value of adding WBRT to SRS in the management of this group of patients. Int. J. Cancer (Radiat. Oncol. Invest.) 90, 37-45 (2000).",,Human-non-RCT-non-drug-intervention,2,0
933,1297235,Tumori,Single brain metastases from kidney tumors. Clinico-pathologic considerations on a series of 29 cases.,Twenty-nine cases of single cerebral metastases from renal carcinoma were the object of a retrospective and prospective study covering a period of 15 years (1975-1988). The best diagnostic means were NMR imaging with paramagnetic contrast medium and CAT scans after intravenous injection of a double dose of contrast medium. All patients underwent total surgical removal of the cerebral lesion. Radiotherapy was useful but had less influence on further reproduction than in metastases from tumors of other sites. The median survival was 28.1 months in patients who received radiotherapy and 23 months in the others. No significant difference in survival was found between the group of patients with unknown primary tumors and the other group with diagnosed primary neoplastic disease.,,Human-non-RCT-non-drug-intervention,2,0
934,16501219,Journal of interpersonal violence,Taking charge: a pilot curriculum of self-defense and personal safety training for female veterans with PTSD because of military sexual trauma.,"The authors describe an overview of the pilot project Taking Charge, a 36-hour comprehensive behavioral intervention involving psychoeducation, personal safety, and self-defense training for 12 female veterans with posttraumatic stress disorder (PTSD) from military sexual trauma. Self-defense training can incorporate the benefits of repeated exposure while teaching proactive cognitive and behavioral responses to the feared stimuli, and thus facilitate emotional and physical rescripting of and mastery over the trauma. Results up to 6 months follow-up indicate significant reductions in behavioral avoidance, PTSD hyperarousal, and depression, with significant increases in interpersonal, activity, and self-defense self-efficacy. The authors propose that this therapeutic self-defense curriculum provides an enhanced exposure therapy paradigm that may be a potent therapeutic tool in the treatment of PTSD.",,Human-non-RCT-non-drug-intervention,2,0
935,32797987,World neurosurgery,Only Spinal Fixation as Surgical Treatment of Cervical Myelopathy Related to Ossified Posterior Longitudinal Ligament: Review of 52 Cases.,"Ossification of the posterior longitudinal ligament (OPLL) is a hyperostotic condition resulting in a progressive narrowing of the spinal canal and subsequent neurologic deficits. Although systemic and local factors in combination with genetic abnormality have been considered in its etiopathogenesis, OPLL remains a poorly understood pathology. Surgical management of OPLL and the choice of the most appropriate treatment are still controversial issues. Here the authors report a series of OPLL-affected patients treated by 'only-fixation' technique.	Between June 2012 and June 2019, 52 patients having OPLL were treated by a surgical strategy involving only spinal fixation without any form of bone or soft tissue decompression. Facetal fixation for both the atlantoaxial and subaxial spine formed the basis of the surgical treatment. Clinical parameters, analysis of video recordings before and after surgery, and patient self-assessment were included in the analysis of outcome.	During the mean follow-up period there was an immediate postoperative and progressive recovery in symptoms in 51 patients. Of 14 patients who were wheelchair bound before surgery, 12 walked independently on follow-up assessment of 6 months. All patients had successful arthrodesis in the surgically treated segments. There were no infective- or implant-related complications.	Decision making in the surgical management of cervical OPLL is still controversial. The concept of spinal instability has been shown to be a nodal point in the pathogenesis of OPLL, and 'only-spinal fixation' can be considered a rationale for an appropriate surgical treatment.",Atlantoaxial instability| Facetal fixation| Ossification of posterior longitudinal ligament| Spinal instability,Human-non-RCT-non-drug-intervention,2,0
936,8044533,British journal of urology,Reasons for patient drop-out from an intracavernous auto-injection programme for erectile dysfunction.,To identify factors that contribute to patient drop-out rates from an intracavernous auto-injection programme for erectile dysfunction.	Forty-seven patients who had been successfully treated with intracavernous vasoactive agents but who subsequently failed to attend follow-up appointments were included in the study. Each patient completed a self-administered questionnaire.	Thirty (64%) completed questionnaires were returned. The reasons for withdrawal from treatment are outlined.	The majority of patients who discontinued intracavernous therapy did so for reasons unrelated to treatment associated problems.,,Human-non-RCT-non-drug-intervention,2,0
937,37042595,Georgian medical news,THE PROGRAM OF THE COMPLEX DIFFERENTIATED MEDICAL AND PSYCHOLOGICAL REHABILITATION OF THE PATIENTS WITH SUICIDAL BEHAVIOUR IN DEMENTIA.,"The conceptual model of rehabilitation and suicidal behaviour prevention in dementia, considering the multiple components, is presented in the article. The developed program of the complex differentiated medical and psychological rehabilitation and suicidal behaviour prevention (MPRS BP) in patients with dementia is aimed at the preventive measures of the suicidal behaviour (SB) through the depressive symptoms reduction, patient's mind and cognitive status stabilization, self-aggression decreases, social functioning and independence increase in patients with dementia. The individual approach to the prevention of SB in patients with dementia considered the SB factors (extra- and intrapersonal), SB formation mechanisms (cognitive, depressive, and psychological), clinical psychopathological SB correlators (especially gender-based) in different types of dementia. Offered MPRS BP program is based on the complex approach to rehabilitation. It combines pharmacotherapy, psychotherapy (crisis therapy, rational psychotherapy, art therapy, family psychotherapy), psychoeducation, psychological training (cognitive, communicative and social skills training) keeping to the principles of systematicity, complexity, integrity, phasing, personal interventions, provision of assistance in time. According to the approbation results of the MPRS BP program in dementia, its high efficiency was demonstrated compared to the traditional treatment programs of this category of patients.",,Human-non-RCT-non-drug-intervention,2,0
938,12789673,International journal of geriatric psychiatry,Bright light treatment improves sleep in institutionalised elderly--an open trial,"STUDY OBJECTIVES: This study evaluates the effects of bright light therapy among demented nursing home patients with sleep disturbances. DESIGN AND SETTING: 11 nursing home patients with actigraphically measured sleep efficiency below 85% took part in an open, non-randomised study where the subjects served as their own control. INTERVENTION: After two weeks of baseline measurements and two weeks of pretreatment measurements, patients received bright light exposure 2 h/day within the period 08:00-11:00 for two weeks. MEASUREMENTS AND RESULTS: Sleep-wake patterns during the 24-h day were evaluated by nursing staff ratings and wrist-worn motor activity devices (actigraphs). Sleep improved substantially with bright light exposure. Waking time within nocturnal sleep was reduced by nearly two h, and sleep efficiency improved from 73% to 86%. Corresponding improvements were found in nursing staff ratings. Effects were consistent across subjects. CONCLUSIONS: The findings add further evidence of the effectiveness of morning bright light exposure in the treatment of disturbed sleep among demented nursing home patients.",,Human-non-RCT-non-drug-intervention,2,0
939,1115632,"Archives of surgery (Chicago, Ill. : 1960)",Hypophysectomy in metastatic breast cancer.,"Experience with 50 women undergoing extracranial transethmoidal-sphenoidal hypophysectomy for metastatic breast carcinoma with 12-month follow-up showed an objective remission of metastases after hypophysectomy in 58% of patients. The highest incidence of remission following the operation occurred in those women with only osseous metastases (83%) or with previous remission to both therapeutic oophorectomy and androgen administration (86%). No patient with primary central nervous system metastases, only one of ten with hepatic metastases, and none who had failed to respond to both oophorectomy and exogenous androgen administration experienced remission after hypophysectomy. The operative approach to the pituitary was via a periorbital incision, the posterior ethmoid cells, and the sphenoid sinus. Cerebrospinal fluid rhinorrhea occurred in three early patients, and has been successfully avoided in later ones by a fascia lata graft. Diabetes insipidus, seen in 13 patients, and extraocular palsies, seen in two, were transient.",,Human-non-RCT-non-drug-intervention,2,0
940,29228382,"Operative neurosurgery (Hagerstown, Md.)",Long-Term Neurological and Radiological Results of Consecutive 63 Unruptured Anterior Communicating Artery Aneurysms Clipped via Lateral Supraorbital Keyhole Minicraniotomy.,"Treatments for unruptured anterior communicating artery (AcomA) aneurysm have relatively high morbidity.	To assess the lateral supraorbital keyhole approach for safe and complete clipping of unruptured AcomA aneurysm and evaluate the long-term clinical and radiological outcomes, including cognitive and depressive status.	A total of 63 patients (aged 41-79 yr, mean 64 yr) with relatively small AcomA aneurysms clipped via the lateral supraorbital approach were retrospectively analyzed among the 105 AcomA aneurysms treated by clipping from 2005 to 2014. Neurological and cognitive functions were examined by several scales, including the modified Rankin Scale (mRS) and Mini-Mental Status Examination. The depressive state was assessed using the Beck Depression Inventory and Hamilton Depression Scale. The state of clipping was assessed 1 yr and then every few years after the operation by 3-dimensional computed tomography angiography.	Complete neck clipping was confirmed in 62 aneurysms (98.4%). Perioperative complications occurred in 5 patients (5/63; mild frontalis muscle weakness in 3, anosmia in 1, and meningitis in 1). The mean clinical follow-up period was 5.2 ± 2.1 yr. No patient showed an mRS score more than 2 and all were completely independent in daily life. The depression scores were significantly improved after surgery. The overall mortality was 0% and overall morbidity (mRS score > 2 or Mini-Mental Status Examination score < 24) was 1.6%. All completely clipped aneurysms did not show any recurrence during the mean follow-up period of 4.9 ± 2.1 yr.	Lateral supraorbital keyhole approach to clip relatively small unruptured AcomA aneurysm promises less invasive and durable treatment.",Anterior communicating artery aneurysm| Keyhole clipping| Outcome,Human-non-RCT-non-drug-intervention,2,0
941,24673616,American journal of respiratory and critical care medicine,Role of sleep apnea and continuous positive airway pressure therapy in the incidence of stroke or coronary heart disease in women.,"It is unknown whether obstructive sleep apnea (OSA) may be a risk factor for incident cardiovascular events in women.	We sought to investigate whether OSA increases the incidence of a composite of stroke or coronary heart disease (CHD) in women, and the role of continuous positive airway pressure (CPAP) treatment on this association.	This was a prospective, observational study conducted in two Spanish teaching hospitals between 1998 and 2007. Consecutive women referred for suspected OSA and free of previous stroke and CHD were analyzed. Women with an apnea-hypopnea index (AHI) less than 10 comprised the control group, and those with an AHI greater than or equal to 10 were diagnosed with OSA and classified as CPAP-treated (adherence ≥ 4 h/d) or untreated (adherence < 4 h/d or not prescribed). The follow-up ended in December 2010.	A total of 967 women were studied (median follow-up, 6.8 yr; interquartile range, 5.2-8.2). The untreated OSA group showed a greater incidence rate of the composite outcome than the control group (2.19 vs. 0.54 per 100 person-years; P < 0.0005). Compared with the control group, the fully adjusted hazard ratios for the composite outcome incidence were 2.76 (95% confidence interval [CI], 1.35-5.62) for the untreated OSA group, and 0.91 (95% CI, 0.43-1.95) for the CPAP-treated group. When the type of cardiovascular event was separately assessed, untreated OSA showed a stronger association with incident stroke (adjusted hazard ratio, 6.44; 95% CI, 1.46-28.3) than with CHD (adjusted hazard ratio, 1.77; 95% CI, 0.76-4.09).	In women, untreated OSA is associated with increased incidence of serious cardiovascular outcomes, particularly incident stroke. Adequate CPAP treatment seems to reduce this risk.",continuous positive airway pressure| coronary heart disease| female sex| obstructive sleep apnea| stroke,Human-non-RCT-non-drug-intervention,2,0
942,18245703,Asian cardiovascular & thoracic annals,Is treatment of acute type A aortic dissection in septuagenarians justifiable?,"This study was undertaken to analyze the risk of mortality and neurological complications after treatment of acute type A aortic dissection in septuagenarians. From 1996 through 2002, 24 patients > 70 years underwent surgery for acute type A aortic dissection. Their median age was 75 years (range, 71-82 years), and 15 were male. Eleven (46%) had previous neurological events, 22% presented with hemodynamic instability and aortic rupture was found in 7%. Ten had hypothermic circulatory arrest alone, 3 had it in combination with retrograde cerebral perfusion and 11 had selective antegrade cerebral perfusion as an adjunct. The overall survival rate was 71% (17/24). Temporary neurological dysfunction was found in 3 (12.5%), and permanent neurological dysfunction in 9 (37.5%), leading to death in 3. Comparison of mortality rates and neurological outcome showed a marked tendency towards better outcome in patients who had hypothermic circulatory arrest and selective antegrade cerebral perfusion. Surgery for aortic dissections in the elderly can be performed with acceptable mortality, but there is a high rate of neurological complications. Despite the small number of patients, selective antegrade cerebral perfusion seemed to reduce the incidence of neurological events.",,Human-non-RCT-non-drug-intervention,2,0
943,11482695,Acta neurochirurgica,Carotid endarterectomy: a new technique replacing internal shunts.,"Carotid endarterectomy has been reported to increase the time free from cerebral ischemic events in both symptomatic and asymptomatic patients with a high grade of stenosis of the internal carotid artery. In cases in whom the compensatory circulation during the carotid clamp time is not sufficient, the use of intraluminal shunts has been proposed. However, the use of intraluminal shunts present several problems, such as the technical difficulties in positioning the shunt, the variability of time requested for the placement, the inconstancy of the blood flow during surgery, and the need to clamp off the carotid to introduce and remove the shunt. For these reasons, most operators prefer not to employ intraluminal shunts, while others do use them only in selected cases. The purpose of this work is to present, for the first time, a new type of temporary extraluminal shunt, connecting the femoral to the internal carotid artery with the interposition of a roller pump to regulate the blood flow. This method allows one to perform carotid endarterectomy without interrupting the blood flow to the brain.	407 consecutive patients, who underwent carotid endarterectomy between August 1992 and April 2000, were considered. 35 patients presented an absolutely insufficient collateral circulation, demonstrated by important modifications of the electroencephalographic monitoring during the carotid clamp time. In these patients the endarterectomy was performed using a new femoral-carotid extraluminal shunt.	In all the cases in whom the femoral-carotid extraluminal shunt was positioned, the normalisation of electroencephalographic monitoring was achieved by regulating the blood flow with the interposed roller pump. The use and the placement of the shunt was simple and easy. None of the patients showed postoperative complications, except for one who had a stroke two days after surgery.	The results obtained, although to be confirmed by further studies, seem to demonstrate the effectiveness of our femoral-carotid extraluminal shunt, which was simple to use and safe.",,Human-non-RCT-non-drug-intervention,2,0
944,17923388,Research in developmental disabilities,"Cognitive, behavior and intervention outcome in young children with autism","The relations between cognition and autism severity, head size and intervention outcome, were examined. Change in cognitive level with intervention was measured in children with autism and compared to children with developmental disabilities (DD). Eighty-one children (mean age 25.9 months) with autism (n=44) and DD (n=37) were assessed at pre- and post 1 year of intervention. Cognitive abilities and autism severity were measured by standardized tests. Three pre-intervention cognitive level groups: normal (IQ>90), borderline (70<IQ<89) and impaired (50<IQ<69) were examined. The impaired group had more severe autism symptoms than the borderline and the normal cognitive groups. However, following intervention the groups did not differ in the change in core autism symptoms. IQ scores increased significantly more in the autism group than in the DD group. IQ improvements correlated significantly with reduction in autism symptoms and mostly in stereotyped behaviors. CONCLUSIONS: Cognitive ability in autism is associated with autism severity. Two distinct subtypes based on cognitive level are identified. However, baseline cognitive level cannot predict the progress rate in autism symptoms with intervention. Improvement of social-communicative behaviors and the intensive intervention are related to significant cognitive increments in autism.",,Human-non-RCT-non-drug-intervention,2,0
945,11328240,Acta psychiatrica Scandinavica,Bright light therapy of subsyndromal seasonal affective disorder in the workplace: morning vs. afternoon exposure,"OBJECTIVE: Bright light therapy in seasonal affective disorder (SAD) has been studied extensively. However, little attention has been given to subsyndromal seasonal affective disorder (SSAD) or the use of bright light in the workplace. Many patients using bright light boxes complain of the inconvenience of use. Much of this inconvenience involves the often-recommended early timing of the bright light therapy. Patients, who already have difficulty awakening, often have difficulty using the bright light therapy soon after awakening before going to work. If bright light could be used effectively in the workplace, the treatment would be more convenient; the improved convenience would probably improve compliance. In this study, we studied the effectiveness of bright light therapy in subjects with SSAD in the workplace, comparing morning bright light with afternoon bright light. METHOD: Morning and afternoon bright light treatment (2500 lux) were compared in 30 subsyndromal seasonal affective disorder patients using the bright light therapy in the workplace. Hamilton Depression Ratings and subjective measures of mood, energy, alertness and productivity were assessed before and after 2 weeks of light therapy. RESULTS: Both morning and evening bright light significantly decreased the depression ratings and improved the subjective mood, energy, alertness and productivity scores. However, there were no significant differences between the two times of administration of the bright light treatment. Both bright light treatments were well tolerated. CONCLUSION: Bright light given in the workplace improves subjective ratings of mood, energy, alertness and productivity in SSAD subjects. Morning and afternoon bright lights resulted in similar levels of improvement.",,Human-non-RCT-non-drug-intervention,2,0
946,36197214,Medicine,Impact of intensive rehabilitation on long-term prognosis after stroke: A Korean nationwide retrospective cohort study.,"An increasing number of patients are receiving rehabilitation after stroke. But the impact of intensive rehabilitation on the long-term prognosis of patients with stroke remains to be elucidated. The purpose of this study was to identify the impact of intensive rehabilitation on the long-term prognosis of patients with stroke using data from the National Health Insurance Service database. This is a register-based, retrospective cohort study. Using data from the National Health Insurance Service database, we included the patients who received rehabilitation for stroke from 2006 to 2013. Of the 14,984 patients diagnosed with stroke, 2483 died within 1 year, and 2866 did not receive rehabilitation; hence, they were also excluded. The final sample included 9635 (49.2% men, 50.8% women) patients. After correcting for covariates, the Cox model was used to evaluate the effects of physical therapy (PT) and occupational therapy (OT) on survival. We estimated the independent contribution of each factor to the risk of death from the initiation of rehabilitation. Significant differences in mortality were observed according to age, Charlson comorbidity index (CCI), income level, and stroke type. Patients with stroke who received both PT and OT had a better long-term prognosis than those who received either treatment alone. Therapy performed by a physical therapist with more than 120 hours of training effectively improved the patients' long-term prognosis. Intensive PT and OT will help improve the long-term prognosis of patients with stroke. This study emphasizes the importance of intensive rehabilitation in these patients.",,Human-non-RCT-non-drug-intervention,2,0
947,20052730,Cancer,Should extrapulmonary small cell cancer be managed like small cell lung cancer?,"The aim of this study was to determine if extrapulmonary small cell carcinomas (EPSCC) should be managed using protocols similar to those for small cell lung cancer (SCLC).	Treatment strategies, survival, patterns of failure, and prognostic factors for patients with EPSCC were analyzed retrospectively at a large cancer center. SCLC was excluded by thoracic computed tomography (75%) or chest radiography (25%).	Of 120 eligible patients, 70% had limited disease (LD). Treatment modalities included chemotherapy (n = 82; 68%), radiotherapy (RT) (n = 80; 67%), and surgery (n = 41, 34%). The median survival for patients with LD and extensive disease was 1.4 years and 0.7 years, respectively. Gynecologic (n = 31) and gastrointestinal (n = 28) were the most common primary tumor sites. Gynecologic and head and neck primary tumor sites had better 1-year survival than other sites (P = .019 and 0.005, respectively). Brain metastasis was the site of first distant failure in 4.1% of patients versus 35% for soft tissue metastases. The lifetime risk of brain metastasis was 13%. Definitive RT (P = .004), LD (P = .028), and prophylactic cranial irradiation (PCI) (P = .022) were found to be positive prognostic factors and weight loss (P < .001) was a negative prognostic factor on multivariate analysis.	Patients with EPSCC usually experienced short survival, often with early distant metastasis. Although PCI was associated with improved overall survival, brain metastasis was less frequent than in patients with SCLC, and therefore the potential benefit of PCI was less than in patients with SCLC. Definitive chemoradiotherapy was associated with better outcomes and should be delivered whenever feasible.",,Human-non-RCT-non-drug-intervention,2,0
948,14733081,Masui. The Japanese journal of anesthesiology,[Epidural blood patch as a successful treatment of Barrè-Lièou syndrome: report of two cases].,"Barrè-Lièou syndrome accompanies neurological symptoms after neck sprain, and is often difficult to treat. We describe two young men with various neurological symptoms after traffic accident, who were diagnosed with Barrè-Lièou syndrome. Both case 1 (41-year-old man) and case 2 (34-year-old man) showed no abnormal findings in head and cervical X-ray, CT-scan and MRI. Only radionuclide cisternography (RNC) showed cerebrospinal fluid (CSF) leak into epidural space at thoracolumbar level. Three months (case 1) and four years (case 2) had passed after each accident. Two patients underwent epidural blood patch (EBP) for total of three times. The average volumes of the blood used for EBP were 30 ml (case 1) and 24 ml (case 2). The procedure improved various symptoms except for neck stiffness and dizziness. EBP had led to low back pain, which disappeared within three days. CSF leak vanished in RNC after EBP. Severe complication, for example epidural infection or neurological disorders due to hematoma, was not noticed. While neural blockade did not relieve pain before EBP, we could get good effect from neural blockade for remaining symptoms after EBP. We consider that Barrè-Lièou syndrome is due to CSF leak and EBP may be one of the useful treatments.",,Human-non-RCT-non-drug-intervention,2,0
949,3502447,Applied neurophysiology,Cerebellar stimulation for spastic cerebral palsy--double-blind quantitative study.,"Thirty spastic cerebral palsy (CP) patients were involved in a double-blind quantitative study to determine the effectiveness of chronic cerebellar stimulation, (CCS) and 19 patients completed the testing. Of the 12 patients undergoing the five motor performance tests, 8 (66%) showed improvements with the stimulation. Of the 16 patients tested for active motion in seven bilateral joints, 10 (63%) showed increases with CCS. Profiles of six mood states were tested in 15 patients, and CCS produced an overall 15% improvement.",,Human-non-RCT-non-drug-intervention,2,0
950,30870669,Social science & medicine (1982),Active coping shields against negative aging self-stereotypes contributing to psychiatric conditions.,"Psychiatric conditions are often falsely considered inherent to aging. We examined whether negative age stereotypes, which older individuals tend to assimilate from the environment across their lifespan, contributed to an increased risk of developing four psychiatric conditions, and, if so, whether this risk was reduced through active coping.	The sample consisted of participants aged 55 years and older, free of the psychiatric conditions at baseline, drawn from the National Health and Resilience in Veterans Study, a nationally representative sample. New cases of posttraumatic stress disorder, suicidal ideation, generalized anxiety disorder, and major depressive disorder were assessed during three waves spanning a four-year period.	As predicted, participants holding more-negative age stereotypes were more likely to develop the psychiatric conditions, and their engagement in active coping reduced the risk of their developing these conditions.	Our findings suggest that prevention and treatment efforts designed to reduce psychiatric conditions in later life may benefit from bolstering active coping as well as positive age stereotypes.",Age stereotypes| Aging| Anxiety| Coping| Depression| Mental health| PTSD| Social determinants| Suicidal ideation,Human-non-RCT-non-drug-intervention,2,0
951,19261230,Journal of studies on alcohol and drugs,Alcohol treatment effects on secondary nondrinking outcomes and quality of life: the COMBINE study.,"To evaluate the full range of alcohol treatment effectiveness, it is important to assess secondary nondrinking outcome dimensions in addition to primary alcohol consumption outcomes.	We used a large sample (n=1,226) of alcohol-dependent participants entering the National Institute on Alcohol Abuse and Alcoholism-sponsored COMBINE (Combining Medications and Behavioral Interventions) Study, a multisite clinical trial of pharmacological (naltrexone [ReVia] and acamprosate [Campral]) and behavioral interventions, to examine the effects of specific treatment combinations on nondrinking functional outcomes. We assessed the outcomes at baseline and at the end of 16 weeks of alcohol treatment and again at the 26-week and/or 52-week postrandomization follow-ups.	(1) Drinking and secondary outcomes were significantly related, especially at the follow-up periods. A higher percentage of heavy drinking days, more drinks per drinking day, and lower percentage of days abstinent were associated with lower quality-of-life measures. (2) All nondrinking outcomes showed improvement at the end of 16 weeks of treatment and most maintained improvement over the 26-week and 52-week follow-ups. Only two measures returned to pretreatment levels at 52 weeks: percentage of days paid for work and physical health. Improvements of nondrinking outcomes remained even after adjusting for posttreatment heavy drinking status. (3) Although nondrinking outcomes showed overall improvement, specific pharmacological and behavioral treatment combinations were not differentially effective on specific secondary outcomes.	In the current study, changes that resulted from treatment were multidimensional, and improvements in nondrinking outcomes reflected the overall significant improvement in drinking but they were not differentiated between treatment combination groups. Findings from this study support the importance of including secondary nondrinking outcomes in clinical alcohol-treatment trials.",,Human-non-RCT-non-drug-intervention,2,0
952,26835857,"Work (Reading, Mass.)",A pilot study on the operationalization of the Model of Occupational Self Efficacy: A model for the reintegration of persons with brain injuries to their worker roles.,"Traumatic brain injury causes functional limitations that can cause people to struggle to reintegrate in the workplace despite participating in work rehabilitation programmes.	The aim of the study was to explore, and describe the experiences of individuals with Traumatic Brain Injury regarding returning to work through the use of the model of occupational self-efficacy.	In the study 10 individuals who were diagnosed with a mild to moderate brain injury participated in the study.	The research study was positioned within the qualitative paradigm specifically utilizing case study methodology. In order to gather data from the participants, individual interviews and participant observation techniques were used.	Two themes emerged from the findings of the study theme one reflected the barriers related to the use of the model (i.e. Theme one: Effective participation in the model is affected by financial assistance). The second theme related to the enabling factors related to the use of the model (i.e. Theme two: A sense of normality).	The findings of this study indicated that the Model of Occupational Self Efficacy (MOS) is a useful model to use in retraining the work skills of individual's who sustained a traumatic brain injury. The participants in this study could maintain employment in the open labour market for a period of at least 12 months and it improved their ability to accept their brain injury as well as adapt to their worker roles. The MOS also provides a framework for facilitating community integration.",Model of Occupational Self Efficacy| Occupational therapy| case study methodology and traumatic brain injury,Human-non-RCT-non-drug-intervention,2,0
953,17762736,Neurosurgery,Preoperative embolization of intracranial arteriovenous malformations with Onyx,"OBJECTIVE: Preoperative embolization in accordance with multimodal therapies for cerebral arteriovenous malformations (AVMs) is generally the first step in treatment and may result in complete obliteration. The Onyx liquid embolic system (Micro Therapeutics, Inc., Irvine, CA) may offer advantages for intranidal targeted embolization and microsurgical resection. We present our experience in the combined treatment of intracranial AVMs using Onyx embolization and neurosurgical resection. METHODS: We treated a total of 47 patients for compact intracranial AVMs that were located in the frontal or frontoparietal area (16 patients); temporal, temporoparietal, or temporo-occipital regions (12 patients); parietal or parieto-occipital areas (8 patients); occipital regions (8 patients); had basal ganglia involvement (2 patients); and was cerebellar (1 patient). The Spetzler-Martin grading scale values were as follows: 25 patients were Grades I or II, 10 patients were Grade III, and 12 patients were Grades IV or V. Twenty-three AVMs were located in eloquent brain regions. RESULTS: After we performed final embolizations, the mean nidus reduction was 84%. Seven patients had new, nondisabling neurological deficits, and four patients had new, disabling neurological deficits after embolization. Periprocedurally, five vessel perforations and four stuck microcatheters were encountered without clinical deficits. In two patients, delayed hemorrhage after embolization occurred with good clinical outcome. We completely resected 46 AVMs; in one patient, we detected an AVM on postoperative angiography. The mean operative time was 4.7 hours, and the mean blood loss was 455 mL. Clinical status worsened postoperatively in 14 patients. Angiographic and clinical follow-up examinations were available for 42 patients (89%); the average follow-up period was 13 months. We found no relapse of arteriovenous shunt. Fourteen patients improved clinically after discharge. Of the 42 patients followed up, 23 individuals had no neurological deficit, 16 had a nondisabling deficit, and three had a disabling deficit. CONCLUSION: Preoperative use of the Onyx liquid embolic system in cerebral AVM treatment allows profound occlusion by targeted embolization and provides a basis for safe neurosurgical resection.",,Human-non-RCT-non-drug-intervention,2,0
954,19890074,Journal of learning disabilities,Children with and without learning disabilities: a comparison of processes and outcomes following group counseling.,"This study compared outcomes and processes in counseling groups of an expressive-supportive modality for children with learning disabilities (LD) and without them (NLD). Participants were 266 students (ages 10-18), all referred for emotional, social, and behavioral difficulties; of these, 123 were identified with LD and 143 were not. There were 40 groups in all--20 with LD children and 20 with NLD. Outcome variables included adjustment, social competence, and academic achievements. Process variables included bonding, group functioning, and client behavior. Analyses were nested using mixed models. Results indicated no differences in outcomes or process variables between populations except for academic achievements; some between-group differences were found in the effect of processes on outcomes. It was concluded that children with LD may be successfully treated in expressive-supportive counseling groups for their emotional and social difficulties.",,Human-non-RCT-non-drug-intervention,2,0
