,idx,pmid,journal_name,title,abstract,accepted_label,multi_label,binary_label
1370,837,rayyan-1270414137,Stroke,Reduction in distal emboli with proximal flow control during mechanical thrombectomy: a quantitative in vitro study,"BACKGROUND AND PURPOSE: To evaluate the impact of proximal flow control on efficacy and safety of mechanical thrombectomy in an in vitro middle cerebral artery occlusion. METHODS: Three independent variables, including clot type, device (Merci Retriever, Solitaire FR, and Trevo devices), and use of a balloon guide catheter, were used to ascertain the impact of proximal flow control on the size and number of distal emboli generated during thrombectomy. Secondary end points were the recanalization rate and amount of flow restored. RESULTS: Use of the balloon guide catheter during thrombectomy of the fragile, hard clot significantly reduced the formation of large distal emboli with a diameter >1 mm, regardless of the device used (P<0.01). Applying aspiration via the balloon guide catheter in place of the conventional guide catheter resulted in a significant increase of flow reversal (P<0.0001). Prior to thrombectomy, deployment of the stent-trievers produced immediate flow restoration through the soft and hard clot occlusions, 69.2 ± 27.3 and 45.5 ± 22.8 mL/min, respectively, that was preserved after the balloon inflation because of collateral flow via the posterior communication artery. After deployment but before thrombectomy, no flow was restored when using the Merci Retriever. After thrombectomy, complete flow restoration was achieved in a majority of cases. The Merci Retriever required more thrombectomy attempts to achieve hard clot removal compared with the stent-trievers when the conventional guide catheter was used (1.5 versus 1.1). CONCLUSIONS: The risk of distal embolization was significantly reduced with the use of the balloon guide catheter.",In-vitro-study,8,0
1372,839,rayyan-1270415220,J Headache Pain,Methylprednisolone blocks interleukin 1 beta induced calcitonin gene related peptide release in trigeminal ganglia cells,"BACKGROUND: Methylprednisolone (MPD) is a rapid acting highly effective cluster headache preventive and also suppresses the recurrence of migraine attacks. Previously, we could demonstrate that elevated CGRP plasma levels in a cluster headache bout are normalized after a course of high dose corticosteroids. Here we assess whether MPD suppresses interleukin-1β (IL-1β)- and prostaglandin E2 (PGE2)-induced CGRP release in a cell culture model of trigeminal ganglia cells, which could account for the preventive effect in migraine and cluster headache. Metoprolol﻿(MTP), a migraine preventive with a slow onset of action, was used for comparison. METHODS: Primary cultures of rat trigeminal ganglia were stimulated for 24 h with 10 ng/ml IL-1β or for 4 h with 10 μM PGE2 following the exposure to 10 or 100 μM MPD or 100 nM or 10 µM MTP for 45 min or 24 h. CGRP was determined by using a commercial enzyme immunoassay. RESULTS: MPD but not MTP blocked IL-1β-induced CGRP release from cultured trigeminal cells. PGE2-stimulated CGRP release from trigeminal ganglia cell culture was not affected by pre-stimulation whether with MPD or MTP. CONCLUSION: MPD but not MTP suppresses cytokine (IL-1β)-induced CGRP release from trigeminal ganglia cells. We propose that blockade of cytokine mediated trigeminal activation may represent a potential mechanism of action that mediates the preventive effect of MTP on cluster headache and recurrent migraine attacks.",In-vitro-study,8,0
1373,840,rayyan-1270417263,Cancer Rep (Hoboken),"Characterization of adherent primary cell lines from fresh human glioblastoma tissue, defining glial fibrillary acidic protein as a reliable marker in establishment of glioblastoma cell culture","BACKGROUND: Primary adherent glioblastoma cell lines are an important tool in investigating cellular and molecular tumor biology, as well as treatment options for patients. AIM: The phenotypical and immunocytochemical characterization of primary cell lines from glioblastoma specimens during establishment is of great importance, in order to reliably identify these cell lines as primary glioblastoma cell lines. METHODS AND RESULTS: Sixteen primary adherent cell lines out of 34 glioblastoma samples (47%) were established and further characterized. For phenotypical characterization, morphology and growth characteristics of the cells were classified. The cell lines had a high growth rate with a doubling time of 2 to 14 days. Morphologically, the cells displayed spindle-form or polygonal to amorphous shapes and grow as monolayer or in foci without evidence of contact inhibition. The cells were able to migrate and to form colonies. For further characterization, the protein expression of the astrocyte-specific protein glial fibrillary acidic protein (GFAP), the glial marker S100B, the neuronal marker TUBB3, and malignancy marker VIM, as well as the progenitor markers NES and SOX2, the proliferation marker MKI67, and the fibroblast marker TE7 were determined. Based on the immunocytochemical validation criterion of a coexpression of GFAP and S100B, 15 out of these 16 cell lines (94%) were defined as primary glioblastoma cell lines (pGCL). All 15 pGCL expressed TUBB3 and VIM. NES and SOX2 were stained positively in 13/15 and 6/15 pGCL. MKI67 was expressed in 11/15 and TE7 in 2/15 pGCL. CONCLUSION: These results point out that in self-established primary adherent glioblastoma cell lines, the expression of the specific astrocytic and glial markers GFAP and S100B and of the malignancy and progenitor markers VIM, NES, and SOX2 has to be validated. These data show that primary cell lines of glioblastoma origin with high malignant potential are reliably to establish using standardized validation criteria.",In-vitro-study,8,0
1375,842,rayyan-1270413939,J Mol Neurosci,Stable mutated tau441 transfected SH-SY5Y cells as screening tool for Alzheimer's disease drug candidates,"The role of hyperphosphorylation of the microtubule-associated protein tau in the pathological processes of several neurodegenerative diseases is becoming better understood. Consequently, development of new compounds capable of preventing tau hyperphosphorylation is an increasingly hot topic. For this reason, dependable in vitro and in vivo models that reflect tau hyperphosphorylation in human diseases are needed. In this study, we generated and validated an in vitro model appropriate to test potential curative and preventive compound effects on tau phosphorylation. For this purpose, a stably transfected SH-SY5Y cell line was constructed over-expressing mutant human tau441 (SH-SY5Y-TMHT441). Analyses of expression levels and tau phosphorylation status in untreated cells confirmed relevance to human diseases. Subsequently, the effect of different established kinase inhibitors on tau phosphorylation (e.g., residues Thr231, Thr181, and Ser396) was examined. It was shown with several methods including immunosorbent assays and mass spectrometry that the phosphorylation pattern of tau in SH-SY5Y-TMHT441 cells can be reliably modulated by these compounds, specifically targeting JNK, GSK-3, CDK1/5, and CK1. These four protein kinases are known to be involved in in vivo tau phosphorylation and are therefore authentic indicators for the suitability of this new cell culture model for tauopathies.",In-vitro-study,8,0
1376,843,rayyan-1270416213,Neurosci Lett,Mouse induced pluripotent stem cells-derived Alzheimer's disease cerebral organoid culture and neural differentiation disorders,"Alzheimer's disease (AD) is a progressive neurodegenerative disease, characterized by cognitive impairment. However, the pathogenesis of AD are very complicated, and the theories of Aβ and neurofibrillary tangles cannot explain all pathological alterations and clinical symptoms. Here, we used three-dimensional (3D) neural organoids culture derived from mouse induced pluripotent stem cells (iPSCs) to investigate the pathological mechanisms of AD. In this study, AD cerebral organoids were generated by overexpressing familial AD mutations (APP and PS1 genes) in mouse induced pluripotent stem cells, so that the early pathogenesis of AD could be investigated well with protein and cellular phenotype analyses. The results showed that AD cerebral organoids appeared some AD pathological alterations, and high levels of Aβ and p-Tau were induced as well. Furthermore, the number of GFAP-positive astrocytes and glutamatergic excitatory neurons increased significantly, but the number of GABAergic interneurons decreased. In conclusion, we suggest that cerebral organoids are a suitable AD model for scientific study, and that will provide us a novel insight into the understanding of the pathogenesis of AD.",In-vitro-study,8,0
1378,845,rayyan-1270415394,Food Funct,Differential expression of microRNAs contributed to the health efficacy of EGCG in in vitro subarachnoid hemorrhage model,"(-)-Epigallocatechin-3-gallate (EGCG) exhibits a broader spectrum health efficacy in subarachnoid hemorrhage (SAH) therapy; the mechanisms, however, are largely unknown. Given that miRNAs play important roles in regulation of thousands of gene expressions, the effect of EGCG on the expression of miRNAs was investigated to explore the multi-targeting actions of EGCG by using an in vitro SAH model. MTT and western blot assays were used to assess the health effects of EGCG in SAH progression; the results showed that oxyhemoglobin (OxyHb)-induced cell proliferation and excessive autophagic activation were significantly inhibited by 50 μM EGCG, but not by 1 μM EGCG. By high throughput sequencing analysis, the miRNA profiles of normal, SAH and EGCG (1 and 50 μM) groups were compared and a total of 953 miRNAs were identified. Of 192 differentially expressed miRNAs, 43 miRNAs were significantly differentially expressed in SAH (p < 0.01). However, EGCG significantly increased the number of differential expressions of miRNAs, which showed 144 and 138 miRNAs (112 and 115 upregulated, 32 and 23 downregulated, p < 0.01) in 1 μM and 50 μM EGCG groups, respectively. Among all the differentially expressed miRNAs, 13 miRNAs were shared by the three groups. 5 miRNAs (miR-218-5p, miR-218b, miR-143-3p, miR-101a-3p, miR-30a-3p) were detected in both SAH and EGCG 1 μM groups, and 104 miRNAs were shared by the EGCG 1 μM and EGCG 50 μM groups. Only 1 miRNA (miR-532-5p) was discovered in both SAH and EGCG 50 μM groups. Moreover, 24, 22 and 20 specific differentially expressed miRNAs were discovered in SAH, 1 μM and 50 μM EGCG groups, respectively. The predicted target genes of differentially expressed miRNAs showed that the most impacted MAPK signaling pathway, particularly the upregulated p38 expression in the SAH group, was restored to the normal level in both EGCG groups, but the calcium signaling pathway was enriched only in the EGCG 50 μM group. These results revealed that differential expression of miRNAs is fundamental to understand the multiple targets actions of EGCG in SAH therapy, and simultaneously targeting more robust signaling pathways could determine the therapeutic effects of EGCG.",In-vitro-study,8,0
1379,846,rayyan-1270417309,Neurosci Lett,Effects of particulate matter and nicotine for the MPP+-induced SH-SY5Y cells: Implication for Parkinson's disease,"Exposure to particulate matter (PM) has been considered a potential risk factor for various neurodegenerative diseases, whereas nicotine has protective effects on Parkinson's disease (PD). However, it is still unclear whether or how PM alone and in combination with nicotine affects the pathogenesis of PD. We investigated the potential neurotoxicity of PM and the protective properties of nicotine in an in vitro PD model. A 1-methyl-4-phenylpyridimium (MPP+)-induced neurotoxicity model was established with SH-SY5Y cells. Cell viability and apoptosis were measured using MTT and TUNEL assays, respectively. Intracellular reactive oxygen species (ROS) levels were analyzed using the cell-permeant fluorescent probe DCFH-DA. We investigated mitochondrial apoptotic markers such as Bax, Bcl2, cytochrome C, and cleaved caspase-3 and analyzed their levels by Western blotting. SH-SY5Y cells exposed to PM and MPP+ exhibited significantly increased intracellular ROS and decreased cell viability with those exposed to PM alone. PM strikingly exacerbated MPP+-induced mitochondrial dysfunction, including an increase in the Bax/Bcl2 ratio and the release of cytochrome C and cleaved caspase-3. On the other hand, pretreatment of SH-SY5Y cells with nicotine reduced the MPP+-induced loss of cell viability and levels of intracellular ROS and mitochondrial apoptotic signaling proteins. However, pretreatment with nicotine did not prevent PM-induced toxicity in MPP+-treated SHSY5Y cells. PM and MPP+ synergistically increased ROS levels and mitochondrial apoptosis, which led to SH-SY5Y cell death. The protective effect of nicotine cannot rescue PM-induced synergistic neurotoxicity in the MPP+-induced PD model. Our findings verified the opposing roles of PM and nicotine in a model of PD pathogenesis. A large number of in vivo and in vitro studies would verify the roles of PM and nicotine in the future.",In-vitro-study,8,0
1380,847,rayyan-1270410501,J Clin Pathol,Clinical evaluation of enzyme immunoassay in rapid diagnosis of herpes simplex infections,"AIMS: To evaluate the performance of antigen detection by IDEIA (NovoNordisk Ltd) in the rapid diagnosis of potentially serious herpes simplex (HSV) infections. METHODS: Nine hundred and twelve specimens from a variety of clinical sites, including ocular, mucocutaneous, respiratory and genital material, urines and necropsy tissue, were compared by enzyme immunoassay (EIA) and conventional culture for the presence of HSV. RESULTS: The EIA performed to a high level of sensitivity and specificity using a variety of specimen types. Some problems were encountered using cervical swabs from pregnant women and necropsy brain tissue. Analysis of clinical and contact history data of most patients giving discrepant results supported the evidence of recent HSV infection obtained by EIA. The mean culture time was 2.4 days (range one to eight days). CONCLUSIONS: The HSV EIA test performed to a high level of sensitivity (93.7%) and specificity (96.6%) when compared with culture using a variety of clinical material. These results assumed cell culture was 100% sensitive and specific. The actual performance of the EIA test is probably much higher. This approach to rapid HSV diagnosis should be used more widely, particularly in potentially serious cases.",In-vitro-study,8,0
1381,848,rayyan-1270415459,Sci Rep,TDP-43 misexpression causes defects in dendritic growth,"Amyotrophic Lateral Sclerosis (ALS) and Frontotemporal Dementia (FTD) share overlapping genetic causes and disease symptoms, and are linked neuropathologically by the RNA binding protein TDP-43 (TAR DNA binding protein-43 kDa). TDP-43 regulates RNA metabolism, trafficking, and localization of thousands of target genes. However, the cellular and molecular mechanisms by which dysfunction of TDP-43 contributes to disease pathogenesis and progression remain unclear. Severe changes in the structure of neuronal dendritic arbors disrupt proper circuit connectivity, which in turn could contribute to neurodegenerative disease. Although aberrant dendritic morphology has been reported in non-TDP-43 mouse models of ALS and in human ALS patients, this phenotype is largely unexplored with regards to TDP-43. Here we have employed a primary rodent neuronal culture model to study the cellular effects of TDP-43 dysfunction in hippocampal and cortical neurons. We show that manipulation of TDP-43 expression levels causes significant defects in dendritic branching and outgrowth, without an immediate effect on cell viability. The effect on dendritic morphology is dependent on the RNA-binding ability of TDP-43. Thus, this model system will be useful in identifying pathways downstream of TDP-43 that mediate dendritic arborization, which may provide potential new avenues for therapeutic intervention in ALS/FTD.",In-vitro-study,8,0
1382,849,rayyan-1270414078,J Mol Neurosci,Role of RhoA/ROCK signaling in endothelial-monocyte-activating polypeptide II opening of the blood-tumor barrier: role of RhoA/ROCK signaling in EMAP II opening of the BTB,"The purpose of the present study was to determine the potential for RhoA/ROCK signaling to play a role in endothelial-monocyte-activating polypeptide (EMAP) II-induced increase in blood-tumor barrier (BTB) permeability in rat brain microvascular endothelial cells (RBMECs). In the present study, we used an in vitro BTB model, a RhoA inhibitor (C3 exoenzyme) and a ROCK inhibitor (Y27632) to determine whether RhoA/ROCK pathway play a role in the process of TJ disassembly, stress fiber formation, MLC and cofilin phosphorylation, as well as increase of BTB permeability induced by EMAP II. The results revealed that BTB permeability was increased by EMAP II induction, and C3 exoenzyme or Y27632 could partially inhibit the EMAP II-induced increase of BTB permeability. The significant down-regulations in tight junction (TJ)-associated proteins occludin, claudin-5 and ZO-1 and stress fiber formation by EMAP II administration were observed, which were partly prevented by C3 exoenzyme or Y27632 pretreatment. Moreover, the significant increases in RhoA activity, myosin light chain (MLC) and cofilin phosphorylation by EMAP II administration were observed, MLC and cofilin phosphorylation were partly inhibited by C3 exoenzyme or Y27632 pretreatment. The present study demonstrates that the activation of RhoA/ROCK signaling in RBMECs was required for the increase of BTB permeability and these effects are related with the ability for RhoA/ROCK to mediate TJ disassembly and stress fiber formation by phosphorylating cofilin and MLC.",In-vitro-study,8,0
2006,1473,rayyan-1277750220,Aust N Z J Psychiatry,A double blind trial of lithium carbonate and haloperidol in Huntington's chorea,"Six patients with a family history of Huntington's chorea (HC) participated in a double blind crossover trial involving four treatments--lithium carbonate, haloperidol, lithium carbonate and haloperidol, and placebo. Each treatment was administered for three weeks and, at the end of each treatment period, assessments were made of chorea and a number of psychological variables. None of the treatments significantly affected chorea measurements. With regard to the psychological variables, the levels of irritability, the frequency of angry outbursts and depression did appear to be affected in some patients by the treatment. Three patients improved on a combination of lithium carbonate and haloperidol while the remaining three did not. Haloperidol alone significantly raised depression ratings above levels for other treatments including placebo. It is suggested that lithium carbonate and haloperidol together should be seriously considered in the treatment of HC when patients are excessively irritable and impulsive.",Human-RCT-drug-intervention,11,0
2007,1474,rayyan-1277752864,Neurology,"Ethyl-EPA in Huntington disease: a double-blind, randomized, placebo-controlled trial","BACKGROUND: Preliminary evidence suggests beneficial effects of pure ethyl-eicosapentaenoate (ethyl-EPA) in Huntington disease (HD). METHODS: A total of 135 patients with HD were randomized to enter a multicenter, double-blind, placebo-controlled trial on the efficacy of 2 g/d ethyl-EPA vs placebo. The Unified Huntington's Disease Rating Scale (UHDRS) was used for assessment. The primary end point was outcome at 12 months on the Total Motor Score 4 subscale (TMS-4). Analysis of covariance (ANCOVA) and a chi2 test on response, defined as absence of increase in the TMS-4, were performed. RESULTS: A total of 121 patients completed 12 months, and 83 did so without protocol violations (PP cohort). Intent-to-treat (ITT) analysis revealed no significant difference between ethyl-EPA and placebo for TMS-4. In the PP cohort, ethyl-EPA proved better than placebo on the chi2 test on TMS-4 (p < 0.05), but missed significance on ANCOVA (p = 0.06). Secondary end points (ITT cohort) showed no benefit of ethyl-EPA but a significantly worse outcome in the behavioral severity and frequency compared with placebo. Exploring moderators of the efficacy of ethyl-EPA on TMS-4 showed a significant interaction between treatment and a factor defining patients with high vs low CAG repeats. Reported adverse events were distributed equally between treatment arms. CONCLUSIONS: Ethyl-eicosapentaenoate (ethyl-EPA) (purity > 95%) had no benefit in the intent-to-treat cohort of patients with Huntington disease, but exploratory analysis revealed that a significantly higher number of patients in the per protocol cohort, treated with ethyl-EPA, showed stable or improved motor function. Further studies of the potential efficacy of ethyl-EPA are warranted.",Human-RCT-drug-intervention,11,0
2008,1475,rayyan-1277757173,J Affect Disord,"A randomized, double-blind, placebo-controlled, crossover trial evaluating the effect of intranasal insulin on cognition and mood in individuals with treatment-resistant major depressive disorder","BACKGROUND: Cognitive dysfunction in major depressive disorder (MDD) is identified as a primary therapeutic target; no current treatment is approved for the treatment of cognitive dysfunction in MDD. We examined whether intranasal insulin offered a beneficial effect across measures of cognitive function in adults with MDD. METHODS: Thirty-five adults (18-65 years of age: 47.09±9.89) meeting criteria for a major depressive episode as per the Diagnostic and Statistical Manual (DSM)-IV-Treatment Revised were included in this randomized, double blind, placebo-controlled, crossover design study. Subjects were not stratified based on baseline cognitive deficit. Subjects were randomized to 4 weeks of either intranasal insulin 40 International Units (IU) taken four times a day (i.e., morning, afternoon, evening, and before bed) (QID) (n=19) or placebo (n=16). RESULTS: No between group differences were observed in change from baseline on total Montgomery Åsberg Depression Rating Scale (MADRS) score (25.98±2.81), in either of the Positive or Negative subscales of the Positive and Negative Affect Schedule (PANAS), or on a global index of neurocognition. The possibility of practice and/or carry over effect could not be excluded. Methodological refinement (e.g., stratification of subjects based on baseline cognitive deficit) may have augmented assay sensitivity. CONCLUSION: Intranasal insulin did not demonstrate statistically significant improvements on overall mood, aspects of emotional processing, neurocognitive function, or self-reported quality of life patient reported outcomes.",Human-RCT-drug-intervention,11,0
2009,1476,rayyan-1277752835,Mov Disord,Long-term efficacy and safety of pramipexole in advanced Parkinson's disease: results from a European multicenter trial,"A double-blind, placebo-controlled study with a subsequent open-label phase was conducted in 354 patients with Parkinson's disease (PD) and motor fluctuations under individually adjusted therapy with levodopa. During the double-blind phase 174 patients received pramipexole and 180 placebo. In agreement with previous studies, pramipexole treatment improved UPDRS sum scores of parts II and III by 30% and off times by approximately 2.5 hours per day. Differences between the treatment groups became significant at a daily dose of 0.75 mg of pramipexole dihydrochloride. We, furthermore, performed post hoc analyses with respect to resting tremor and depression. Patients with pronounced resting tremor derived a clear benefit from pramipexole treatment compared with placebo. In addition, pramipexole significantly improved the subitems motivation/initiative and depression in a subpopulation with increased Unified Parkinson's Disease Rating Scale I scores at the time of inclusion. There were 262 patients who were subsequently enrolled into the open-label study featuring a maximum duration of up to 57 months. Statistical analysis revealed good long-term efficacy and tolerability of pramipexole. Overall, only a low prevalence of somnolence was found. In summary, this study provides additional level I evidence of the usefulness of pramipexole, suggests a particular tremorlytic and a possible antidepressant action of this compound, and addresses for the first time its efficacy and safety during long-term administration in advanced PD.",Human-RCT-drug-intervention,11,0
2011,1478,rayyan-1277751723,Bmj,Efficacy and safety of rivastigmine in patients with Alzheimer's disease: international randomised controlled trial,"OBJECTIVES: To assess the effects of rivastigmine on the core domains of Alzheimer's disease. DESIGN: Prospective, randomised, multicentre, double blind, placebo controlled, parallel group trial. Patients received either placebo, 1-4 mg/day (lower dose) rivastigmine, or 6-12 mg/day (higher dose) rivastigmine. Doses were increased in one of two fixed dose ranges (1-4 mg/day or 6-12 mg/day) over the first 12 weeks with a subsequent assessment period of 14 weeks. SETTING: 45 centres in Europe and North America. PARTICIPANTS: 725 patients with mild to moderately severe probable Alzheimer's disease diagnosed according to the Diagnostic and Statistical Manual of Mental Disorders, fourth edition, and the criteria of the National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimer's Disease and Related Disorders Association. OUTCOME MEASURES: Cognitive subscale of the Alzheimer's disease assessment scale, rating on the clinician interview based impression of change incorporating caregiver information scale, and the progressive deterioration scale. RESULTS: At the end of the study cognitive function had deteriorated among those in the placebo group. Scores on the Alzheimer's disease assessment scale improved in patients in the higher dose group when compared with patients taking placebo (P<0.05). Significantly more patients in the higher dose group had improved by 4 points or more than had improved in the placebo group (24% (57/242) v 16% (39/238)). Global function as rated by the clinician interview scale had significantly improved among those in the higher dose group compared with those taking placebo (P<0.001), and significantly more patients in the higher dose group showed improvement than did in the placebo group (37% (80/219) v 20% (46/230)). Mean scores on the progressive deterioration scale improved from baseline in patients in the higher dose group but fell in the placebo group. Adverse events were predominantly gastrointestinal, of mild to moderate severity, transient, and occurred mainly during escalation of the dose. 23% (55/242) of those in the higher dose group, 7% (18/242) of those in the lower dose group, and 7% (16/239) of those in the placebo group discontinued treatment because of adverse events. CONCLUSIONS: Rivastigmine is well tolerated and effective. It improves cognition, participation in activities of daily living, and global evaluation ratings in patients with mild to moderately severe Alzheimer's disease. This is the first treatment to show compelling evidence of efficacy in a predominantly European population.",Human-RCT-drug-intervention,11,0
2012,1479,rayyan-1277752779,J Child Neurol,"Add-on melatonin improves sleep behavior in children with epilepsy: randomized, double-blind, placebo-controlled trial","This double-blind, randomized, placebo-controlled study in epileptic children, aged 3 to 12 years, evaluated the effect of add-on melatonin on the sleep behavior of these children on sodium valproate monotherapy using a parental questionnaire. Of the 31 patients, 16 randomly received add-on melatonin, whereas 15 received add-on placebo. The questionnaire showed good internal consistency in our patient population (Cronbach's alpha = .83). The percentage decrease in the median total sleep score was 24.4 (range 0.0-34.9) in the valproate + melatonin group compared with 14.0 (range -2.2-18.8) in the valproate + placebo group, the difference being statistically significant (P < .05). The median percentage decrease in the parasomnias score was 60 (range 0.0-70.8) in the valproate + melatonin group compared with 36.4 (range 0.0-63.2) in the valproate + placebo group, the difference being statistically significant (P < .05). There was no significant difference between the percentage decrease in the daytime drowsiness scores and sleep fragmentation scores. Parent-child interaction subscale scores were not significantly different between age groups. The age at onset of seizures and the type of seizures did not correlate significantly to the total sleep scores. Given that sleep problems are known to complicate epilepsy, add-on melatonin, which has a wide safety window, can be of promise in the pharmacotherapy of pediatric epilepsy.",Human-RCT-drug-intervention,11,0
2013,1480,rayyan-1277756027,J Clin Sleep Med,"Armodafinil for the treatment of excessive sleepiness associated with mild or moderate closed traumatic brain injury: a 12-week, randomized, double-blind study followed by a 12-month open-label extension","OBJECTIVE: To evaluate the efficacy and tolerability of armodafinil in patients with excessive sleepiness following mild or moderate closed traumatic brain injury (TBI). DESIGN: Randomized, placebo-controlled, double-blind trial followed by open-label extension. SETTING: 40 US centers. PATIENTS: Adults with closed TBI (N = 117), Glasgow Coma Scale score >8 at time of injury; baseline Epworth Sleepiness Scale (ESS) ≥10; sleep latency <8 minutes on multiple sleep latency test (MSLT); and Clinical Global Impression-Severity of Illness (CGI-S) score ≥4 for excessive sleepiness. INTERVENTION: Patients received armodafinil (50, 150, or 250 mg/day) or placebo for 12 weeks followed by an optional 12-month open-label extension. MEASUREMENTS AND RESULTS: Outcomes included MSLT, ESS, Clinical Global Impression-Change (CGI-C), TBI-Work Instability Scale (TBI-WIS), CGI-S, and tolerability. The study was terminated early due to low enrollment. Patients receiving 250 mg armodafinil showed significant improvement in sleep latency from baseline to final visit versus placebo (+7.2 minutes vs. +2.4 minutes; p = 0.0010). CGI-C ratings were much/ very much improved in approximately 50% of patients receiving 150 and 250 mg armodafinil, compared to 38% on placebo. ESS and TBI-WIS scores were not significantly different between groups. In the open-label extension (N = 49), patients demonstrated gradual improvement in ESS, TBI-WIS, and CGI-S scores up to 48 weeks post-baseline. Armodafinil was generally well tolerated, with headache the most common adverse event in both double-blind and open-label portions. CONCLUSIONS: Armodafinil 250 mg significantly improved sleep latency in patients with excessive sleepiness associated with mild or moderate TBI. Efficacy and tolerability of armodafinil were sustained throughout the open-label extension. TRIAL REGISTRATION: NCT00893789, NCT00983437.",Human-RCT-drug-intervention,11,0
2014,1481,rayyan-1277759605,J Alzheimers Dis,"Effects of Simvastatin on Plasma Amyloid-β Transport in Patients with Hyperlipidemia: A 12-Week Randomized, Double-Blind, Placebo-Controlled Trial","BACKGROUND: Abnormal blood lipids are associated with cognitive impairment and amyloid-β (Aβ) deposition in the brain. However, the effects of statins on Alzheimer's disease (AD) have not been determined. OBJECTIVE: Considering that plasma Aβ are related to Aβ deposition in the brain, we investigated the effects of simvastatin on plasma Aβ transport. METHODS: This was a randomized, double-blind, placebo-controlled trial. One hundred and twenty patients with hyperlipidemia were randomly assigned to receive 40 mg of simvastatin per day or matching placebo for 12 weeks (sixty patients per group). Plasma Aβ, sLRP1, sRAGE, and lipid levels were measured at baseline and at the 6-week and 12-week visits. RESULTS: The ITT database ultimately included 108 participants (placebo group: n = 53; simvastatin group: n = 55) and 64 (59.3%) were women, ranging in age from 45 to 75 years (mean 57.2±6.9 years). Multiple linear regression analysis showed that, after 12 weeks of follow-up, compared with the placebo group, ΔAβ42 levels (the change of Aβ42 levels from baseline at week 12) increased more and ΔsRAGE levels decreased more in the simvastatin group (Aβ42: β= 5.823, p = 0.040; sRAGE: β= -72.012, p = 0.031), and a significant negative association was found between ΔAβ42 and ΔsRAGE levels (β= -0.115, p = 0.045). In addition, generalized estimation equation analysis showed that triglycerides levels were negatively correlated with Aβ40 (β= -16.79, p = 0.023), Aβ42 (β= -6.10, p = 0.001), and sRAGE (β= -51.16, p = 0.003). CONCLUSION: Daily oral simvastatin (40 mg/day) in patients with hyperlipidemia for 12 weeks can significantly increase plasma Aβ42 levels compared with placebo, which was associated with reduced triglycerides and sRAGE levels, indicating that statins may affect plasma Aβ transport.",Human-RCT-drug-intervention,11,0
2015,1482,rayyan-1277755855,Clin Neuropharmacol,Influence of the nonergot dopamine agonist piribedil on vigilance in patients With Parkinson Disease and excessive daytime sleepiness (PiViCog-PD): an 11-week randomized comparison trial against pramipexole and ropinirole,"OBJECTIVES: The aim of this study was to investigate the effects of piribedil on vigilance and cognitive performance in patients with Parkinson disease experiencing excessive daytime sleepiness on pramipexole or ropinirole. METHODS: In this 11-week randomized, active-controlled, rater-blinded phase III study, eligible patients were randomly assigned to either receive piribedil or to continue on pramipexole or ropinirole. The primary outcome was the median reaction times during the second 15 minutes of the subtest ""vigilance"" of the Test battery for Attention Performances (TAP). Secondary outcomes included the Epworth Sleepiness Scale, Unified Parkinson's Disease Rating Scale, neuropsychological testing, and items of the Clinical Global Impression. RESULTS: Forty-four patients received piribedil; 36 continued on either pramipexole or ropinirole. There was no difference in the primary end point reaction time of the TAP subtest vigilance between piribedil and the comparator (996 vs 954 milliseconds, P = 0.68). Piribedil reduced daytime sleepiness with lower Epworth Sleepiness Scale scores at the end of treatment compared with the comparator (-4 vs -2 points; P = 0.01). The median Unified Parkinson's Disease Rating Scale III score at the end of treatment was comparable between the 2 groups. Neuropsychological tests revealed no significant between-treatment differences. A higher therapeutic effect and global improvement were shown by the Clinical Global Impression of piribedil-treated patients. CONCLUSIONS: This study shows that switching from pramipexole or ropinirole to piribedil has no effect on the reaction time of the TAP subtest vigilance but upholds the same therapeutic motor effect and reduces daytime sleepiness to a clinically relevant degree in patients with excessive daytime sleepiness.",Human-RCT-drug-intervention,11,0
